,seed,var,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,RowSum
i0,5,dm_re,9.101197616780368e-06,1.0398123904321935e-05,1.1076575419763218e-05,1.1708690112005838e-05,1.222167072102433e-05,1.2633054913027673e-05,0.07711481894525933,0.5376254170397958,47.6172482028975,37.73457005887991,78.78659515570213,45.64511415738477,59.178244072142206,8.691055847624534e-06,28.99668509136032,53.512148861626436,34.81693114610408,38.202027088514804,42.287370299999886,7.096368191331124,4.256205184958689,0.1694117907806063,1.7098851737404254e-05,1.763288000845416e-05,478.9137700997679
i1,5,dm_re,9.102028785606601e-06,1.0408743881597157e-05,1.1180863932409005e-05,1.1798550041395546e-05,1.2341864379180263e-05,1.276708820651473e-05,0.4376941119221945,0.4399275182717364,15.911767650994163,23.82410887474558,17.187676685061618,30.37122130781479,43.41241176533262,8.690991821987608e-06,44.750429114724255,97.2434179783495,38.168243261772716,39.63448287071317,63.460007109492274,20.295373225398787,2.644821824687204,0.3734900534158588,1.6691512551795657e-05,1.7624296177131773e-05,438.15518395863626
i2,5,dm_re,9.103262318760403e-06,1.04252286904986e-05,1.135034898662068e-05,1.1941600670851986e-05,1.2446910859931096e-05,1.3008934873723379e-05,3.0000556544562555,46.626202718929,20.69145817602633,19.77223684113538,34.39184793399683,25.682145842188802,54.969403108892436,8.690994485507397e-06,35.68174786870814,112.50220584881583,143.8488045610189,85.58282083538843,96.89404192988124,53.670253800691896,7.207278809462806,6.120627398753559,1.707873208358508e-05,1.7687767498616885e-05,746.6412430621263
i3,5,dm_re,9.10295421855224e-06,1.0421392921456772e-05,1.130463101115418e-05,1.1945108611907066e-05,1.2482153320623541e-05,1.2938317354367539e-05,1.4183761628910003,27.58403905189337,16.20595556820082,19.22033137057007,14.847933222993301,49.9552183938063,87.07121493023901,0.1318540259452054,53.95794484813168,147.00195142428134,178.44478694377773,88.43870533959456,122.11093977260361,51.82022204196752,29.223938141271685,0.9635135788313804,1.6646257477728994e-05,1.7624305592094523e-05,888.3970272821192
i4,5,dm_re,9.102490564432745e-06,1.0414899350249111e-05,1.1229890538634355e-05,1.1834694135125737e-05,1.2356410655803138e-05,1.284634706705125e-05,0.9280248285933047,1.5928409320922798,5.639436467717073,11.011355858661076,7.727899081439594,12.079441369583062,9.17749676682715,0.07054047429545485,27.83946667506245,116.43369902192697,79.09779547200797,52.90970871509121,11.211052791267912,25.29042512251591,2.2336229468264115,0.02501653576621486,1.682449415957867e-05,1.764194956020445e-05,363.26792531085005
i5,5,dm_re,9.102851405453374e-06,1.042014336447805e-05,1.1293812739157636e-05,1.1886539124730974e-05,1.2416710541285897e-05,1.2922398120075217e-05,1.5940905849342866,29.885342179260544,20.86962212573116,23.229549661619266,19.754153635312402,25.079065685962174,57.23349763277272,8.690979590725398e-06,70.48905309650272,100.6882103370122,183.6864943016573,88.75112625431031,97.03127476272313,38.23166167211091,6.3422187757347865,1.8194703283251192,1.6830377495606304e-05,1.7623010094677966e-05,764.6849422207915
i6,5,dm_re,9.10239459093036e-06,1.0413992178210483e-05,1.122557108594705e-05,1.182600448979763e-05,1.2342370953233229e-05,1.2824646012210205e-05,0.8815373349690493,5.6425306501392525,27.07904765990338,54.2524596933635,44.336506540441384,39.95936607958604,40.07529250656832,8.691023240720441e-06,37.84601909924561,104.08629987246164,85.63366994800643,52.55370956976993,105.5691997373678,26.44446330332733,5.371255428385165,0.3705639102416196,1.6824831568034304e-05,1.768274525090952e-05,630.1020322673558
i7,5,dm_re,9.102849768282928e-06,1.0420224064273051e-05,1.1295749914539779e-05,1.1899407393027505e-05,1.2411595420198272e-05,1.292386779456771e-05,1.2139835362658118,9.91236095686982,8.436881917198038,5.716409179199835,9.16682833700817,27.93995768920615,51.41949623293662,8.691073410387288e-06,20.864271227481616,91.42047969073533,103.41519225513515,72.30822717291335,62.568937433803605,15.096879794567117,9.939097756967096,0.731984450421351,1.670332124198492e-05,1.7701669889037208e-05,490.1510987804679
i8,5,dm_re,9.102976707381804e-06,1.0421447120718899e-05,1.130273039272077e-05,1.192856544493644e-05,1.2454483064541896e-05,1.29469337285843e-05,1.4713396394903488,3.1653236128591056,14.61847956486558,16.92364614203253,15.479228901107257,15.88207339827113,27.685586958750033,8.691061650457426e-06,58.863610539538,156.04716172484967,100.05389238637568,77.39289440220278,36.7130058449664,32.42156363842523,8.560251518995477,1.1016090706651749,1.683531974879324e-05,1.775758238323604e-05,566.3797787844946
i9,5,dm_re,9.103137417098982e-06,1.0423812705870896e-05,1.133991633944814e-05,1.189914169974626e-05,1.2415646130476726e-05,1.2988950777772664e-05,1.6143972976023755,12.66475380984889,11.935716861639484,15.64961322324833,15.290486689978163,20.578199779009992,20.387427664507562,8.69103914541082e-06,43.52490213548062,103.43236614259708,92.95845527230941,77.18448494211297,32.83309171812042,8.186563849321193,4.1166938964785915,0.03830908575038901,1.6939376088073487e-05,1.766856062581481e-05,460.3955738375864
