,seed,var,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,RowSum
i0,25,yp_hol,1.3877041705912274e-08,1.5398735337917408e-08,1.6861335014454977e-08,1.986905530307196e-08,2.000205404025693e-08,2.4568272566980227e-08,2.8228270872437586,18.94781687979348,11.501984612944526,0.7219428322158312,0.011683228140277344,4.876845626567322,6.2745060995845385,284.3468128083315,31.543679262943154,0.0005763274751271679,0.024335986563678545,0.6818067666476928,1.4123302276684324,0.38471462128951933,1.3653684810065994,7.187045437300408,6.861285052433433,0.8746783222763912,379.8402397710022
i1,25,yp_hol,1.3877029207814139e-08,1.5398616370800135e-08,1.6859597228829614e-08,1.986666317744667e-08,1.9999186664913746e-08,2.4566233899292744e-08,0.4630550309950137,5.6539628182987895,1.2795991060383374,0.6257286199941005,4.72837341930049e-08,0.8979161407541356,0.3488943328090482,543.5899753072692,140.35382711207868,0.23162410557049243,0.08334798158674964,0.020292718399408674,0.18929248725533637,1.4007434313528415,1.86684820141751,7.919761795548683,7.922835881459878,1.3561426429595644,714.2038478716388
i2,25,yp_hol,1.387701789126204e-08,1.5398387140512262e-08,1.6857599678031722e-08,1.9862873705970548e-08,1.9995135094759304e-08,2.456222033790391e-08,2.2750886892593634e-07,4.5994319673839856e-07,2.834405175185193e-07,1.4399745794632843,0.006608108408142166,0.014440830792058617,0.15352202721292468,453.25057034966756,71.46764726007461,2.9809284059926413,19.143180817702987,1.6598909746901231,36.22486879906079,5.747100508932225,4.477039727115972,15.249074672891872,15.895268096179537,2.7555073264122147,630.4656235660427
i3,25,yp_hol,1.3877033268980623e-08,1.5398585169185148e-08,1.6859385222667918e-08,1.9865259272607015e-08,1.9998788660752454e-08,2.456585974571294e-08,0.18964586591085855,3.9772794639414446,0.44947107298239414,1.3386785341161027e-07,4.70739349067884e-08,1.1865278906904748,30.7513553307613,693.463562296048,136.49343877649045,27.235923001044153,91.81013695279039,19.49879723482012,13.265677891896749,3.31567693190128,14.658691444265196,22.26347317310672,24.738072657010466,2.8929003293051845,1086.190630604472
i4,25,yp_hol,1.3877024541544917e-08,1.539856271448873e-08,1.685920046066087e-08,1.9865890679198953e-08,1.9998696318249477e-08,2.456480706397381e-08,2.2776314841795534e-07,2.5428053412821128,0.08718297617970501,0.08450991722069193,4.7171904196071044e-08,7.750535296126556e-08,0.04024363098857589,105.02361571993102,46.872737411835345,5.910720259715641,13.886404607593608,0.03795827051514857,0.09998036803819028,0.7682550453749211,1.2111228772823504,4.06777107464542,4.447214205328136,0.4311193639350324,185.51164153287047
i5,25,yp_hol,1.3877025074250962e-08,1.5398443358474205e-08,1.685798524194559e-08,1.986481909325992e-08,1.9997530639755515e-08,2.4563688321884197e-08,0.6518499016794244,7.172804667492643,0.4464010080399213,0.018584345382919167,4.7231877944236793e-08,0.022388303838117064,3.296435479500173,1050.4960676282433,258.9570432426929,207.72940318728237,25.57384055277032,0.16139272911528238,6.273146301931906,5.153636830094936,3.9408617945059103,24.38065835103505,23.47785640892002,1.2105952939589522,1618.9629661842753
i6,25,yp_hol,1.3877034307287264e-08,1.539869894416869e-08,1.6860518374316548e-08,1.9866145535161743e-08,1.9996785066953228e-08,2.4567286512091655e-08,0.45855007870652725,8.006989293568095,2.7728981443737357,1.9928664528388749,0.01837502052789259,2.0325543618173034,0.9570252350777363,303.5894836635317,70.52791496597936,0.46715937322190393,0.042972484889563664,1.7259243884807753,9.498894088957114,0.11453284593569327,1.4485681427327217,11.887030325100957,11.814146837349403,1.5516016658768321,428.9074874795327
i7,25,yp_hol,1.3877019240601616e-08,1.5398432837360084e-08,1.685794089239618e-08,1.9865298504993197e-08,1.9996666390091935e-08,2.4563746458364917e-08,0.15543507262006462,2.537689078438356,0.043181272343600335,0.008887645539797102,4.727697149070724e-08,0.6078915941199934,2.4372676750710043,317.13087405561174,48.678317149176,0.5355134339960379,16.60455471150614,0.44346517373169553,0.18171438381070198,0.46636417440642414,3.9035882357212315,7.665802346175041,8.80300690114952,0.6240409544125511,410.82759401566597
i8,25,yp_hol,1.3877037351206585e-08,1.5398718426105506e-08,1.6860899247957327e-08,1.9866028337728672e-08,1.9998085831855343e-08,2.4567254672360803e-08,2.272267860083825e-07,8.435101506973215,0.5228021746012115,0.009780223529890499,4.7186949766512544e-08,0.017576453270670457,0.5229165220881646,351.84350296693907,133.75352186615294,16.666662356004288,43.93184296952561,2.1400008362383707,1.9243141574424467,2.7820237241911205,4.444748277873228,12.67793444226499,12.233115251601733,1.4043464364121585,593.3101905500909
i9,25,yp_hol,1.3877021716069311e-08,1.5398516295711678e-08,1.6858745300319406e-08,1.9863353694419432e-08,1.9995554015528863e-08,2.4563748377006242e-08,2.2667128208194342e-07,1.3695999569135744,0.392248322430163,0.2636937418434545,4.709984527669997e-08,0.12060126995381548,0.06724445918025544,207.87091655279278,63.63809251677767,2.7014196206562935,1.6890682607029137,2.210975893035021,0.05232952270978508,0.07295711569607213,2.7392732188630147,7.53828280363952,7.673117334731878,0.7517592042466147,299.1515801785009
