seed,i,t,var,value
5,0,0,x_ind,0.0
5,0,1,x_ind,0.0
5,0,2,x_ind,0.0
5,0,3,x_ind,0.0
5,0,4,x_ind,0.0
5,0,5,x_ind,0.0
5,0,6,x_ind,0.0
5,0,7,x_ind,44.6035279021365
5,0,8,x_ind,220.26440195334087
5,0,9,x_ind,200.59115852868428
5,0,10,x_ind,368.2047938279318
5,0,11,x_ind,284.37468100612995
5,0,12,x_ind,292.9613500671537
5,0,13,x_ind,0.0
5,0,14,x_ind,47.70935024778614
5,0,15,x_ind,100.48808461774013
5,0,16,x_ind,142.62797581056606
5,0,17,x_ind,162.8123736084542
5,0,18,x_ind,136.50563697860372
5,0,19,x_ind,52.913801603028034
5,0,20,x_ind,38.906887925770604
5,0,21,x_ind,0.5977526391898043
5,0,22,x_ind,0.0
5,0,23,x_ind,0.0
5,1,0,x_ind,0.0
5,1,1,x_ind,0.0
5,1,2,x_ind,0.0
5,1,3,x_ind,0.0
5,1,4,x_ind,0.0
5,1,5,x_ind,0.0
5,1,6,x_ind,0.0
5,1,7,x_ind,27.737649399969325
5,1,8,x_ind,85.7453714999503
5,1,9,x_ind,159.5052413851016
5,1,10,x_ind,161.36958527319717
5,1,11,x_ind,186.01042973460906
5,1,12,x_ind,147.65063907404053
5,1,13,x_ind,0.0
5,1,14,x_ind,182.49885443594908
5,1,15,x_ind,494.76504590313897
5,1,16,x_ind,160.04210243060902
5,1,17,x_ind,173.8297603383043
5,1,18,x_ind,249.350434504584
5,1,19,x_ind,113.4838886306229
5,1,20,x_ind,54.59505246284287
5,1,21,x_ind,22.14669313368857
5,1,22,x_ind,0.0
5,1,23,x_ind,0.0
5,2,0,x_ind,0.0
5,2,1,x_ind,0.0
5,2,2,x_ind,0.0
5,2,3,x_ind,0.0
5,2,4,x_ind,0.0
5,2,5,x_ind,0.0
5,2,6,x_ind,0.0
5,2,7,x_ind,0.0
5,2,8,x_ind,0.0
5,2,9,x_ind,171.07313572558323
5,2,10,x_ind,193.52511230226236
5,2,11,x_ind,165.32217592399724
5,2,12,x_ind,222.2506433576093
5,2,13,x_ind,0.0
5,2,14,x_ind,125.70226988753687
5,2,15,x_ind,442.14779118696345
5,2,16,x_ind,748.4310273095937
5,2,17,x_ind,400.61875706180786
5,2,18,x_ind,740.7652592372485
5,2,19,x_ind,378.8849068492169
5,2,20,x_ind,120.31360531719506
5,2,21,x_ind,125.76411851314403
5,2,22,x_ind,34.06624205751162
5,2,23,x_ind,0.0
5,3,0,x_ind,0.0
5,3,1,x_ind,0.0
5,3,2,x_ind,0.0
5,3,3,x_ind,0.0
5,3,4,x_ind,0.0
5,3,5,x_ind,0.0
5,3,6,x_ind,0.0
5,3,7,x_ind,0.0
5,3,8,x_ind,25.736766242077973
5,3,9,x_ind,37.56489674758953
5,3,10,x_ind,95.20183676080822
5,3,11,x_ind,272.8492677489573
5,3,12,x_ind,639.5395337823779
