seed,i,t,var,value
2,0,0,x_ind,0.0
2,0,1,x_ind,0.0
2,0,2,x_ind,0.0
2,0,3,x_ind,0.0
2,0,4,x_ind,0.0
2,0,5,x_ind,0.0
2,0,6,x_ind,0.0
2,0,7,x_ind,38.317520161058916
2,0,8,x_ind,177.96203191626182
2,0,9,x_ind,198.56636944803907
2,0,10,x_ind,327.5124204830581
2,0,11,x_ind,261.7936892898561
2,0,12,x_ind,212.35813125539698
2,0,13,x_ind,0.0
2,0,14,x_ind,25.521698453138196
2,0,15,x_ind,88.82598129609201
2,0,16,x_ind,136.01362362427383
2,0,17,x_ind,156.46214321496154
2,0,18,x_ind,133.25663497424813
2,0,19,x_ind,52.52710937110052
2,0,20,x_ind,27.489383458199224
2,0,21,x_ind,0.7203809767183366
2,0,22,x_ind,0.0
2,0,23,x_ind,0.0
2,1,0,x_ind,0.0
2,1,1,x_ind,0.0
2,1,2,x_ind,0.0
2,1,3,x_ind,0.0
2,1,4,x_ind,0.0
2,1,5,x_ind,0.0
2,1,6,x_ind,0.0
2,1,7,x_ind,11.690387159012582
2,1,8,x_ind,93.85464253265972
2,1,9,x_ind,147.06553259980032
2,1,10,x_ind,148.16767824284793
2,1,11,x_ind,177.99416578628848
2,1,12,x_ind,186.88592744406643
2,1,13,x_ind,0.0
2,1,14,x_ind,269.4391834943768
2,1,15,x_ind,444.2148908405535
2,1,16,x_ind,173.2566943947452
2,1,17,x_ind,150.73880821272675
2,1,18,x_ind,215.53574145908303
2,1,19,x_ind,119.14281720621719
2,1,20,x_ind,54.03316272699608
2,1,21,x_ind,17.226854318062543
2,1,22,x_ind,0.0
2,1,23,x_ind,0.0
2,2,0,x_ind,0.0
2,2,1,x_ind,0.0
2,2,2,x_ind,0.0
2,2,3,x_ind,0.0
2,2,4,x_ind,0.0
2,2,5,x_ind,0.0
2,2,6,x_ind,0.0
2,2,7,x_ind,0.0
2,2,8,x_ind,0.0
2,2,9,x_ind,226.51556682891706
2,2,10,x_ind,176.2756328868036
2,2,11,x_ind,167.4796274230449
2,2,12,x_ind,205.14977551471478
2,2,13,x_ind,0.0
2,2,14,x_ind,146.14315107018464
2,2,15,x_ind,533.378449607282
2,2,16,x_ind,728.7578380805468
2,2,17,x_ind,467.07818104851253
2,2,18,x_ind,823.2307861144728
2,2,19,x_ind,411.87059169233
2,2,20,x_ind,121.41627119931834
2,2,21,x_ind,121.67821868405397
2,2,22,x_ind,0.0
2,2,23,x_ind,6.510278604974964
2,3,0,x_ind,0.0
2,3,1,x_ind,0.0
2,3,2,x_ind,0.0
2,3,3,x_ind,0.0
2,3,4,x_ind,0.0
2,3,5,x_ind,0.0
2,3,6,x_ind,0.0
2,3,7,x_ind,0.0
2,3,8,x_ind,27.621260531801358
2,3,9,x_ind,32.414767162534304
2,3,10,x_ind,112.11987516680156
2,3,11,x_ind,285.0661252772489
2,3,12,x_ind,745.4361984934797
2,3,13,x_ind,0.0
2,3,14,x_ind,250.657453295423
2,3,15,x_ind,1156.7799100492125
2,3,16,x_ind,1361.6333236994394
2,3,17,x_ind,731.3303584878698
2,3,18,x_ind,631.1191266511898
2,3,19,x_ind,312.6947992709755
2,3,20,x_ind,232.75080263518728
2,3,21,x_ind,142.56979699235728
2,3,22,x_ind,0.0
2,3,23,x_ind,0.0
2,4,0,x_ind,0.0
2,4,1,x_ind,0.0
2,4,2,x_ind,0.0
2,4,3,x_ind,0.0
2,4,4,x_ind,0.0
2,4,5,x_ind,0.0
2,4,6,x_ind,0.0
2,4,7,x_ind,0.0
2,4,8,x_ind,44.11166508563925
2,4,9,x_ind,55.03220345244175
2,4,10,x_ind,47.121045104838956
2,4,11,x_ind,69.71327164031047
2,4,12,x_ind,50.12033037933164
2,4,13,x_ind,0.0
2,4,14,x_ind,112.7036795501425
2,4,15,x_ind,573.4955263346798
2,4,16,x_ind,605.5694537187006
2,4,17,x_ind,155.84866511460126
2,4,18,x_ind,53.42737593550394
2,4,19,x_ind,119.23361340429113
2,4,20,x_ind,34.18090139144738
2,4,21,x_ind,13.68414387761002
2,4,22,x_ind,0.0
2,4,23,x_ind,0.0
2,5,0,x_ind,0.0
2,5,1,x_ind,0.0
2,5,2,x_ind,0.0
2,5,3,x_ind,0.0
2,5,4,x_ind,0.0
2,5,5,x_ind,0.0
2,5,6,x_ind,0.0
2,5,7,x_ind,0.0
2,5,8,x_ind,190.39808795218613
2,5,9,x_ind,65.52582106888543
2,5,10,x_ind,125.30953154432895
2,5,11,x_ind,156.7220974663926
2,5,12,x_ind,392.20087666592195
2,5,13,x_ind,0.0
2,5,14,x_ind,473.08340633266704
2,5,15,x_ind,2102.273887609742
2,5,16,x_ind,1251.0658569020568
2,5,17,x_ind,395.95259853739185
2,5,18,x_ind,600.266817847945
2,5,19,x_ind,329.4792628161877
2,5,20,x_ind,165.32216602746965
2,5,21,x_ind,26.16376962113035
2,5,22,x_ind,0.0
