,seed,var,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,RowSum
i0,4,x_hol,1.1299670266075811e-09,1.306286751587084e-09,1.413499643086889e-09,1.510111436212533e-09,1.6343151038073332e-09,1.8552256746124043e-09,3.338542238850032e-09,4.713721324791468e-09,223.21309672234082,238.0442555717662,409.0143375756807,365.9281632700076,312.82059029057007,0.0,123.16827813194148,118.07164388239703,181.0878679956151,195.55536531404064,200.80795760071356,39.233140964138435,40.01075410543749,5.879822304988389,2.5316269058112034e-07,1.676470420094625e-06,2452.8352756761724
i1,4,x_hol,1.1299641530028434e-09,1.3062431722581035e-09,1.4129391617574927e-09,1.5100943924609932e-09,1.6344621678217819e-09,1.8540632495371396e-09,3.300579161690399e-09,4.635003646117602e-09,85.64215018478387,129.84106902205312,192.4570433758698,236.98101217257033,230.74134416150525,0.0,323.95699608639046,485.4707022003659,170.85456301882127,216.8183526455922,281.08262930248554,127.37484614835608,53.73943959316558,4.056381236771584,2.480262489376892e-07,1.6937883597456283e-06,2539.016531107329
i2,4,x_hol,1.1299626699559948e-09,1.3061998832968549e-09,1.4124934759742757e-09,1.509134990250929e-09,1.63289081990465e-09,1.8529260118896734e-09,3.184931423779367e-09,4.304443042499502e-09,1.6405666075108623e-07,251.29989048978038,194.98469699103177,200.4136824138487,263.91133641773416,0.0,228.44701803718027,515.5244346750845,888.6132259516049,583.1205279686694,776.3545389862568,469.41951036360916,123.95991924007878,135.9968276510068,2.599093254589013e-07,1.6885276111476843e-06,4632.045611314712
i3,4,x_hol,1.1299650167093915e-09,1.3062065540151712e-09,1.4125455100826783e-09,1.509293970109661e-09,1.6331576182411567e-09,1.8531056412994071e-09,3.260847834501248e-09,4.338975167059253e-09,3.7411623428622965e-07,30.971243823159522,98.44457174431595,352.0360325170423,816.1130967288191,0.0,428.60474139300834,1208.0082082883382,1349.3783693573928,829.8372922661853,771.3505279804568,348.85692319127844,323.83880181918806,8.986203676893059,2.5025369309887565e-07,1.6879657031798994e-06,6566.426015114857
i4,4,x_hol,1.1299667688299163e-09,1.3062576054101749e-09,1.4131650675344665e-09,1.5096695399133128e-09,1.6337670683331796e-09,1.8543950233031471e-09,3.19889735482717e-09,4.593948537401809e-09,38.95425237900664,66.08715534010416,44.73827823038789,82.94586582062288,56.683425194618586,0.0,182.27547289084734,545.7243022767674,545.7082481694872,186.1607993739962,73.65328321163251,141.42240603125754,33.07630215461971,0.0001790775049574461,2.46653936128917e-07,1.6850557148525775e-06,1997.429972099203
i5,4,x_hol,1.1299668358188685e-09,1.3062330021956236e-09,1.4128622379091286e-09,1.5097020366424634e-09,1.6338235757252159e-09,1.8538196523624394e-09,3.272669506263676e-09,4.362732808443086e-09,141.80163661943612,82.25429293713918,134.36977288458615,203.79052479051046,515.4728393601588,0.0,703.3642637987631,1611.4497508301824,1220.2063869057301,438.8362072921553,647.9480479603408,367.25235894065736,146.2455962392378,2.878000172229385,2.583876772703062e-07,1.7033823042772568e-06,6215.869680709379
i6,4,x_hol,1.1299662602093469e-09,1.3062724985347174e-09,1.4133369214127353e-09,1.5099407976216484e-09,1.6341261570914217e-09,1.8548467484871082e-09,3.311060751747423e-09,4.62985579403325e-09,149.88491865447511,263.97783132424956,236.767302508252,272.49961440358163,200.99983377924215,0.0,190.35142260195255,319.9066692875716,329.60879034181505,430.3009518479553,868.3837123043077,232.60714118850083,51.73697178765292,3.8929581554036905,2.5542699422865147e-07,1.6699165953169708e-06,3550.918120127093
i7,4,x_hol,1.1299632261551131e-09,1.306231426560221e-09,1.4128259229444503e-09,1.5098957634565368e-09,1.6340482951627572e-09,1.8537855976712427e-09,3.281225479670323e-09,4.37555915587338e-09,18.013957364713683,28.99896327749884,57.643600604178054,138.46273227886428,334.07338608852194,0.0,180.62135013691474,395.7831973619577,656.6363875163858,382.4351526433375,296.9693026316171,138.2434759072954,114.1367922025405,7.180026036756282,2.516015258632933e-07,1.6926929253096426e-06,2749.1983260113802
i8,4,x_hol,1.129964791424602e-09,1.3062505848353062e-09,1.4130511052516946e-09,1.5097749586528506e-09,1.6339462509863802e-09,1.8541480915142147e-09,3.199960831527024e-09,4.61631608220647e-09,43.835769090645506,72.03031221915077,90.64966602700683,117.66470144173252,181.9205918268072,0.0,336.6137896743791,827.082686715022,849.7283946424973,511.3849864293177,230.8055997926223,211.90910355685438,129.77989824069303,6.237964598585905,2.5163785096147894e-07,1.6737170223616685e-06,3609.6434661973335
i9,4,x_hol,1.129962054912796e-09,1.3062147611200196e-09,1.4126322800823243e-09,1.5093819888665256e-09,1.633205024307565e-09,1.8532568071728087e-09,3.192821676490108e-09,4.364128381681641e-09,71.79842887326699,74.66119746368196,76.7200755151457,125.14953160889438,139.8932672279634,0.0,222.25791195139155,562.9502535370165,403.8724938023447,321.9321429399213,178.30996384997184,35.47190879079312,62.153633506964354,0.00010352131111565344,2.524641618944426e-07,1.6858695965643768e-06,2275.1709145434024
