seed,i,t,var,value
25,0,0,x_ind,0.0
25,0,1,x_ind,0.0
25,0,2,x_ind,0.0
25,0,3,x_ind,0.0
25,0,4,x_ind,0.0
25,0,5,x_ind,0.0
25,0,6,x_ind,0.0
25,0,7,x_ind,46.26088083466468
25,0,8,x_ind,206.9929005798934
25,0,9,x_ind,203.20117145392516
25,0,10,x_ind,372.3742688175352
25,0,11,x_ind,287.9617792154305
25,0,12,x_ind,255.57219520405047
25,0,13,x_ind,0.0
25,0,14,x_ind,24.335100183714193
25,0,15,x_ind,93.08284465590512
25,0,16,x_ind,116.5397746292957
25,0,17,x_ind,160.37524482366032
25,0,18,x_ind,134.35191559311266
25,0,19,x_ind,52.93402736410243
25,0,20,x_ind,48.55869983577216
25,0,21,x_ind,0.8271446694635816
25,0,22,x_ind,0.0
25,0,23,x_ind,0.0
25,1,0,x_ind,0.0
25,1,1,x_ind,0.0
25,1,2,x_ind,0.0
25,1,3,x_ind,0.0
25,1,4,x_ind,0.0
25,1,5,x_ind,0.0
25,1,6,x_ind,0.0
25,1,7,x_ind,18.835709893547417
25,1,8,x_ind,81.08835326220168
25,1,9,x_ind,162.50686950175015
25,1,10,x_ind,163.27881693195494
25,1,11,x_ind,175.8516305001787
25,1,12,x_ind,182.54414118746135
25,1,13,x_ind,0.0
25,1,14,x_ind,182.792989367954
25,1,15,x_ind,467.59303889078546
25,1,16,x_ind,144.43157865472148
25,1,17,x_ind,173.89583645830302
25,1,18,x_ind,215.07999275790965
25,1,19,x_ind,113.90147533777734
25,1,20,x_ind,54.076346383874366
25,1,21,x_ind,11.844553318301129
25,1,22,x_ind,0.0
25,1,23,x_ind,0.0
25,2,0,x_ind,0.0
25,2,1,x_ind,0.0
25,2,2,x_ind,0.0
25,2,3,x_ind,0.0
25,2,4,x_ind,0.0
25,2,5,x_ind,0.0
25,2,6,x_ind,0.0
25,2,7,x_ind,0.0
25,2,8,x_ind,0.0
25,2,9,x_ind,200.22107060528032
25,2,10,x_ind,212.1856809335268
25,2,11,x_ind,150.85004412998603
25,2,12,x_ind,267.27650836821186
25,2,13,x_ind,0.0
25,2,14,x_ind,126.14080511124493
25,2,15,x_ind,464.7942926454875
25,2,16,x_ind,690.7228812373469
25,2,17,x_ind,566.5123617894213
25,2,18,x_ind,742.0249678702257
25,2,19,x_ind,387.1584107243828
25,2,20,x_ind,129.2442621169349
25,2,21,x_ind,123.60880943907794
25,2,22,x_ind,25.03647460522273
25,2,23,x_ind,0.0
25,3,0,x_ind,0.0
25,3,1,x_ind,0.0
25,3,2,x_ind,0.0
25,3,3,x_ind,0.0
25,3,4,x_ind,0.0
25,3,5,x_ind,0.0
25,3,6,x_ind,0.0
25,3,7,x_ind,0.0
25,3,8,x_ind,28.74710801301107
25,3,9,x_ind,27.950161335479486
25,3,10,x_ind,109.36786859637688
25,3,11,x_ind,280.76121415778414
25,3,12,x_ind,727.3730692742386
25,3,13,x_ind,0.0
25,3,14,x_ind,262.35489208658703
25,3,15,x_ind,1180.4639385615071
25,3,16,x_ind,1321.4613598224184
25,3,17,x_ind,819.6916289947455
25,3,18,x_ind,778.862651450377
25,3,19,x_ind,309.2769920484363
25,3,20,x_ind,264.773751241176
