,seed,var,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,RowSum
i0,3,dp_hol,3.567034899442743e-07,4.0890147345049115e-07,4.4751212773068006e-07,4.785295940070326e-07,5.041229000059822e-07,5.176988026361922e-07,4.303705248450956,59.9167122460913,43.52349793287259,43.51552934166355,69.51292293154,48.01366662282521,44.488719499090486,0.0017217358960295922,21.624219484485955,9.414758357446015,13.653745182860163,20.290259086915032,21.566014884817783,4.744578693783214,3.2435384412254233,0.7361931731851606,6.585704553504355e-07,6.977432934656914e-07,408.549786932931
i1,3,dp_hol,3.5668858003409767e-07,4.08747857057967e-07,4.4758359874811836e-07,4.7015252185016485e-07,4.916610749009142e-07,5.173392360307919e-07,0.719463591565647,27.633545624437115,19.220411543251434,32.20050758745548,31.432863655202315,36.34849843357316,28.680979064630364,0.001730867451044335,61.67448879404395,55.55853500777015,14.95547190384559,27.44240237258144,37.14191497025806,21.984898757156238,3.368442215640585,1.2972198037936018,6.587333186237187e-07,6.978999639632243e-07,399.66137824146233
i2,3,dp_hol,3.5661934257850245e-07,4.079892318081364e-07,4.374851153826191e-07,4.592028755381501e-07,4.806634600509126e-07,5.032001329292337e-07,3.629583167992227e-07,3.1822077707578675e-07,1.8485342535597227,48.0520322763688,26.431835445703836,26.313928311818405,35.17384082322601,0.0017312190904700195,39.53037267930612,54.5988498994523,149.7277951423935,117.56726575632273,169.7311511252078,50.78097644586753,5.617375481074053,4.863129441790519,6.797432873115361e-07,7.006238762122507e-07,730.2388230078882
i3,3,dp_hol,3.56659732119108e-07,4.08161660678624e-07,4.3886106283809144e-07,4.66261715762713e-07,4.899731457595881e-07,5.057013863323459e-07,0.23021565116373718,1.221046736222445,9.987472182665687,12.438511189232559,20.900745982026237,54.53029449889468,165.84581267660863,0.001732260158130874,53.15953094303898,181.9142032373819,221.9678008560352,140.73435424393753,110.9606548349354,41.100796832134556,23.586391964616237,2.79343956564424,6.656940944050739e-07,7.137910224244184e-07,1041.3730076998
i4,3,dp_hol,3.567094011928875e-07,4.083893462913951e-07,4.4182789206078256e-07,4.646954053750847e-07,4.859866910343802e-07,5.090070228826834e-07,3.8081732987265727e-07,8.082604295367283,7.505494854820563,7.7772437095241544,5.090372713930723,11.896475961692142,8.532268650591583,0.0017007504284082334,38.855364637361724,78.69612340229172,132.86756079782168,24.89292198661117,9.62484778608209,23.139920804674183,3.5280927815786516,1.0386466972438162,6.616650741830784e-07,7.067807722980657e-07,361.5296442458988
i5,3,dp_hol,3.566541703597874e-07,4.080998544988351e-07,4.3842411338513103e-07,4.6395338020212446e-07,4.875485077777588e-07,5.052113932034582e-07,0.8683470577563221,0.2781976519990754,39.211144575169484,13.643953947307374,16.94141240317713,19.52256574547058,73.24418555985918,0.0017312169754557275,78.94080866938447,405.084196965766,239.15122612379463,53.797986182336174,78.81051796081017,38.00806169712698,8.22469729707442,2.4181169616664224,6.614157732246253e-07,6.977867401861375e-07,1068.1471540347677
i6,3,dp_hol,3.5668326524319573e-07,4.088877905055707e-07,4.5007666060516017e-07,4.737771467939047e-07,4.946552407592639e-07,5.211470493243954e-07,1.1118060379337904,20.390454790281296,37.81009846712193,47.32272859268713,38.17586628351692,32.99196490896703,25.264635373408474,0.0017253192808014358,32.472199019427734,28.746046000385668,30.461774086305418,65.74019922478824,149.15959601293537,31.621481352827708,6.701778137400551,1.7581194874380406,6.587506325809961e-07,6.976719244740918e-07,549.7304771563558
i7,3,dp_hol,3.5663594279210084e-07,4.0800833394131894e-07,4.370156719836658e-07,4.6290632911331234e-07,4.839826586417754e-07,5.035692754507977e-07,0.12381072003631739,0.35717752861592555,7.4683486078396975,7.2221973355033535,11.473950237714066,18.390976697376985,65.22666533052026,0.0017273774315192142,36.40457818739431,58.56111345861753,70.8841136324194,57.81892949872528,50.758308648259856,14.879422241043855,6.197840836393726,0.9950295430526106,6.561330844623229e-07,7.060803520472492e-07,406.7641938952763
i8,3,dp_hol,3.566515436019011e-07,4.0846271315258546e-07,4.4368476989152574e-07,4.655181540277838e-07,4.877234130728742e-07,5.116789760333129e-07,3.781499426965546e-07,30.57268644221717,12.165595814858726,9.28015738503638,13.828580145333492,13.135258224333871,19.874826407750547,0.0017287295945694187,51.67329870860263,153.8899784079025,107.64719601230625,65.75585226020777,18.595907447811022,25.85417158225478,9.034928112785893,1.7179666039209982,6.584949948034546e-07,6.989441939814052e-07,533.0281366942254
i9,3,dp_hol,3.5664277562565925e-07,4.0811338199884227e-07,4.383209499608517e-07,4.629935795082886e-07,4.83034170620887e-07,5.045147481364273e-07,3.7684595603240725e-07,0.19398013008752366,23.47404342688627,9.836307807425724,11.640600019508824,22.553513514466662,16.06906152641888,3.602515818101584e-07,52.62175890453535,37.03893785401636,60.351268567594424,49.01823840182852,26.185922620203026,7.765392034684484,3.6869590960714875,0.6223309203546891,6.636431669694997e-07,7.030585998420128e-07,321.0583195815011
