seed,i,t,var,value
6,0,0,x_ind,0.0
6,0,1,x_ind,0.0
6,0,2,x_ind,0.0
6,0,3,x_ind,0.0
6,0,4,x_ind,0.0
6,0,5,x_ind,0.0
6,0,6,x_ind,0.0
6,0,7,x_ind,35.21064401747246
6,0,8,x_ind,193.04868211415098
6,0,9,x_ind,202.55116877176184
6,0,10,x_ind,331.69709924995556
6,0,11,x_ind,255.9354065093692
6,0,12,x_ind,252.1312994086069
6,0,13,x_ind,0.0
6,0,14,x_ind,29.16959040659918
6,0,15,x_ind,104.64124416385383
6,0,16,x_ind,137.36211065292116
6,0,17,x_ind,162.88359743334325
6,0,18,x_ind,154.65232393088095
6,0,19,x_ind,52.34078783957818
6,0,20,x_ind,36.9437749338318
6,0,21,x_ind,0.6955156398373784
6,0,22,x_ind,0.0
6,0,23,x_ind,0.0
6,1,0,x_ind,0.0
6,1,1,x_ind,0.0
6,1,2,x_ind,0.0
6,1,3,x_ind,0.0
6,1,4,x_ind,0.0
6,1,5,x_ind,0.0
6,1,6,x_ind,0.0
6,1,7,x_ind,13.051058352515833
6,1,8,x_ind,105.37105610184591
6,1,9,x_ind,140.5830951052929
6,1,10,x_ind,169.09976648054732
6,1,11,x_ind,188.59948409728298
6,1,12,x_ind,176.38628520414835
6,1,13,x_ind,0.0
6,1,14,x_ind,187.39507342425503
6,1,15,x_ind,386.4019730239201
6,1,16,x_ind,160.76916706602034
6,1,17,x_ind,177.50054247864313
6,1,18,x_ind,201.50372550301935
6,1,19,x_ind,96.9029112442184
6,1,20,x_ind,54.192171574034056
6,1,21,x_ind,24.315440284208872
6,1,22,x_ind,0.0
6,1,23,x_ind,0.0
6,2,0,x_ind,0.0
6,2,1,x_ind,0.0
6,2,2,x_ind,0.0
6,2,3,x_ind,0.0
6,2,4,x_ind,0.0
6,2,5,x_ind,0.0
6,2,6,x_ind,0.0
6,2,7,x_ind,0.0
6,2,8,x_ind,0.0
6,2,9,x_ind,214.56735365189064
6,2,10,x_ind,221.74421213132698
6,2,11,x_ind,157.66407854318476
6,2,12,x_ind,235.23610352825267
6,2,13,x_ind,0.0
6,2,14,x_ind,109.4199672008021
6,2,15,x_ind,508.5690925090948
6,2,16,x_ind,671.8376548011898
6,2,17,x_ind,529.7396184558393
6,2,18,x_ind,787.0986553079915
6,2,19,x_ind,392.25510963399444
6,2,20,x_ind,121.36922323607429
6,2,21,x_ind,129.35556369190635
6,2,22,x_ind,26.953060015816558
6,2,23,x_ind,1.5551227184460013
6,3,0,x_ind,0.0
6,3,1,x_ind,0.0
6,3,2,x_ind,0.0
6,3,3,x_ind,0.0
6,3,4,x_ind,0.0
6,3,5,x_ind,0.0
6,3,6,x_ind,0.0
6,3,7,x_ind,0.0
6,3,8,x_ind,24.722809593673382
