seed,i,t,var,value
9,0,0,x_ind,0.0
9,0,1,x_ind,0.0
9,0,2,x_ind,0.0
9,0,3,x_ind,0.0
9,0,4,x_ind,0.0
9,0,5,x_ind,0.0
9,0,6,x_ind,0.0
9,0,7,x_ind,52.80284488727324
9,0,8,x_ind,219.66621109474627
9,0,9,x_ind,216.60057122892744
9,0,10,x_ind,320.45503065321645
9,0,11,x_ind,291.6760913415633
9,0,12,x_ind,263.5689526300159
9,0,13,x_ind,0.0
9,0,14,x_ind,54.81038475233597
9,0,15,x_ind,96.89758851764391
9,0,16,x_ind,117.85843880235768
9,0,17,x_ind,136.10377462539995
9,0,18,x_ind,130.44280474832362
9,0,19,x_ind,52.39059256048977
9,0,20,x_ind,48.54578340568232
9,0,21,x_ind,0.658732544410499
9,0,22,x_ind,0.0
9,0,23,x_ind,0.0
9,1,0,x_ind,0.0
9,1,1,x_ind,0.0
9,1,2,x_ind,0.0
9,1,3,x_ind,0.0
9,1,4,x_ind,0.0
9,1,5,x_ind,0.0
9,1,6,x_ind,0.0
9,1,7,x_ind,14.658807459903024
9,1,8,x_ind,102.55872532631474
9,1,9,x_ind,152.04262826543507
9,1,10,x_ind,142.70387530898896
9,1,11,x_ind,165.14001036118833
9,1,12,x_ind,149.29454265384274
9,1,13,x_ind,0.0
9,1,14,x_ind,216.97225663149086
9,1,15,x_ind,481.2436549822382
9,1,16,x_ind,162.17898883264084
9,1,17,x_ind,193.83561862748158
9,1,18,x_ind,235.02226866975437
9,1,19,x_ind,103.5921228749823
9,1,20,x_ind,56.367617368631834
9,1,21,x_ind,23.750365149951197
9,1,22,x_ind,0.0
9,1,23,x_ind,0.0
9,2,0,x_ind,0.0
9,2,1,x_ind,0.0
9,2,2,x_ind,0.0
9,2,3,x_ind,0.0
9,2,4,x_ind,0.0
9,2,5,x_ind,0.0
9,2,6,x_ind,0.0
9,2,7,x_ind,0.0
9,2,8,x_ind,0.0
9,2,9,x_ind,244.66062362614966
9,2,10,x_ind,196.344857336475
9,2,11,x_ind,164.1593162272834
9,2,12,x_ind,206.8984306722029
9,2,13,x_ind,0.0
9,2,14,x_ind,163.94855813090984
9,2,15,x_ind,488.8245505800011
9,2,16,x_ind,718.3607190197802
9,2,17,x_ind,450.2977923377222
9,2,18,x_ind,736.3507254849924
9,2,19,x_ind,368.7685948497343
9,2,20,x_ind,117.50598320393476
9,2,21,x_ind,129.33861494052394
