seed,i,t,var,value
1,0,0,x_ind,0.0
1,0,1,x_ind,0.0
1,0,2,x_ind,0.0
1,0,3,x_ind,0.0
1,0,4,x_ind,0.0
1,0,5,x_ind,0.0
1,0,6,x_ind,0.0
1,0,7,x_ind,50.822112743558094
1,0,8,x_ind,216.14686622027918
1,0,9,x_ind,195.5714971090555
1,0,10,x_ind,341.87585553386526
1,0,11,x_ind,286.7775212045306
1,0,12,x_ind,245.64506449987087
1,0,13,x_ind,0.0
1,0,14,x_ind,41.66637358312495
1,0,15,x_ind,94.63082559521457
1,0,16,x_ind,138.89559617394013
1,0,17,x_ind,164.2241275605438
1,0,18,x_ind,153.6875998983834
1,0,19,x_ind,54.09205412088863
1,0,20,x_ind,48.98205995652111
1,0,21,x_ind,5.945548388583007
1,0,22,x_ind,0.0
1,0,23,x_ind,0.0
1,1,0,x_ind,0.0
1,1,1,x_ind,0.0
1,1,2,x_ind,0.0
1,1,3,x_ind,0.0
1,1,4,x_ind,0.0
1,1,5,x_ind,0.0
1,1,6,x_ind,0.0
1,1,7,x_ind,3.8461195229080594
1,1,8,x_ind,90.0108210526006
1,1,9,x_ind,157.20454060551472
1,1,10,x_ind,158.32934067670124
1,1,11,x_ind,166.53044128393637
1,1,12,x_ind,157.3174190494034
1,1,13,x_ind,0.0
1,1,14,x_ind,287.5571306437651
1,1,15,x_ind,464.31703887339995
1,1,16,x_ind,163.6873468050461
1,1,17,x_ind,160.61606144298352
1,1,18,x_ind,231.4111403092251
1,1,19,x_ind,99.83671618436652
1,1,20,x_ind,53.385524540436215
1,1,21,x_ind,18.092446739869025
1,1,22,x_ind,0.0
1,1,23,x_ind,0.0
1,2,0,x_ind,0.0
1,2,1,x_ind,0.0
1,2,2,x_ind,0.0
1,2,3,x_ind,0.0
1,2,4,x_ind,0.0
1,2,5,x_ind,0.0
1,2,6,x_ind,0.0
1,2,7,x_ind,0.0
1,2,8,x_ind,0.0
1,2,9,x_ind,230.2286299922625
1,2,10,x_ind,208.3714030052713
1,2,11,x_ind,163.67673815214883
1,2,12,x_ind,231.66644211166522
1,2,13,x_ind,0.0
1,2,14,x_ind,158.20950252562616
1,2,15,x_ind,502.6717713472943
1,2,16,x_ind,601.430436240789
1,2,17,x_ind,470.1118712529724
1,2,18,x_ind,763.7195596709182
1,2,19,x_ind,381.3731025115672
1,2,20,x_ind,114.9612040858304
1,2,21,x_ind,127.66740309702533
1,2,22,x_ind,27.393592541008516
1,2,23,x_ind,0.0
1,3,0,x_ind,0.0
1,3,1,x_ind,0.0
1,3,2,x_ind,0.0
1,3,3,x_ind,0.0
1,3,4,x_ind,0.0
1,3,5,x_ind,0.0
1,3,6,x_ind,0.0
1,3,7,x_ind,0.0
1,3,8,x_ind,10.528932782714609
1,3,9,x_ind,25.239597681488583
1,3,10,x_ind,96.33161258177651
1,3,11,x_ind,270.88616373227495
1,3,12,x_ind,685.4910924125971
1,3,13,x_ind,0.0
1,3,14,x_ind,208.00018303307527
1,3,15,x_ind,1161.2552115837689
1,3,16,x_ind,1156.165838926183
1,3,17,x_ind,828.3505110030137
1,3,18,x_ind,605.8221445692241
1,3,19,x_ind,306.54693514397746
1,3,20,x_ind,234.6054997739394
1,3,21,x_ind,142.38472917105057
1,3,22,x_ind,0.0
1,3,23,x_ind,0.0
1,4,0,x_ind,0.0
1,4,1,x_ind,0.0
1,4,2,x_ind,0.0
1,4,3,x_ind,0.0
1,4,4,x_ind,0.0
1,4,5,x_ind,0.0
1,4,6,x_ind,0.0
1,4,7,x_ind,4.48173050825724
1,4,8,x_ind,38.73285235732335
1,4,9,x_ind,59.95277850586389
1,4,10,x_ind,43.08342782929264
1,4,11,x_ind,61.78768930301759
1,4,12,x_ind,55.21429223058702
1,4,13,x_ind,0.0
1,4,14,x_ind,70.36596720496681
1,4,15,x_ind,394.7184599339173
1,4,16,x_ind,582.9136050082302
1,4,17,x_ind,156.90243465657494
1,4,18,x_ind,49.165322624310406
1,4,19,x_ind,125.07357719899692
1,4,20,x_ind,29.993952560616314
1,4,21,x_ind,19.554019437795954
1,4,22,x_ind,0.0
1,4,23,x_ind,0.0
1,5,0,x_ind,0.0
1,5,1,x_ind,0.0
1,5,2,x_ind,0.0
1,5,3,x_ind,0.0
1,5,4,x_ind,0.0
1,5,5,x_ind,0.0
1,5,6,x_ind,0.0
1,5,7,x_ind,0.0
1,5,8,x_ind,200.24426154542743
1,5,9,x_ind,77.95132590296869
1,5,10,x_ind,123.68470896196591
1,5,11,x_ind,174.71796522107584
1,5,12,x_ind,388.8643516224896
1,5,13,x_ind,0.0
1,5,14,x_ind,418.6485571240151
1,5,15,x_ind,2110.704851643794
1,5,16,x_ind,1207.5583721646117
1,5,17,x_ind,354.9615460922295
1,5,18,x_ind,586.3569592445418
1,5,19,x_ind,332.443535029835
1,5,20,x_ind,162.90183581168873
1,5,21,x_ind,83.92927187677375
1,5,22,x_ind,0.0
1,5,23,x_ind,0.0
1,6,0,x_ind,0.0
1,6,1,x_ind,0.0
1,6,2,x_ind,0.0
1,6,3,x_ind,0.0
1,6,4,x_ind,0.0
1,6,5,x_ind,0.0
1,6,6,x_ind,0.0
1,6,7,x_ind,0.8170773382014489
1,6,8,x_ind,179.29494458815938
1,6,9,x_ind,255.0985712937381
1,6,10,x_ind,237.4795716939237
1,6,11,x_ind,206.759372585856
1,6,12,x_ind,154.77856073693454
1,6,13,x_ind,0.0
1,6,14,x_ind,122.18638276608202
1,6,15,x_ind,345.3567958026317
1,6,16,x_ind,295.8552946855093
1,6,17,x_ind,334.45957104053764
1,6,18,x_ind,584.2343309438644
1,6,19,x_ind,169.3298844480128
1,6,20,x_ind,76.14449376794522
1,6,21,x_ind,22.82551411299658
1,6,22,x_ind,0.0
1,6,23,x_ind,0.0
1,7,0,x_ind,0.0
1,7,1,x_ind,0.0
1,7,2,x_ind,0.0
1,7,3,x_ind,0.0
1,7,4,x_ind,0.0
1,7,5,x_ind,0.0
1,7,6,x_ind,0.0
1,7,7,x_ind,0.0
1,7,8,x_ind,28.14719081850755
1,7,9,x_ind,22.350374677236818
1,7,10,x_ind,57.954565445955716
1,7,11,x_ind,112.49666493486951
1,7,12,x_ind,290.54501146277687
1,7,13,x_ind,0.0
1,7,14,x_ind,120.22138780246686
1,7,15,x_ind,343.1845269559144
1,7,16,x_ind,618.038533256108
1,7,17,x_ind,313.07502130335865
1,7,18,x_ind,286.6800486159509
1,7,19,x_ind,94.88784966913342
1,7,20,x_ind,87.00101008178697
1,7,21,x_ind,48.08157092764978
1,7,22,x_ind,0.0
1,7,23,x_ind,0.0
1,8,0,x_ind,0.0
1,8,1,x_ind,0.0
1,8,2,x_ind,0.0
1,8,3,x_ind,0.0
1,8,4,x_ind,0.0
1,8,5,x_ind,0.0
1,8,6,x_ind,0.0
1,8,7,x_ind,23.277084827667462
1,8,8,x_ind,52.4716449235097
1,8,9,x_ind,68.92580990083019
1,8,10,x_ind,91.29629355135991
1,8,11,x_ind,81.09126203483419
1,8,12,x_ind,190.27444163723428
1,8,13,x_ind,0.0
1,8,14,x_ind,197.2105032983351
1,8,15,x_ind,794.0348446977991
1,8,16,x_ind,800.4032364798913
1,8,17,x_ind,370.27211907798414
1,8,18,x_ind,202.0515450549716
1,8,19,x_ind,178.579735896251
1,8,20,x_ind,118.99602219793104
1,8,21,x_ind,53.305874373254504
1,8,22,x_ind,0.0
1,8,23,x_ind,0.0
1,9,0,x_ind,0.0
1,9,1,x_ind,0.0
1,9,2,x_ind,0.0
1,9,3,x_ind,0.0
1,9,4,x_ind,0.0
1,9,5,x_ind,0.0
1,9,6,x_ind,0.0
1,9,7,x_ind,0.0
1,9,8,x_ind,70.33839997531433
1,9,9,x_ind,71.46135270796978
1,9,10,x_ind,74.472312051723
1,9,11,x_ind,104.57113812092157
1,9,12,x_ind,94.83495344303387
1,9,13,x_ind,0.0
1,9,14,x_ind,135.68302410573554
1,9,15,x_ind,453.8793032068162
1,9,16,x_ind,335.35684945338033
1,9,17,x_ind,266.9287756222853
1,9,18,x_ind,147.54372759900573
1,9,19,x_ind,51.667014356254064
1,9,20,x_ind,58.9990669844688
1,9,21,x_ind,3.701434220905985
1,9,22,x_ind,0.0
1,9,23,x_ind,0.0
1,0,SUM,x_ind,2038.963102588359
1,1,SUM,x_ind,2212.142087730156
1,2,SUM,x_ind,3981.48165653438
1,3,SUM,x_ind,5731.608452395084
1,4,SUM,x_ind,1691.9401093597507
1,5,SUM,x_ind,6222.967542241417
1,6,SUM,x_ind,2984.620365804393
1,7,SUM,x_ind,2422.6637559517153
1,8,SUM,x_ind,3222.1904179518538
1,9,SUM,x_ind,1869.4373518478142
1,0,0,yp_ind,0.0
1,0,1,yp_ind,0.0
1,0,2,yp_ind,0.0
1,0,3,yp_ind,0.0
1,0,4,yp_ind,0.0
1,0,5,yp_ind,0.0
1,0,6,yp_ind,4.414262160593791
1,0,7,yp_ind,43.735713472622336
1,0,8,yp_ind,59.8414734918452
1,0,9,yp_ind,44.97382179755271
1,0,10,yp_ind,97.64313251794178
1,0,11,yp_ind,86.57549421786747
1,0,12,yp_ind,104.9931477395633
1,0,13,yp_ind,313.43744752443695
1,0,14,yp_ind,97.00927820105814
1,0,15,yp_ind,2.8739733436623296
1,0,16,yp_ind,8.369071430747011
1,0,17,yp_ind,27.912446768142463
1,0,18,yp_ind,33.00982305980094
1,0,19,yp_ind,1.248380100635594
1,0,20,yp_ind,1.2139996539035471
1,0,21,yp_ind,4.645405565206667
1,0,22,yp_ind,6.322059543592119
1,0,23,yp_ind,1.3599828306057349
1,1,0,yp_ind,0.0
1,1,1,yp_ind,0.0
1,1,2,yp_ind,0.0
1,1,3,yp_ind,0.0
1,1,4,yp_ind,0.0
1,1,5,yp_ind,0.0
1,1,6,yp_ind,0.8740245286369371
1,1,7,yp_ind,30.922417769203424
1,1,8,yp_ind,14.632650980829371
1,1,9,yp_ind,25.81489265557805
1,1,10,yp_ind,19.947556338904068
1,1,11,yp_ind,50.071670355216924
1,1,12,yp_ind,49.91560638911328
1,1,13,yp_ind,520.6710849567203
1,1,14,yp_ind,315.3107138251428
1,1,15,yp_ind,70.7543304682128
1,1,16,yp_ind,11.483639416113057
1,1,17,yp_ind,24.87595698399861
1,1,18,yp_ind,45.51986303265835
1,1,19,yp_ind,13.572977911235899
1,1,20,yp_ind,2.8585942156435467
1,1,21,yp_ind,7.9488576609071355
1,1,22,yp_ind,13.280995144009038
1,1,23,yp_ind,3.682883163805917
1,2,0,yp_ind,0.0
1,2,1,yp_ind,0.0
1,2,2,yp_ind,0.0
1,2,3,yp_ind,0.0
1,2,4,yp_ind,0.0
1,2,5,yp_ind,0.0
1,2,6,yp_ind,0.0
1,2,7,yp_ind,0.0
1,2,8,yp_ind,1.7488581727959263
1,2,9,yp_ind,26.144546760446943
1,2,10,yp_ind,22.170604846888835
1,2,11,yp_ind,15.737196541803211
1,2,12,yp_ind,41.5615682240314
1,2,13,yp_ind,436.7543442522898
1,2,14,yp_ind,165.79790688346588
1,2,15,yp_ind,57.35641349509387
1,2,16,yp_ind,153.13420919295515
1,2,17,yp_ind,119.64387270981032
1,2,18,yp_ind,224.71092446507
1,2,19,yp_ind,85.61716569005111
1,2,20,yp_ind,11.897092804136351
1,2,21,yp_ind,19.38327328269716
1,2,22,yp_ind,22.124639789627057
1,2,23,yp_ind,11.07530156091137
1,3,0,yp_ind,0.0
1,3,1,yp_ind,0.0
1,3,2,yp_ind,0.0
1,3,3,yp_ind,0.0
1,3,4,yp_ind,0.0
1,3,5,yp_ind,0.0
1,3,6,yp_ind,0.2828839773011876
1,3,7,yp_ind,8.40141006871283
1,3,8,yp_ind,5.3440009013745815
1,3,9,yp_ind,0.6749694932070552
1,3,10,yp_ind,0.0
1,3,11,yp_ind,18.556134728602416
1,3,12,yp_ind,232.13276450124206
1,3,13,yp_ind,711.0142131431613
1,3,14,yp_ind,246.47988743154855
1,3,15,yp_ind,163.752237495608
1,3,16,yp_ind,265.45907563726473
1,3,17,yp_ind,217.36039084127324
1,3,18,yp_ind,183.75907202885017
1,3,19,yp_ind,38.9484476450583
1,3,20,yp_ind,38.82484164133664
1,3,21,yp_ind,1.0692200093156996
1,3,22,yp_ind,48.73000067963747
1,3,23,yp_ind,14.68588101031204
1,4,0,yp_ind,0.0
1,4,1,yp_ind,0.0
1,4,2,yp_ind,0.0
1,4,3,yp_ind,0.0
1,4,4,yp_ind,0.0
1,4,5,yp_ind,0.0
1,4,6,yp_ind,0.0
1,4,7,yp_ind,6.149173270744537
1,4,8,yp_ind,6.985239336915347
1,4,9,yp_ind,7.021642503798275
1,4,10,yp_ind,3.5979248848446206
1,4,11,yp_ind,12.448518304378872
1,4,12,yp_ind,5.347273118852729
1,4,13,yp_ind,107.81334920859614
1,4,14,yp_ind,144.27187098071445
1,4,15,yp_ind,110.69224983716343
1,4,16,yp_ind,141.59682587881824
1,4,17,yp_ind,48.41126853633607
1,4,18,yp_ind,5.711077633902711
1,4,19,yp_ind,35.03846625815175
1,4,20,yp_ind,2.7765582355671152
1,4,21,yp_ind,1.0524180932671656
1,4,22,yp_ind,8.107638131029358
1,4,23,yp_ind,1.635045111019451
1,5,0,yp_ind,0.0
1,5,1,yp_ind,0.0
1,5,2,yp_ind,0.0
1,5,3,yp_ind,0.0
1,5,4,yp_ind,0.0
1,5,5,yp_ind,0.0
1,5,6,yp_ind,0.5044275208192943
1,5,7,yp_ind,7.673826460255397
1,5,8,yp_ind,21.896188852771942
1,5,9,yp_ind,0.5301939554201983
1,5,10,yp_ind,0.3273725240916723
1,5,11,yp_ind,3.185901007574782
1,5,12,yp_ind,77.58532403895575
1,5,13,yp_ind,1030.2042028824083
1,5,14,yp_ind,522.3397228308692
1,5,15,yp_ind,310.4363781898131
1,5,16,yp_ind,223.16333828697927
1,5,17,yp_ind,35.44326229909035
1,5,18,yp_ind,116.60343466643859
1,5,19,yp_ind,27.714115961802296
1,5,20,yp_ind,10.562484313241354
1,5,21,yp_ind,11.970201521599224
1,5,22,yp_ind,29.212824707498267
1,5,23,yp_ind,7.205807616850561
1,6,0,yp_ind,0.0
