,seed,var,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,RowSum
i0,7,x_re,1.0912707502678158e-09,1.260695964116992e-09,1.3626385777436772e-09,1.4555222211791678e-09,1.5751118361019563e-09,1.787780627382057e-09,3.2002619197621564e-09,4.301408881154577e-09,214.784793259377,234.74861879786891,387.05149864185313,310.88165243321737,350.33754776768984,0.0,141.1325273494659,119.14499113933778,193.5922980548789,179.27037325664068,204.3041497092469,38.8068829764611,38.129377426003515,0.8358838985841218,5.004369662493532e-07,1.748921710768247e-06,2413.0205969760186
i1,7,x_re,1.091270173604136e-09,1.2606901773642433e-09,1.3626141194632382e-09,1.454998021993408e-09,1.5742748610714625e-09,1.7875995703656662e-09,3.1604460908916043e-09,4.233108158854749e-09,107.8869446604398,138.81149264575353,166.95812813694445,224.0240430049252,255.9202728172031,0.0,359.3041368754271,517.200079153071,183.19383720492775,198.55066953408058,297.46191171141373,143.5966364664929,54.16505385642261,3.973263761435472,4.932554518003073e-07,1.7383715152896953e-06,2651.0464720760892
i2,7,x_re,1.0912661659072038e-09,1.2606306548273512e-09,1.3618716373854883e-09,1.454609735350812e-09,1.5739010287655299e-09,1.785986498948721e-09,3.0583387904698996e-09,3.9614469394954176e-09,2.2221445764196778e-07,225.60930996702024,179.47311798984202,197.42066254250923,337.34726599853104,0.0,280.82459203697925,592.4164724847792,803.0786503798328,478.2884127968666,821.7838849937738,428.50335994885546,123.10780394802103,147.43945769250837,5.126314589340555e-07,1.7872984969448545e-06,4615.292993317212
i3,7,x_re,1.0912666219188424e-09,1.2606357444178512e-09,1.3619083509271183e-09,1.454785269060461e-09,1.574087522563465e-09,1.786124680847274e-09,3.1388739480655545e-09,3.997998458877037e-09,7.906439201470365e-06,27.64390079342357,122.6494826858677,316.99318418497046,736.9529522145494,0.0,363.00510073959,1177.8899002449189,1034.4513163796773,829.2730959806177,714.1036787258982,352.19372426282064,327.0074506629943,8.950017866149917,5.135616131234587e-07,1.7434177150807043e-06,6011.113814920563
i4,7,x_re,1.0912678019172649e-09,1.2606548075314355e-09,1.3621730425258394e-09,1.4549231251120205e-09,1.5743261477820476e-09,1.7866776359637932e-09,3.065606104413433e-09,4.200190974769444e-09,42.364126099275154,70.73913945027276,41.87593404120973,65.42270336536752,58.573156809335764,0.0,152.6571530658266,597.3321775124894,653.4715703524006,196.20894402819806,65.81686738797369,155.69912639257424,37.0093142104704,0.0001465111515056608,5.106314354057829e-07,1.7263984515932444e-06,2137.170361479371
i5,7,x_re,1.0912687912195788e-09,1.2606696481441194e-09,1.3623628059982044e-09,1.4549274002924345e-09,1.5741754348413952e-09,1.7870929697790436e-09,3.1439893522509196e-09,4.008954039187736e-09,181.96718731063362,79.44381373094616,129.24541221315047,175.87606626888655,530.9376336792202,0.0,672.8129522064542,1589.1991766019476,1240.040858258179,446.60059083579523,563.2114516063806,355.60102566134583,174.22219584774726,2.740197921204558,4.900155679588689e-07,1.7387027863605278e-06,6141.898564386293
i6,7,x_re,1.0912690215781108e-09,1.2606718858719555e-09,1.3623666892467864e-09,1.4550242588776242e-09,1.5743855033198306e-09,1.7871046774221703e-09,3.1577513089041317e-09,4.161722956839644e-09,168.42926519483447,274.09308225521704,219.03186481737714,222.88467547764748,184.90892871427445,0.0,212.6848932728404,404.31655687078427,385.4626014506539,457.11878640749023,736.9210358766211,226.66097881998485,81.87660205491017,3.645781781944847,5.227139791467804e-07,1.7490695313257096e-06,3578.0350552822138
i7,7,x_re,1.091267311753726e-09,1.2606476735871437e-09,1.3620892321112268e-09,1.4548053801005227e-09,1.5741335450585162e-09,1.7865298570265233e-09,3.138289056315173e-09,3.997057424347338e-09,19.08980272081545,19.178905863437464,56.27274760556108,139.64604123359229,334.3037186926496,0.0,190.0489121146288,346.1253984727602,693.5406606962493,395.8749827517799,337.23397014998534,132.70249774800826,112.79757709646631,7.265367583579684,5.227975948285443e-07,1.7429668903196974e-06,2784.0805850109427
i8,7,x_re,1.0912703973492962e-09,1.2606958606749965e-09,1.3627307947550845e-09,1.4548296698549123e-09,1.57408852390557e-09,1.7878050695220307e-09,3.0684931327065223e-09,4.206067720874815e-09,51.117161026848166,63.93752730941154,81.02276393150684,113.31583215893977,233.71790625727618,0.0,363.63758767416675,962.9571550301797,891.6716648603647,427.6815604001651,249.0016523436323,231.12408680828418,139.48398352912173,3.971668503729062,5.102459698355504e-07,1.7301897906695715e-06,3812.640552089868
i9,7,x_re,1.0912677095637578e-09,1.260655807969675e-09,1.3622293438649676e-09,1.454686780760818e-09,1.573903809548997e-09,1.7867774200517207e-09,3.0625518447154405e-09,4.001743436430022e-09,67.62799507119153,73.80255351433992,76.12690620837525,146.94129191508443,124.61453794907429,0.0,252.17954110617006,536.3244717877628,413.74712743540704,333.62194369231474,170.11343055436626,32.601200577871545,61.171767569727024,0.00013282049700150193,4.898090277741293e-07,1.7395742295717395e-06,2288.872902447159
