datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
9/23/2025 1:00:00 PM,9/23/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,44.18,45.747281,1.365521,0.201761,True,1
9/23/2025 2:00:00 PM,9/23/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,47.25,48.803975,1.283690,0.270285,True,1
9/23/2025 3:00:00 PM,9/23/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,53.73,53.595849,-0.447216,0.313066,True,1
9/23/2025 4:00:00 PM,9/23/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,63.92,61.845989,-2.468420,0.394409,True,1
9/23/2025 5:00:00 PM,9/23/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,69.40,63.930302,-5.961634,0.491936,True,1
9/23/2025 6:00:00 PM,9/23/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,70.88,63.572684,-7.889718,0.582402,True,1
9/23/2025 7:00:00 PM,9/23/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,76.70,68.456130,-9.131847,0.887977,True,1
9/23/2025 8:00:00 PM,9/23/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,90.39,77.126026,-14.433530,1.169556,True,1
9/23/2025 9:00:00 PM,9/23/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,124.22,106.824859,-19.070203,1.675062,True,1
9/23/2025 10:00:00 PM,9/23/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,127.62,119.327978,-9.480253,1.188231,True,1
9/23/2025 11:00:00 PM,9/23/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,109.23,109.382425,-1.085335,1.237759,True,1
9/24/2025 12:00:00 AM,9/23/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,73.25,69.662983,-4.315736,0.728719,True,1
9/24/2025 1:00:00 AM,9/23/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,61.75,62.432131,0.170605,0.511526,True,1
9/24/2025 2:00:00 AM,9/23/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,49.53,52.117257,2.290381,0.296875,True,1
9/24/2025 3:00:00 AM,9/23/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,41.52,43.721297,2.052168,0.149129,True,1
9/24/2025 4:00:00 AM,9/24/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,32.65,33.417740,0.666007,0.101733,True,1
9/24/2025 5:00:00 AM,9/24/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,26.82,27.477789,0.569320,0.088470,True,1
9/24/2025 6:00:00 AM,9/24/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,24.93,25.569590,0.590485,0.049105,True,1
9/24/2025 7:00:00 AM,9/24/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,23.88,24.237391,0.360179,-0.002788,True,1
9/24/2025 8:00:00 AM,9/24/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,25.37,25.959422,0.586735,0.002687,True,1
9/24/2025 9:00:00 AM,9/24/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,30.37,31.161875,0.765111,0.026763,True,1
9/24/2025 10:00:00 AM,9/24/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,43.00,44.631199,1.401042,0.230157,True,1
9/24/2025 11:00:00 AM,9/24/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,43.42,44.244826,0.606849,0.217978,True,1
9/24/2025 12:00:00 PM,9/24/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,38.08,38.417078,0.228667,0.108412,True,1
9/24/2025 1:00:00 PM,9/24/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,39.21,37.869318,-1.464530,0.123849,True,1
9/24/2025 2:00:00 PM,9/24/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,42.60,38.956693,-3.768305,0.124997,True,1
9/24/2025 3:00:00 PM,9/24/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,44.42,38.937339,-5.769625,0.286964,True,1
9/24/2025 4:00:00 PM,9/24/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,54.36,45.586175,-9.393614,0.619789,True,1
9/24/2025 5:00:00 PM,9/24/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,61.96,48.922078,-13.724992,0.687070,True,1
9/24/2025 6:00:00 PM,9/24/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,99.85,46.617390,-54.187615,0.955005,True,1
9/24/2025 7:00:00 PM,9/24/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,101.01,48.837356,-53.187248,1.014604,True,1
9/24/2025 8:00:00 PM,9/24/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,102.20,50.903690,-52.181787,0.885477,True,1
9/24/2025 9:00:00 PM,9/24/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,115.93,68.783138,-47.755106,0.608244,True,1
9/24/2025 10:00:00 PM,9/24/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,115.80,66.352366,-50.235316,0.787683,True,1
9/24/2025 11:00:00 PM,9/24/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,84.14,74.656849,-10.323478,0.840327,True,1
9/25/2025 12:00:00 AM,9/24/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,59.97,53.423650,-6.994694,0.448344,True,1
9/25/2025 1:00:00 AM,9/24/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,48.91,45.563552,-3.606637,0.260189,True,1
9/25/2025 2:00:00 AM,9/24/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,38.86,36.558907,-2.560092,0.258999,True,1
9/25/2025 3:00:00 AM,9/24/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,35.01,32.016479,-3.202387,0.208866,True,1
9/25/2025 4:00:00 AM,9/25/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,38.42,41.097826,2.333684,0.344142,True,1
9/25/2025 5:00:00 AM,9/25/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,35.87,38.559946,2.470878,0.219068,True,1
9/25/2025 6:00:00 AM,9/25/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,32.37,31.359513,-1.038846,0.028359,True,1
9/25/2025 7:00:00 AM,9/25/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,30.63,30.044030,-0.597835,0.011865,True,1
9/25/2025 8:00:00 AM,9/25/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,32.18,33.410845,1.178099,0.052746,True,1
9/25/2025 9:00:00 AM,9/25/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,42.34,44.586473,2.255999,-0.009526,True,1
9/25/2025 10:00:00 AM,9/25/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,54.44,56.939163,2.193652,0.305511,True,1
9/25/2025 11:00:00 AM,9/25/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,61.57,63.178310,1.357561,0.250749,True,1
9/25/2025 12:00:00 PM,9/25/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,58.67,60.096966,1.187147,0.239820,True,1
9/25/2025 1:00:00 PM,9/25/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,55.07,55.701701,0.326838,0.304863,True,1
9/25/2025 2:00:00 PM,9/25/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,50.17,50.205187,-0.334110,0.369297,True,1
9/25/2025 3:00:00 PM,9/25/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,55.36,53.758678,-2.133925,0.532602,True,1
9/25/2025 4:00:00 PM,9/25/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,58.90,56.901841,-2.803417,0.805258,True,1
9/25/2025 5:00:00 PM,9/25/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,63.11,61.066030,-3.049414,1.005444,True,1
9/25/2025 6:00:00 PM,9/25/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,65.43,64.207344,-2.264252,1.041596,True,1
9/25/2025 7:00:00 PM,9/25/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,69.62,68.051987,-2.635867,1.067854,True,1
9/25/2025 8:00:00 PM,9/25/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,73.88,66.944086,-8.017714,1.081800,True,1
9/25/2025 9:00:00 PM,9/25/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,90.31,84.946671,-6.469022,1.105692,True,1
9/25/2025 10:00:00 PM,9/25/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,91.62,87.550340,-5.247298,1.177637,True,1
9/25/2025 11:00:00 PM,9/25/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,100.66,99.556017,-2.261963,1.157980,True,1
9/26/2025 12:00:00 AM,9/25/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,76.10,75.004598,-1.828263,0.732861,True,1
9/26/2025 1:00:00 AM,9/25/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,63.11,61.900657,-1.488713,0.279369,True,1
9/26/2025 2:00:00 AM,9/25/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,54.18,53.822172,-0.547913,0.190085,True,1
9/26/2025 3:00:00 AM,9/25/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,45.29,45.809112,0.277011,0.242101,True,1
9/26/2025 4:00:00 AM,9/26/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,42.26,42.845545,0.488378,0.097167,True,1
9/26/2025 5:00:00 AM,9/26/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,35.70,35.187767,-0.635200,0.122967,True,1
9/26/2025 6:00:00 AM,9/26/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,31.13,30.919073,-0.209007,-0.001920,True,1
9/26/2025 7:00:00 AM,9/26/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,28.57,28.567463,-0.005202,0.002665,True,1
9/26/2025 8:00:00 AM,9/26/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,31.24,31.304463,0.142038,-0.077576,True,1
9/26/2025 9:00:00 AM,9/26/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,40.19,41.834535,1.648129,-0.003594,True,1
9/26/2025 10:00:00 AM,9/26/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,61.92,61.651230,-0.396736,0.127966,True,1
9/26/2025 11:00:00 AM,9/26/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,62.17,63.215839,0.889479,0.156360,True,1
9/26/2025 12:00:00 PM,9/26/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,55.43,56.486147,0.598382,0.457764,True,1
9/26/2025 1:00:00 PM,9/26/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,48.38,49.173873,0.220506,0.573366,True,1
9/26/2025 2:00:00 PM,9/26/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,45.59,44.728335,-1.375544,0.513879,True,1
9/26/2025 3:00:00 PM,9/26/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,48.22,47.405240,-1.311095,0.496335,True,1
9/26/2025 4:00:00 PM,9/26/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,54.19,52.601641,-1.967313,0.378954,True,1
9/26/2025 5:00:00 PM,9/26/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,57.39,56.977064,-0.916605,0.503669,True,1
9/26/2025 6:00:00 PM,9/26/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,59.34,59.751559,-0.095172,0.506730,True,1
9/26/2025 7:00:00 PM,9/26/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,60.15,61.285652,0.512581,0.623071,True,1
9/26/2025 8:00:00 PM,9/26/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,65.61,65.932596,-0.558906,0.881502,True,1
9/26/2025 9:00:00 PM,9/26/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,80.15,83.119518,1.906459,1.063059,True,1
9/26/2025 10:00:00 PM,9/26/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,97.95,102.870016,4.242371,0.677645,True,1
9/26/2025 11:00:00 PM,9/26/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,86.29,90.273357,3.322930,0.660428,True,1
9/27/2025 12:00:00 AM,9/26/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,61.75,64.296368,2.124645,0.421723,True,1
9/27/2025 1:00:00 AM,9/26/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,54.02,56.314383,2.069010,0.225373,True,1
9/27/2025 2:00:00 AM,9/26/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,45.63,48.135525,2.459794,0.045730,True,1
9/27/2025 3:00:00 AM,9/26/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,37.87,39.058607,1.119137,0.069470,True,1
9/27/2025 4:00:00 AM,9/27/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,38.31,38.907048,0.641846,-0.044798,True,1
9/27/2025 5:00:00 AM,9/27/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,30.85,31.410435,0.549288,0.011147,True,1
9/27/2025 6:00:00 AM,9/27/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,26.51,27.226291,0.663073,0.053218,True,1
9/27/2025 7:00:00 AM,9/27/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,24.91,25.338084,0.362972,0.065112,True,1
9/27/2025 8:00:00 AM,9/27/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,24.66,25.145888,0.466891,0.018997,True,1
9/27/2025 9:00:00 AM,9/27/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,26.99,27.303645,0.337825,-0.024180,True,1
9/27/2025 10:00:00 AM,9/27/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,30.82,30.903214,0.137947,-0.054734,True,1
9/27/2025 11:00:00 AM,9/27/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,36.92,39.654200,2.599365,0.134835,True,1
9/27/2025 12:00:00 PM,9/27/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,35.87,39.035636,2.774503,0.391133,True,1
9/27/2025 1:00:00 PM,9/27/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,35.50,38.032491,2.085960,0.446531,True,1
9/27/2025 2:00:00 PM,9/27/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,34.67,37.301333,2.177481,0.453852,True,1
9/27/2025 3:00:00 PM,9/27/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,36.89,38.297292,1.060044,0.347248,True,1
9/27/2025 4:00:00 PM,9/27/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,39.62,40.754707,0.771414,0.363293,True,1
9/27/2025 5:00:00 PM,9/27/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,42.16,43.669202,1.368301,0.140902,True,1
9/27/2025 6:00:00 PM,9/27/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,43.70,45.768183,1.817987,0.250196,True,1
9/27/2025 7:00:00 PM,9/27/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,45.60,47.718470,2.004258,0.114212,True,1
9/27/2025 8:00:00 PM,9/27/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,48.28,51.173796,2.708376,0.185420,True,1
9/27/2025 9:00:00 PM,9/27/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,58.13,61.509410,3.211866,0.167544,True,1
9/27/2025 10:00:00 PM,9/27/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,70.90,74.487798,3.635592,-0.047794,True,1
9/27/2025 11:00:00 PM,9/27/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,75.45,78.762477,3.011536,0.300941,True,1
9/28/2025 12:00:00 AM,9/27/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,60.23,62.185730,1.762175,0.193555,True,1
9/28/2025 1:00:00 AM,9/27/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,46.19,48.429631,2.097165,0.142466,True,1
9/28/2025 2:00:00 AM,9/27/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,39.75,42.833299,2.913675,0.169625,True,1
9/28/2025 3:00:00 AM,9/27/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,37.52,40.493028,2.822747,0.150282,True,1
9/28/2025 4:00:00 AM,9/28/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,29.78,30.587632,0.624965,0.182667,True,1
