t,s,P_DA,P_RT,P_PN,P_IN
0,0,106.722,60.73615430487584,213.444,213.44400000000002
0,1,106.722,74.42634207007512,213.444,213.44400000000002
0,2,106.722,41.91816254492856,213.444,213.44400000000002
0,3,106.722,55.5594085872351,213.444,213.44400000000002
0,4,106.722,48.537131932726716,213.444,213.44400000000002
0,5,106.722,46.08089425504806,213.444,213.44400000000002
0,6,106.722,50.320241488662504,213.444,213.44400000000002
0,7,106.722,57.51060111813644,213.444,213.44400000000002
0,8,106.722,59.82192400492469,213.444,213.44400000000002
0,9,106.722,66.23361237015061,213.444,213.44400000000002
0,10,106.722,60.8342150423534,213.444,213.44400000000002
0,11,106.722,72.84180529860087,213.444,213.44400000000002
0,12,106.722,51.14137692322764,213.444,213.44400000000002
0,13,106.722,81.54865427387323,213.444,213.44400000000002
0,14,106.722,43.14919590091274,213.444,213.44400000000002
0,15,106.722,72.1759435813464,213.444,213.44400000000002
0,16,106.722,60.74891896481442,213.444,213.44400000000002
0,17,106.722,67.13062576269654,213.444,213.44400000000002
0,18,106.722,48.249656046368344,213.444,213.44400000000002
0,19,106.722,50.85472215140026,213.444,213.44400000000002
0,20,106.722,78.05626919204376,213.444,213.44400000000002
0,21,106.722,85.61749722490612,213.444,213.44400000000002
0,22,106.722,56.06005123912591,213.444,213.44400000000002
0,23,106.722,73.16241915905167,213.444,213.44400000000002
0,24,106.722,81.47064458173647,213.444,213.44400000000002
0,25,106.722,82.29292978647035,213.444,213.44400000000002
0,26,106.722,45.75164711046008,213.444,213.44400000000002
0,27,106.722,43.675818754996705,213.444,213.44400000000002
0,28,106.722,49.57864871176438,213.444,213.44400000000002
0,29,106.722,81.54978572671676,213.444,213.44400000000002
0,30,106.722,46.35208860386345,213.444,213.44400000000002
0,31,106.722,60.92056726274728,213.444,213.44400000000002
0,32,106.722,85.14933340621323,213.444,213.44400000000002
0,33,106.722,65.9785224805413,213.444,213.44400000000002
0,34,106.722,73.14231051369899,213.444,213.44400000000002
0,35,106.722,56.15445330715382,213.444,213.44400000000002
0,36,106.722,72.89964518052732,213.444,213.44400000000002
0,37,106.722,79.5855631544065,213.444,213.44400000000002
0,38,106.722,42.738479381275354,213.444,213.44400000000002
0,39,106.722,75.77232164707985,213.444,213.44400000000002
0,40,106.722,86.54729903621008,213.444,213.44400000000002
0,41,106.722,75.683010692947,213.444,213.44400000000002
0,42,106.722,54.57142204242583,213.444,213.44400000000002
0,43,106.722,77.53876176210935,213.444,213.44400000000002
0,44,106.722,46.57232019935707,213.444,213.44400000000002
0,45,106.722,62.12960454435,213.444,213.44400000000002
0,46,106.722,82.92434511507483,213.444,213.44400000000002
0,47,106.722,55.165884400846494,213.444,213.44400000000002
0,48,106.722,54.90233759433654,213.444,213.44400000000002
0,49,106.722,47.782109661900556,213.444,213.44400000000002
0,50,106.722,42.78716786715759,213.444,213.44400000000002
0,51,106.722,72.55365166842579,213.444,213.44400000000002
0,52,106.722,51.46527455098052,213.444,213.44400000000002
0,53,106.722,53.89899999075028,213.444,213.44400000000002
0,54,106.722,64.10117550375658,213.444,213.44400000000002
0,55,106.722,44.32162930376082,213.444,213.44400000000002
0,56,106.722,67.82699052198573,213.444,213.44400000000002
0,57,106.722,48.53589897233701,213.444,213.44400000000002
0,58,106.722,68.5125293503987,213.444,213.44400000000002
0,59,106.722,73.49804692383093,213.444,213.44400000000002
0,60,106.722,46.53207698588072,213.444,213.44400000000002
0,61,106.722,60.60227697267246,213.444,213.44400000000002
0,62,106.722,73.25619333475399,213.444,213.44400000000002
0,63,106.722,60.607841548579614,213.444,213.44400000000002
0,64,106.722,44.1677531190233,213.444,213.44400000000002
0,65,106.722,66.10179729660891,213.444,213.44400000000002
0,66,106.722,71.87474996241217,213.444,213.44400000000002
0,67,106.722,65.15358945783065,213.444,213.44400000000002
0,68,106.722,84.54924616229243,213.444,213.44400000000002
0,69,106.722,68.38837998275696,213.444,213.44400000000002
0,70,106.722,82.68992174280423,213.444,213.44400000000002
0,71,106.722,48.11820629602597,213.444,213.44400000000002
0,72,106.722,48.19952719942266,213.444,213.44400000000002
0,73,106.722,78.35628270550399,213.444,213.44400000000002
0,74,106.722,59.86296998154195,213.444,213.44400000000002
0,75,106.722,49.37660511482062,213.444,213.44400000000002
0,76,106.722,83.77802614014966,213.444,213.44400000000002
0,77,106.722,57.61013436255291,213.444,213.44400000000002
0,78,106.722,75.80246365403383,213.444,213.44400000000002
0,79,106.722,74.68242691076222,213.444,213.44400000000002
0,80,106.722,81.78285498537905,213.444,213.44400000000002
0,81,106.722,70.06374038465418,213.444,213.44400000000002
0,82,106.722,75.80834640949455,213.444,213.44400000000002
0,83,106.722,57.66125130018788,213.444,213.44400000000002
0,84,106.722,54.096756014281965,213.444,213.44400000000002
0,85,106.722,82.35068514504034,213.444,213.44400000000002
0,86,106.722,61.23578496731217,213.444,213.44400000000002
0,87,106.722,85.46305942660184,213.444,213.44400000000002
0,88,106.722,71.85880992099267,213.444,213.44400000000002
0,89,106.722,69.97452754582685,213.444,213.44400000000002
0,90,106.722,47.09229780780981,213.444,213.44400000000002
0,91,106.722,84.77016970789637,213.444,213.44400000000002
0,92,106.722,62.22071857750973,213.444,213.44400000000002
0,93,106.722,68.01981651610078,213.444,213.44400000000002
0,94,106.722,60.33510226137462,213.444,213.44400000000002
0,95,106.722,52.61170504007418,213.444,213.44400000000002
0,96,106.722,82.6889109103508,213.444,213.44400000000002
0,97,106.722,67.80721511911825,213.444,213.44400000000002
0,98,106.722,42.042558171999815,213.444,213.44400000000002
0,99,106.722,69.76911743878428,213.444,213.44400000000002
1,0,93.12799999999999,79.4200476534955,186.25599999999997,79.4200476534955
1,1,93.12799999999999,92.1005916746149,186.25599999999997,186.25599999999997
1,2,93.12799999999999,114.80789993616277,229.61579987232554,114.80789993616278
1,3,93.12799999999999,81.35774368344961,186.25599999999997,186.25599999999997
1,4,93.12799999999999,116.23740749756898,232.47481499513796,116.237407497569
1,5,93.12799999999999,98.19381267495038,196.38762534990076,98.1938126749504
1,6,93.12799999999999,59.75361310595875,186.25599999999997,186.25599999999997
1,7,93.12799999999999,117.5599240820067,235.1198481640134,7480.56125787584
1,8,93.12799999999999,102.46700119370226,204.93400238740452,204.93400238740455
1,9,93.12799999999999,121.85518282233753,243.71036564467505,121.85518282233754
1,10,93.12799999999999,69.65690007259707,186.25599999999997,186.25599999999997
1,11,93.12799999999999,67.4294245790898,186.25599999999997,186.25599999999997
1,12,93.12799999999999,117.75975156585886,235.51950313171773,235.51950313171776
1,13,93.12799999999999,102.84165014236042,205.68330028472084,205.68330028472084
1,14,93.12799999999999,62.92853435704178,186.25599999999997,186.25599999999997
1,15,93.12799999999999,106.5522296928347,213.1044593856694,213.10445938566943
1,16,93.12799999999999,106.45182562489143,212.90365124978285,212.90365124978288
1,17,93.12799999999999,117.15417984166854,234.30835968333707,117.15417984166854
1,18,93.12799999999999,103.77216595651211,207.54433191302422,103.77216595651211
1,19,93.12799999999999,66.61544373447424,186.25599999999997,186.25599999999997
1,20,93.12799999999999,60.010427256882984,186.25599999999997,186.25599999999997
1,21,93.12799999999999,60.41099299029849,186.25599999999997,186.25599999999997
1,22,93.12799999999999,60.54357953862315,186.25599999999997,186.25599999999997
1,23,93.12799999999999,74.33083809795136,186.25599999999997,74.33083809795136
