Eastern Date Hour,Eastern Date Hour Time Zone,Zone Name,Zone PTID,DAM Zonal LBMP,DAM Zonal Losses,DAM Zonal Congestion,DAM Zonal Price Version
6/30/24 21:00,EDT,N.Y.C.,61761,36.34,2.78,-7.34,1
6/30/24 22:00,EDT,N.Y.C.,61761,32.52,2.51,-5.92,1
6/30/24 23:00,EDT,N.Y.C.,61761,30.08,2.62,-1.21,1
7/1/24 0:00,EDT,N.Y.C.,61761,28.52,2.09,0,1
7/1/24 1:00,EDT,N.Y.C.,61761,25.74,1.8,0,1
7/1/24 2:00,EDT,N.Y.C.,61761,23.97,1.57,0,1
7/1/24 3:00,EDT,N.Y.C.,61761,22.93,1.48,0,1
7/1/24 4:00,EDT,N.Y.C.,61761,21.85,1.39,0,1
7/1/24 5:00,EDT,N.Y.C.,61761,22.95,1.46,0,1
7/1/24 6:00,EDT,N.Y.C.,61761,26.2,1.87,0,1
7/1/24 7:00,EDT,N.Y.C.,61761,26.8,2.1,0,1
7/1/24 8:00,EDT,N.Y.C.,61761,28.49,2.4,0,1
7/1/24 9:00,EDT,N.Y.C.,61761,27.16,2.27,0,1
7/1/24 10:00,EDT,N.Y.C.,61761,27.68,2.38,0,1
7/1/24 11:00,EDT,N.Y.C.,61761,27.82,2.46,0,1
7/1/24 12:00,EDT,N.Y.C.,61761,27.89,2.47,0,1
7/1/24 13:00,EDT,N.Y.C.,61761,28.34,2.53,0,1
7/1/24 14:00,EDT,N.Y.C.,61761,30.29,2.9,0,1
7/1/24 15:00,EDT,N.Y.C.,61761,30.73,3.12,0,1
7/1/24 16:00,EDT,N.Y.C.,61761,38.23,3.39,-5.08,1
7/1/24 17:00,EDT,N.Y.C.,61761,41.66,3.86,-4.49,1
7/1/24 18:00,EDT,N.Y.C.,61761,40.1,3.86,-0.85,1
7/1/24 19:00,EDT,N.Y.C.,61761,39.11,3.83,-0.19,1
7/1/24 20:00,EDT,N.Y.C.,61761,37.07,3.37,-1.02,1
7/1/24 21:00,EDT,N.Y.C.,61761,31.63,2.64,0,1
7/1/24 22:00,EDT,N.Y.C.,61761,30.09,2.49,0,1
7/1/24 23:00,EDT,N.Y.C.,61761,27.78,1.74,0,1
7/2/24 0:00,EDT,N.Y.C.,61761,26.17,1.5,0,1
7/2/24 1:00,EDT,N.Y.C.,61761,24.44,1.32,0,1
7/2/24 2:00,EDT,N.Y.C.,61761,22.78,1.31,0,1
7/2/24 3:00,EDT,N.Y.C.,61761,22.25,1.18,0,1
7/2/24 4:00,EDT,N.Y.C.,61761,21.62,1.11,0,1
7/2/24 5:00,EDT,N.Y.C.,61761,22.09,1.07,0,1
7/2/24 6:00,EDT,N.Y.C.,61761,24.5,1.34,0,1
7/2/24 7:00,EDT,N.Y.C.,61761,26.61,1.79,0,1
7/2/24 8:00,EDT,N.Y.C.,61761,26.25,2.12,0,1
7/2/24 9:00,EDT,N.Y.C.,61761,26.29,2.24,0,1
7/2/24 10:00,EDT,N.Y.C.,61761,27.66,2.46,-0.09,1
7/2/24 11:00,EDT,N.Y.C.,61761,28.72,2.56,0,1
7/2/24 12:00,EDT,N.Y.C.,61761,28.74,2.61,0,1
7/2/24 13:00,EDT,N.Y.C.,61761,31.44,2.87,-1.18,1
7/2/24 14:00,EDT,N.Y.C.,61761,35.08,3.34,-3.21,1
7/2/24 15:00,EDT,N.Y.C.,61761,34.88,3.59,-0.02,1
7/2/24 16:00,EDT,N.Y.C.,61761,41.69,4.31,-2.59,1
7/2/24 17:00,EDT,N.Y.C.,61761,45.72,4.59,-1.91,1
7/2/24 18:00,EDT,N.Y.C.,61761,46.45,4.35,-2.96,1
7/2/24 19:00,EDT,N.Y.C.,61761,44.39,4,-1.6,1
7/2/24 20:00,EDT,N.Y.C.,61761,41.43,3.78,-2.35,1
7/2/24 21:00,EDT,N.Y.C.,61761,33.45,2.9,0,1
7/2/24 22:00,EDT,N.Y.C.,61761,31,2.79,0,1
7/2/24 23:00,EDT,N.Y.C.,61761,28.58,2.19,0,1
7/3/24 0:00,EDT,N.Y.C.,61761,26.42,1.96,0,1
7/3/24 1:00,EDT,N.Y.C.,61761,24.23,1.67,0,1
7/3/24 2:00,EDT,N.Y.C.,61761,22.59,1.61,0,1
7/3/24 3:00,EDT,N.Y.C.,61761,21.2,1.57,0,1
7/3/24 4:00,EDT,N.Y.C.,61761,21.63,1.58,0,1
7/3/24 5:00,EDT,N.Y.C.,61761,22.39,1.54,0,1
7/3/24 6:00,EDT,N.Y.C.,61761,25.06,1.77,0,1
7/3/24 7:00,EDT,N.Y.C.,61761,25.71,2.01,0,1
7/3/24 8:00,EDT,N.Y.C.,61761,26.23,2.32,0,1
7/3/24 9:00,EDT,N.Y.C.,61761,28.23,2.46,-1.38,1
7/3/24 10:00,EDT,N.Y.C.,61761,29.49,2.59,-1.73,1
7/3/24 11:00,EDT,N.Y.C.,61761,29.27,2.68,-0.01,1
7/3/24 12:00,EDT,N.Y.C.,61761,30.75,3.07,-0.02,1
7/3/24 13:00,EDT,N.Y.C.,61761,33.9,3.23,-2.56,1
7/3/24 14:00,EDT,N.Y.C.,61761,35.13,3.67,-0.12,1
7/3/24 15:00,EDT,N.Y.C.,61761,41.01,3.72,-5.44,1
7/3/24 16:00,EDT,N.Y.C.,61761,45.79,4.33,-5.68,1
7/3/24 17:00,EDT,N.Y.C.,61761,50.19,5.05,-3.08,1
7/3/24 18:00,EDT,N.Y.C.,61761,50.22,4.79,-3.07,1
7/3/24 19:00,EDT,N.Y.C.,61761,42.49,4.11,0,1
7/3/24 20:00,EDT,N.Y.C.,61761,39.24,3.79,-0.01,1
7/3/24 21:00,EDT,N.Y.C.,61761,34.1,3.01,-0.01,1
7/3/24 22:00,EDT,N.Y.C.,61761,32.46,2.66,-2.08,1
7/3/24 23:00,EDT,N.Y.C.,61761,28.56,2.14,0,1
7/4/24 0:00,EDT,N.Y.C.,61761,26.2,1.94,0,1
7/4/24 1:00,EDT,N.Y.C.,61761,24.09,1.53,0,1
7/4/24 2:00,EDT,N.Y.C.,61761,22.17,1.43,0,1
7/4/24 3:00,EDT,N.Y.C.,61761,21.31,1.34,0,1
7/4/24 4:00,EDT,N.Y.C.,61761,21.23,1.31,0,1
7/4/24 5:00,EDT,N.Y.C.,61761,22.15,1.27,0,1
7/4/24 6:00,EDT,N.Y.C.,61761,23.04,1.26,0,1
7/4/24 7:00,EDT,N.Y.C.,61761,23.15,1.51,0,1
7/4/24 8:00,EDT,N.Y.C.,61761,24.92,1.74,0,1
7/4/24 9:00,EDT,N.Y.C.,61761,25.26,1.89,0,1
7/4/24 10:00,EDT,N.Y.C.,61761,27.95,2.33,0,1
7/4/24 11:00,EDT,N.Y.C.,61761,29.06,2.71,0,1
7/4/24 12:00,EDT,N.Y.C.,61761,32.19,3.06,0,1
7/4/24 13:00,EDT,N.Y.C.,61761,35.25,3.27,-0.85,1
7/4/24 14:00,EDT,N.Y.C.,61761,35.98,3.62,-0.01,1
7/4/24 15:00,EDT,N.Y.C.,61761,36.83,3.59,0,1
7/4/24 16:00,EDT,N.Y.C.,61761,41.23,3.97,-0.18,1
7/4/24 17:00,EDT,N.Y.C.,61761,46.81,4.17,-0.98,1
7/4/24 18:00,EDT,N.Y.C.,61761,50,3.97,-3.8,1
7/4/24 19:00,EDT,N.Y.C.,61761,46.1,3.52,-4.34,1
7/4/24 20:00,EDT,N.Y.C.,61761,50.14,3.52,-8.83,1
7/4/24 21:00,EDT,N.Y.C.,61761,36.61,3.12,-0.63,1
7/4/24 22:00,EDT,N.Y.C.,61761,33.13,2.9,-0.02,1
7/4/24 23:00,EDT,N.Y.C.,61761,30.68,2.63,0,1
7/5/24 0:00,EDT,N.Y.C.,61761,29.64,2.62,0,1
7/5/24 1:00,EDT,N.Y.C.,61761,26.92,2.06,0,1
7/5/24 2:00,EDT,N.Y.C.,61761,24.59,1.54,0,1
7/5/24 3:00,EDT,N.Y.C.,61761,23.73,1.47,0,1
7/5/24 4:00,EDT,N.Y.C.,61761,23.9,1.46,0,1
7/5/24 5:00,EDT,N.Y.C.,61761,24.25,1.52,0,1
7/5/24 6:00,EDT,N.Y.C.,61761,26.63,2.04,0,1
7/5/24 7:00,EDT,N.Y.C.,61761,27.92,2.47,0,1
7/5/24 8:00,EDT,N.Y.C.,61761,30.47,2.72,0,1
7/5/24 9:00,EDT,N.Y.C.,61761,34.06,2.97,-1.37,1
7/5/24 10:00,EDT,N.Y.C.,61761,35.52,3.36,-0.82,1
7/5/24 11:00,EDT,N.Y.C.,61761,37.47,3.48,-0.87,1
7/5/24 12:00,EDT,N.Y.C.,61761,38.92,3.61,-0.22,1
7/5/24 13:00,EDT,N.Y.C.,61761,42.11,3.86,-0.39,1
7/5/24 14:00,EDT,N.Y.C.,61761,43.83,3.94,-0.44,1
7/5/24 15:00,EDT,N.Y.C.,61761,44.21,4.02,0,1
7/5/24 16:00,EDT,N.Y.C.,61761,55.13,4.87,-4.79,1
7/5/24 17:00,EDT,N.Y.C.,61761,56.6,5.41,-1.09,1
7/5/24 18:00,EDT,N.Y.C.,61761,54.24,4.82,-1.65,1
7/5/24 19:00,EDT,N.Y.C.,61761,52.54,4.09,-7.12,1
7/5/24 20:00,EDT,N.Y.C.,61761,44.03,3.72,-3.12,1
7/5/24 21:00,EDT,N.Y.C.,61761,37.48,3.44,-0.35,1
7/5/24 22:00,EDT,N.Y.C.,61761,35,3.31,-0.72,1
7/5/24 23:00,EDT,N.Y.C.,61761,31.53,2.92,0,1
7/6/24 0:00,EDT,N.Y.C.,61761,31.53,2.65,0,1
7/6/24 1:00,EDT,N.Y.C.,61761,29.14,2.36,0,1
7/6/24 2:00,EDT,N.Y.C.,61761,26.68,2.18,0,1
7/6/24 3:00,EDT,N.Y.C.,61761,26.55,2.08,0,1
7/6/24 4:00,EDT,N.Y.C.,61761,26.34,1.95,0,1
7/6/24 5:00,EDT,N.Y.C.,61761,26.34,1.95,0,1
7/6/24 6:00,EDT,N.Y.C.,61761,26.68,2.2,0,1
7/6/24 7:00,EDT,N.Y.C.,61761,26.71,2.29,0,1
7/6/24 8:00,EDT,N.Y.C.,61761,29.11,2.7,0,1
7/6/24 9:00,EDT,N.Y.C.,61761,32.32,2.98,-0.38,1
7/6/24 10:00,EDT,N.Y.C.,61761,34.68,3.39,-0.73,1
7/6/24 11:00,EDT,N.Y.C.,61761,38.08,3.71,-2.34,1
7/6/24 12:00,EDT,N.Y.C.,61761,39.05,4.06,-0.01,1
7/6/24 13:00,EDT,N.Y.C.,61761,41.68,4.28,-0.84,1
7/6/24 14:00,EDT,N.Y.C.,61761,46.83,4.48,-5.34,1
7/6/24 15:00,EDT,N.Y.C.,61761,48.18,4.15,-10.03,1
7/6/24 16:00,EDT,N.Y.C.,61761,54.75,4.64,-12.66,1
7/6/24 17:00,EDT,N.Y.C.,61761,56.7,5.45,-7.32,1
7/6/24 18:00,EDT,N.Y.C.,61761,53.02,5.16,-4.53,1
7/6/24 19:00,EDT,N.Y.C.,61761,48.1,4.71,-3.46,1
7/6/24 20:00,EDT,N.Y.C.,61761,44.98,4.17,-5.76,1
7/6/24 21:00,EDT,N.Y.C.,61761,37.61,3.8,-0.17,1
7/6/24 22:00,EDT,N.Y.C.,61761,34.83,3.49,-0.72,1
7/6/24 23:00,EDT,N.Y.C.,61761,33.16,3.28,-0.02,1
7/7/24 0:00,EDT,N.Y.C.,61761,33.44,3.13,-1.11,1
7/7/24 1:00,EDT,N.Y.C.,61761,29.06,2.71,0,1
7/7/24 2:00,EDT,N.Y.C.,61761,27.21,2.36,0,1
7/7/24 3:00,EDT,N.Y.C.,61761,26.65,2.2,0,1
7/7/24 4:00,EDT,N.Y.C.,61761,26.26,2.17,0,1
7/7/24 5:00,EDT,N.Y.C.,61761,25.53,2.02,0,1
7/7/24 6:00,EDT,N.Y.C.,61761,25.12,1.73,0,1
7/7/24 7:00,EDT,N.Y.C.,61761,24.36,1.7,0,1
7/7/24 8:00,EDT,N.Y.C.,61761,26.13,2.31,0,1
7/7/24 9:00,EDT,N.Y.C.,61761,28.09,2.69,0,1
7/7/24 10:00,EDT,N.Y.C.,61761,32.53,3.09,-1.57,1
7/7/24 11:00,EDT,N.Y.C.,61761,36.03,3.58,-1.87,1
7/7/24 12:00,EDT,N.Y.C.,61761,36.69,3.66,-0.01,1
7/7/24 13:00,EDT,N.Y.C.,61761,38.74,3.96,-0.01,1
7/7/24 14:00,EDT,N.Y.C.,61761,41.4,3.97,0,1
7/7/24 15:00,EDT,N.Y.C.,61761,44.88,4.24,0.09,1
7/7/24 16:00,EDT,N.Y.C.,61761,52.45,5.27,0.28,1
7/7/24 17:00,EDT,N.Y.C.,61761,57,5.36,0.41,1
7/7/24 18:00,EDT,N.Y.C.,61761,61.25,5.61,0.48,1
7/7/24 19:00,EDT,N.Y.C.,61761,55.06,4.67,0.35,1
7/7/24 20:00,EDT,N.Y.C.,61761,50.13,4.2,0.23,1
7/7/24 21:00,EDT,N.Y.C.,61761,42.15,3.62,0.03,1
7/7/24 22:00,EDT,N.Y.C.,61761,37.42,3.34,-0.02,1
7/7/24 23:00,EDT,N.Y.C.,61761,34.26,3.11,-0.02,1
7/8/24 0:00,EDT,N.Y.C.,61761,33.12,3.04,-0.02,1
7/8/24 1:00,EDT,N.Y.C.,61761,29.42,2.55,0,1
7/8/24 2:00,EDT,N.Y.C.,61761,28.18,2.23,0,1
7/8/24 3:00,EDT,N.Y.C.,61761,26.54,2.06,0,1
7/8/24 4:00,EDT,N.Y.C.,61761,26.54,2.03,0,1
7/8/24 5:00,EDT,N.Y.C.,61761,27.18,2.06,0,1
7/8/24 6:00,EDT,N.Y.C.,61761,29.63,2.49,0,1
7/8/24 7:00,EDT,N.Y.C.,61761,34.16,2.91,0,1
7/8/24 8:00,EDT,N.Y.C.,61761,36.37,3.31,0,1
7/8/24 9:00,EDT,N.Y.C.,61761,39.39,3.59,-1.61,1
7/8/24 10:00,EDT,N.Y.C.,61761,42,3.88,-0.49,1
7/8/24 11:00,EDT,N.Y.C.,61761,44.74,4.08,0.14,1
7/8/24 12:00,EDT,N.Y.C.,61761,49.32,4.3,0.25,1
7/8/24 13:00,EDT,N.Y.C.,61761,55.68,5.1,0.43,1
7/8/24 14:00,EDT,N.Y.C.,61761,61.1,5.19,0.57,1
7/8/24 15:00,EDT,N.Y.C.,61761,68.15,5.51,-0.08,1
7/8/24 16:00,EDT,N.Y.C.,61761,87.71,7.81,-1.01,1
7/8/24 17:00,EDT,N.Y.C.,61761,107.23,8.93,-0.19,1
7/8/24 18:00,EDT,N.Y.C.,61761,100.32,7.8,0.36,1
7/8/24 19:00,EDT,N.Y.C.,61761,79.29,5.44,0.78,1
7/8/24 20:00,EDT,N.Y.C.,61761,67.44,4.36,-0.8,1
7/8/24 21:00,EDT,N.Y.C.,61761,52.56,3.51,0.36,1
7/8/24 22:00,EDT,N.Y.C.,61761,42.92,3.15,0.12,1
7/8/24 23:00,EDT,N.Y.C.,61761,37.45,3.03,0,1
7/9/24 0:00,EDT,N.Y.C.,61761,35.05,2.95,0,1
7/9/24 1:00,EDT,N.Y.C.,61761,32.8,2.65,0,1
7/9/24 2:00,EDT,N.Y.C.,61761,32.41,2.4,0,1
7/9/24 3:00,EDT,N.Y.C.,61761,30.89,2.26,0,1
7/9/24 4:00,EDT,N.Y.C.,61761,30.47,2.21,0,1
7/9/24 5:00,EDT,N.Y.C.,61761,31.19,2.26,0,1
7/9/24 6:00,EDT,N.Y.C.,61761,32.87,2.6,0,1
7/9/24 7:00,EDT,N.Y.C.,61761,37.13,3.28,0,1
7/9/24 8:00,EDT,N.Y.C.,61761,40.17,3.45,-0.8,1
7/9/24 9:00,EDT,N.Y.C.,61761,44.14,3.92,0.17,1
7/9/24 10:00,EDT,N.Y.C.,61761,49.43,4.06,0.24,1
7/9/24 11:00,EDT,N.Y.C.,61761,52.04,4.28,0.32,1
7/9/24 12:00,EDT,N.Y.C.,61761,57.02,4.65,0.46,1
7/9/24 13:00,EDT,N.Y.C.,61761,61.34,5.42,0.55,1
7/9/24 14:00,EDT,N.Y.C.,61761,68.79,6.02,0.61,1
7/9/24 15:00,EDT,N.Y.C.,61761,76.76,6.78,0.61,1
7/9/24 16:00,EDT,N.Y.C.,61761,103.22,9.45,-5.46,1
7/9/24 17:00,EDT,N.Y.C.,61761,123.54,10.87,-5.01,1
7/9/24 18:00,EDT,N.Y.C.,61761,99.36,8.73,0.25,1
7/9/24 19:00,EDT,N.Y.C.,61761,76.97,6.28,0.61,1
7/9/24 20:00,EDT,N.Y.C.,61761,68.43,5.35,0.61,1
7/9/24 21:00,EDT,N.Y.C.,61761,59.86,4.84,-0.09,1
7/9/24 22:00,EDT,N.Y.C.,61761,51.51,4.24,-2.71,1
7/9/24 23:00,EDT,N.Y.C.,61761,44,3.36,-2.04,1
7/10/24 0:00,EDT,N.Y.C.,61761,42.47,4,0,1
7/10/24 1:00,EDT,N.Y.C.,61761,39.32,3.77,0,1
7/10/24 2:00,EDT,N.Y.C.,61761,36.55,3.29,0,1
7/10/24 3:00,EDT,N.Y.C.,61761,34.35,2.89,0,1
7/10/24 4:00,EDT,N.Y.C.,61761,33.14,2.79,0,1
7/10/24 5:00,EDT,N.Y.C.,61761,35.97,3.03,0,1
7/10/24 6:00,EDT,N.Y.C.,61761,39.22,3.56,0,1
7/10/24 7:00,EDT,N.Y.C.,61761,40.92,4.05,0,1
7/10/24 8:00,EDT,N.Y.C.,61761,44.01,4.47,0,1
7/10/24 9:00,EDT,N.Y.C.,61761,47.48,4.9,0.03,1
7/10/24 10:00,EDT,N.Y.C.,61761,51.39,5.68,0.12,1
7/10/24 11:00,EDT,N.Y.C.,61761,59.59,6.48,-3.98,1
7/10/24 12:00,EDT,N.Y.C.,61761,64.36,7.31,-0.4,1
7/10/24 13:00,EDT,N.Y.C.,61761,70.79,7.66,-0.79,1
7/10/24 14:00,EDT,N.Y.C.,61761,81.93,7.91,-11.77,1
7/10/24 15:00,EDT,N.Y.C.,61761,99.57,7.95,-30.42,1
7/10/24 16:00,EDT,N.Y.C.,61761,121.21,7.55,-53.69,1
7/10/24 17:00,EDT,N.Y.C.,61761,126.31,8.53,-47.88,1
7/10/24 18:00,EDT,N.Y.C.,61761,100,8.11,-23.13,1
7/10/24 19:00,EDT,N.Y.C.,61761,76.37,6.64,-11.49,1
7/10/24 20:00,EDT,N.Y.C.,61761,66.86,5.59,-6.53,1
7/10/24 21:00,EDT,N.Y.C.,61761,57.57,5.2,-2.79,1
7/10/24 22:00,EDT,N.Y.C.,61761,47,4.7,0,1
7/10/24 23:00,EDT,N.Y.C.,61761,41.99,4.31,-0.49,1
7/11/24 0:00,EDT,N.Y.C.,61761,41.06,4.02,-0.45,1
7/11/24 1:00,EDT,N.Y.C.,61761,35.57,3.52,-0.02,1
7/11/24 2:00,EDT,N.Y.C.,61761,34.78,3.14,-0.2,1
7/11/24 3:00,EDT,N.Y.C.,61761,33.33,3.05,-0.05,1
7/11/24 4:00,EDT,N.Y.C.,61761,33.33,2.96,-0.2,1
7/11/24 5:00,EDT,N.Y.C.,61761,35.28,3.08,-0.11,1
7/11/24 6:00,EDT,N.Y.C.,61761,36.56,3.5,0,1
7/11/24 7:00,EDT,N.Y.C.,61761,41.03,4.15,-0.8,1
7/11/24 8:00,EDT,N.Y.C.,61761,42.98,4.43,0,1
7/11/24 9:00,EDT,N.Y.C.,61761,45.54,4.6,-0.59,1
7/11/24 10:00,EDT,N.Y.C.,61761,48.31,4.94,0,1
7/11/24 11:00,EDT,N.Y.C.,61761,55.79,5.63,0.15,1
7/11/24 12:00,EDT,N.Y.C.,61761,61.61,6.15,-1.52,1
7/11/24 13:00,EDT,N.Y.C.,61761,68.56,6.24,-5.57,1
7/11/24 14:00,EDT,N.Y.C.,61761,74.47,7.11,-3.89,1
7/11/24 15:00,EDT,N.Y.C.,61761,95.9,8.99,-11.35,1
7/11/24 16:00,EDT,N.Y.C.,61761,94.63,9.72,-5.17,1
7/11/24 17:00,EDT,N.Y.C.,61761,116.08,12,-5.66,1
7/11/24 18:00,EDT,N.Y.C.,61761,97.73,9.88,0.37,1
7/11/24 19:00,EDT,N.Y.C.,61761,69.87,6.57,-0.18,1
7/11/24 20:00,EDT,N.Y.C.,61761,64,5.48,-1.45,1
7/11/24 21:00,EDT,N.Y.C.,61761,58.81,5.08,-5.3,1
7/11/24 22:00,EDT,N.Y.C.,61761,46.52,4.46,0.04,1
7/11/24 23:00,EDT,N.Y.C.,61761,41.75,4.14,-0.02,1
7/12/24 0:00,EDT,N.Y.C.,61761,34.56,3.05,0,1
7/12/24 1:00,EDT,N.Y.C.,61761,31.16,2.65,0,1
7/12/24 2:00,EDT,N.Y.C.,61761,30.07,2.41,0,1
7/12/24 3:00,EDT,N.Y.C.,61761,28.38,2.22,0,1
7/12/24 4:00,EDT,N.Y.C.,61761,27.74,2.06,0,1
7/12/24 5:00,EDT,N.Y.C.,61761,29.62,2.35,0,1
7/12/24 6:00,EDT,N.Y.C.,61761,29.75,2.33,0,1
7/12/24 7:00,EDT,N.Y.C.,61761,32.7,2.81,0,1
7/12/24 8:00,EDT,N.Y.C.,61761,35.54,3.35,0,1
7/12/24 9:00,EDT,N.Y.C.,61761,40.39,3.81,-0.62,1
7/12/24 10:00,EDT,N.Y.C.,61761,41.73,3.96,-1.76,1
7/12/24 11:00,EDT,N.Y.C.,61761,42.43,3.96,0.02,1
7/12/24 12:00,EDT,N.Y.C.,61761,47.83,4.33,-4.53,1
7/12/24 13:00,EDT,N.Y.C.,61761,49.28,4.38,-4.02,1
7/12/24 14:00,EDT,N.Y.C.,61761,51.51,4.42,-2.49,1
7/12/24 15:00,EDT,N.Y.C.,61761,57.78,4.61,-3.07,1
7/12/24 16:00,EDT,N.Y.C.,61761,65.49,4.74,-7.46,1
7/12/24 17:00,EDT,N.Y.C.,61761,63.02,4.53,-0.41,1
7/12/24 18:00,EDT,N.Y.C.,61761,58.44,4.08,-2.08,1
7/12/24 19:00,EDT,N.Y.C.,61761,53.01,3.57,-2.46,1
7/12/24 20:00,EDT,N.Y.C.,61761,46.66,3.39,0.14,1
7/12/24 21:00,EDT,N.Y.C.,61761,42.81,3.32,0.03,1
7/12/24 22:00,EDT,N.Y.C.,61761,38.91,3.06,-0.62,1
7/12/24 23:00,EDT,N.Y.C.,61761,36.05,2.84,-1.71,1
7/13/24 0:00,EDT,N.Y.C.,61761,33.26,2.77,0,1
7/13/24 1:00,EDT,N.Y.C.,61761,29.99,2.38,0,1
7/13/24 2:00,EDT,N.Y.C.,61761,28.03,2.17,0,1
7/13/24 3:00,EDT,N.Y.C.,61761,27.36,2.07,0,1
7/13/24 4:00,EDT,N.Y.C.,61761,26.65,1.95,0,1
7/13/24 5:00,EDT,N.Y.C.,61761,26.26,1.85,0,1
7/13/24 6:00,EDT,N.Y.C.,61761,27.13,2.03,0,1
7/13/24 7:00,EDT,N.Y.C.,61761,27.89,2.23,0,1
7/13/24 8:00,EDT,N.Y.C.,61761,30.64,2.71,0,1
7/13/24 9:00,EDT,N.Y.C.,61761,37.03,3.37,0,1
7/13/24 10:00,EDT,N.Y.C.,61761,38.28,3.42,0,1
7/13/24 11:00,EDT,N.Y.C.,61761,39.04,3.29,0,1
7/13/24 12:00,EDT,N.Y.C.,61761,40.94,3.55,0,1
7/13/24 13:00,EDT,N.Y.C.,61761,41.94,3.46,0,1
7/13/24 14:00,EDT,N.Y.C.,61761,44.45,3.71,0.06,1
7/13/24 15:00,EDT,N.Y.C.,61761,49.26,4.29,0.2,1
7/13/24 16:00,EDT,N.Y.C.,61761,54.8,4.74,0.36,1
7/13/24 17:00,EDT,N.Y.C.,61761,59.7,5.07,0.5,1
7/13/24 18:00,EDT,N.Y.C.,61761,57.87,4.62,0.45,1
7/13/24 19:00,EDT,N.Y.C.,61761,54.91,3.95,0.37,1
7/13/24 20:00,EDT,N.Y.C.,61761,45.07,2.99,0.09,1
7/13/24 21:00,EDT,N.Y.C.,61761,42.61,2.98,0.03,1
7/13/24 22:00,EDT,N.Y.C.,61761,38.94,2.98,0,1
7/13/24 23:00,EDT,N.Y.C.,61761,36.71,3.03,0,1
7/14/24 0:00,EDT,N.Y.C.,61761,33.33,2.86,0,1
7/14/24 1:00,EDT,N.Y.C.,61761,31.22,2.58,0,1
7/14/24 2:00,EDT,N.Y.C.,61761,28.33,2.36,0,1
7/14/24 3:00,EDT,N.Y.C.,61761,27.18,2.15,0,1
7/14/24 4:00,EDT,N.Y.C.,61761,26.7,2.09,0,1
7/14/24 5:00,EDT,N.Y.C.,61761,26.26,2.01,0,1
7/14/24 6:00,EDT,N.Y.C.,61761,26.18,2.12,0,1
7/14/24 7:00,EDT,N.Y.C.,61761,26.91,2.24,0,1
7/14/24 8:00,EDT,N.Y.C.,61761,28.43,2.61,0,1
7/14/24 9:00,EDT,N.Y.C.,61761,31.15,2.91,0,1
7/14/24 10:00,EDT,N.Y.C.,61761,35.06,3.53,0,1
7/14/24 11:00,EDT,N.Y.C.,61761,39.39,3.74,0,1
7/14/24 12:00,EDT,N.Y.C.,61761,43.36,3.51,0,1
7/14/24 13:00,EDT,N.Y.C.,61761,45.15,3.35,0,1
7/14/24 14:00,EDT,N.Y.C.,61761,48.84,3.71,0.1,1
7/14/24 15:00,EDT,N.Y.C.,61761,59.15,4.78,0,1
7/14/24 16:00,EDT,N.Y.C.,61761,64.85,5,-0.36,1
7/14/24 17:00,EDT,N.Y.C.,61761,74.91,5.65,-0.4,1
7/14/24 18:00,EDT,N.Y.C.,61761,79.24,5.5,0.61,1
7/14/24 19:00,EDT,N.Y.C.,61761,72.37,4.68,0.15,1
7/14/24 20:00,EDT,N.Y.C.,61761,60.08,3.94,-0.58,1
7/14/24 21:00,EDT,N.Y.C.,61761,48.09,3.49,0.09,1
7/14/24 22:00,EDT,N.Y.C.,61761,42.24,3.67,0,1
7/14/24 23:00,EDT,N.Y.C.,61761,38.67,3.51,0,1
7/15/24 0:00,EDT,N.Y.C.,61761,39.48,3.66,0,1
7/15/24 1:00,EDT,N.Y.C.,61761,34.28,3.12,0,1
7/15/24 2:00,EDT,N.Y.C.,61761,30.79,2.75,0,1
7/15/24 3:00,EDT,N.Y.C.,61761,29.23,2.51,0,1
7/15/24 4:00,EDT,N.Y.C.,61761,29.67,2.45,0,1
7/15/24 5:00,EDT,N.Y.C.,61761,31.61,2.61,0,1
7/15/24 6:00,EDT,N.Y.C.,61761,36.17,2.93,0,1
7/15/24 7:00,EDT,N.Y.C.,61761,40.27,3.86,0,1
7/15/24 8:00,EDT,N.Y.C.,61761,42.89,4.25,0,1
7/15/24 9:00,EDT,N.Y.C.,61761,48.87,4.17,0.1,1
7/15/24 10:00,EDT,N.Y.C.,61761,59.59,5.25,0.35,1
7/15/24 11:00,EDT,N.Y.C.,61761,67.26,5.68,0.14,1
7/15/24 12:00,EDT,N.Y.C.,61761,74.49,5.96,0.05,1
7/15/24 13:00,EDT,N.Y.C.,61761,78.32,6.67,0.04,1
7/15/24 14:00,EDT,N.Y.C.,61761,84.54,7.08,-0.51,1
7/15/24 15:00,EDT,N.Y.C.,61761,159.59,14.24,-8.38,1
7/15/24 16:00,EDT,N.Y.C.,61761,164.77,14.81,-7.53,1
7/15/24 17:00,EDT,N.Y.C.,61761,166.5,13.4,-23.07,1
7/15/24 18:00,EDT,N.Y.C.,61761,158.04,11.95,-30.11,1
7/15/24 19:00,EDT,N.Y.C.,61761,122.75,8.32,-24.96,1
7/15/24 20:00,EDT,N.Y.C.,61761,74.49,4.22,-15.49,1
7/15/24 21:00,EDT,N.Y.C.,61761,70.72,4.91,-6.57,1
7/15/24 22:00,EDT,N.Y.C.,61761,59.59,5.06,-3.48,1
