Eastern Date Hour,Eastern Date Hour Time Zone,Zone Name,Zone PTID,DAM Zonal LBMP,DAM Zonal Losses,DAM Zonal Congestion,DAM Zonal Price Version
6/15/24 20:00,EDT,N.Y.C.,61761,30.77,2.62,0,1
6/15/24 21:00,EDT,N.Y.C.,61761,28.16,2.13,0,1
6/15/24 22:00,EDT,N.Y.C.,61761,27.07,2.03,0,1
6/15/24 23:00,EDT,N.Y.C.,61761,25.17,1.67,0,1
6/16/24 0:00,EDT,N.Y.C.,61761,22.27,1.46,0,1
6/16/24 1:00,EDT,N.Y.C.,61761,22.22,1.59,0,1
6/16/24 2:00,EDT,N.Y.C.,61761,19.68,1.39,0,1
6/16/24 3:00,EDT,N.Y.C.,61761,18.18,1.25,0,1
6/16/24 4:00,EDT,N.Y.C.,61761,17.51,1.24,0,1
6/16/24 5:00,EDT,N.Y.C.,61761,18.04,1.16,0,1
6/16/24 6:00,EDT,N.Y.C.,61761,17.49,1.11,0,1
6/16/24 7:00,EDT,N.Y.C.,61761,17.57,1.12,0,1
6/16/24 8:00,EDT,N.Y.C.,61761,16.83,1.14,0,1
6/16/24 9:00,EDT,N.Y.C.,61761,17.16,1.2,0,1
6/16/24 10:00,EDT,N.Y.C.,61761,17.4,1.29,0,1
6/16/24 11:00,EDT,N.Y.C.,61761,18.8,1.41,0,1
6/16/24 12:00,EDT,N.Y.C.,61761,20.15,1.56,0,1
6/16/24 13:00,EDT,N.Y.C.,61761,21.53,1.61,0,1
6/16/24 14:00,EDT,N.Y.C.,61761,22.66,1.54,0,1
6/16/24 15:00,EDT,N.Y.C.,61761,23.01,1.72,0,1
6/16/24 16:00,EDT,N.Y.C.,61761,26.16,2,0,1
6/16/24 17:00,EDT,N.Y.C.,61761,30.87,2.34,0,1
6/16/24 18:00,EDT,N.Y.C.,61761,34.01,2.43,0,1
6/16/24 19:00,EDT,N.Y.C.,61761,32.52,2.3,0,1
6/16/24 20:00,EDT,N.Y.C.,61761,30.57,2.24,0,1
6/16/24 21:00,EDT,N.Y.C.,61761,26.52,1.69,0,1
6/16/24 22:00,EDT,N.Y.C.,61761,24.55,1.67,0,1
6/16/24 23:00,EDT,N.Y.C.,61761,23.25,1.64,0,1
6/17/24 0:00,EDT,N.Y.C.,61761,22.52,1.51,0,1
6/17/24 1:00,EDT,N.Y.C.,61761,21.06,1.45,0,1
6/17/24 2:00,EDT,N.Y.C.,61761,18.63,1.27,0,1
6/17/24 3:00,EDT,N.Y.C.,61761,17.89,1.15,0,1
6/17/24 4:00,EDT,N.Y.C.,61761,17.86,1.15,0,1
6/17/24 5:00,EDT,N.Y.C.,61761,20.24,1.27,0,1
6/17/24 6:00,EDT,N.Y.C.,61761,22.88,1.42,0,1
6/17/24 7:00,EDT,N.Y.C.,61761,26,1.93,0,1
6/17/24 8:00,EDT,N.Y.C.,61761,27.78,2.18,0,1
6/17/24 9:00,EDT,N.Y.C.,61761,29.05,2.25,0,1
6/17/24 10:00,EDT,N.Y.C.,61761,32.25,2.5,0,1
6/17/24 11:00,EDT,N.Y.C.,61761,33.97,2.52,0,1
6/17/24 12:00,EDT,N.Y.C.,61761,38.26,2.87,0,1
6/17/24 13:00,EDT,N.Y.C.,61761,40.87,2.89,0,1
6/17/24 14:00,EDT,N.Y.C.,61761,42.85,2.76,0,1
6/17/24 15:00,EDT,N.Y.C.,61761,45.39,2.65,0,1
6/17/24 16:00,EDT,N.Y.C.,61761,55.22,3.08,0,1
6/17/24 17:00,EDT,N.Y.C.,61761,70.51,3.58,-1.83,1
6/17/24 18:00,EDT,N.Y.C.,61761,70.51,3.09,-1.65,1
6/17/24 19:00,EDT,N.Y.C.,61761,60.6,2.44,-0.08,1
6/17/24 20:00,EDT,N.Y.C.,61761,52.26,3.01,0.17,1
6/17/24 21:00,EDT,N.Y.C.,61761,42.74,2.07,0,1
6/17/24 22:00,EDT,N.Y.C.,61761,40.7,2.56,0,1
6/17/24 23:00,EDT,N.Y.C.,61761,34.47,2.41,0,1
6/18/24 0:00,EDT,N.Y.C.,61761,35.96,2.51,0,1
6/18/24 1:00,EDT,N.Y.C.,61761,31.74,2.1,0,1
6/18/24 2:00,EDT,N.Y.C.,61761,29.34,1.79,0,1
6/18/24 3:00,EDT,N.Y.C.,61761,28.13,1.59,0,1
6/18/24 4:00,EDT,N.Y.C.,61761,28.13,1.57,0,1
6/18/24 5:00,EDT,N.Y.C.,61761,28.89,1.64,0,1
6/18/24 6:00,EDT,N.Y.C.,61761,32.29,2.14,0,1
6/18/24 7:00,EDT,N.Y.C.,61761,35.12,2.45,0,1
6/18/24 8:00,EDT,N.Y.C.,61761,38.78,3.17,0,1
6/18/24 9:00,EDT,N.Y.C.,61761,43.17,3.49,0,1
6/18/24 10:00,EDT,N.Y.C.,61761,49.85,3.04,0,1
6/18/24 11:00,EDT,N.Y.C.,61761,57.54,3.37,0.15,1
6/18/24 12:00,EDT,N.Y.C.,61761,64.72,3.14,0.12,1
6/18/24 13:00,EDT,N.Y.C.,61761,70.49,4.01,1.42,1
6/18/24 14:00,EDT,N.Y.C.,61761,77.37,4.13,3.35,1
6/18/24 15:00,EDT,N.Y.C.,61761,82.37,4.9,4.13,1
6/18/24 16:00,EDT,N.Y.C.,61761,106.53,6.81,5.17,1
6/18/24 17:00,EDT,N.Y.C.,61761,124.09,7.14,6.13,1
6/18/24 18:00,EDT,N.Y.C.,61761,118.33,6.96,10.78,1
6/18/24 19:00,EDT,N.Y.C.,61761,99,5.31,10.5,1
6/18/24 20:00,EDT,N.Y.C.,61761,86.98,4.56,7.08,1
6/18/24 21:00,EDT,N.Y.C.,61761,66.46,2.77,2.36,1
6/18/24 22:00,EDT,N.Y.C.,61761,53.31,2.93,0.09,1
6/18/24 23:00,EDT,N.Y.C.,61761,46.15,3.06,0,1
6/19/24 0:00,EDT,N.Y.C.,61761,40.07,3.1,0,1
6/19/24 1:00,EDT,N.Y.C.,61761,37.05,2.68,0,1
6/19/24 2:00,EDT,N.Y.C.,61761,35.49,2.1,0,1
6/19/24 3:00,EDT,N.Y.C.,61761,33.19,2.17,0,1
6/19/24 4:00,EDT,N.Y.C.,61761,34.47,2.13,0,1
6/19/24 5:00,EDT,N.Y.C.,61761,35.35,2,0,1
6/19/24 6:00,EDT,N.Y.C.,61761,37.05,2.71,0,1
6/19/24 7:00,EDT,N.Y.C.,61761,40.71,3.02,0,1
6/19/24 8:00,EDT,N.Y.C.,61761,44.24,3.5,0,1
6/19/24 9:00,EDT,N.Y.C.,61761,50.1,3.72,0.15,1
6/19/24 10:00,EDT,N.Y.C.,61761,58.94,3.72,0.36,1
6/19/24 11:00,EDT,N.Y.C.,61761,67.01,3.67,1,1
6/19/24 12:00,EDT,N.Y.C.,61761,69.86,3.86,1.73,1
6/19/24 13:00,EDT,N.Y.C.,61761,74.16,4.45,3.17,1
6/19/24 14:00,EDT,N.Y.C.,61761,81.22,5.15,1.96,1
6/19/24 15:00,EDT,N.Y.C.,61761,87.87,5.85,2.78,1
6/19/24 16:00,EDT,N.Y.C.,61761,115.07,7.43,0.11,1
6/19/24 17:00,EDT,N.Y.C.,61761,138.55,8.5,-1.3,1
6/19/24 18:00,EDT,N.Y.C.,61761,118.89,6.53,-1.62,1
6/19/24 19:00,EDT,N.Y.C.,61761,100.79,4.03,-10.99,1
6/19/24 20:00,EDT,N.Y.C.,61761,89.33,3.69,-8.84,1
6/19/24 21:00,EDT,N.Y.C.,61761,68.98,3.24,-5.63,1
6/19/24 22:00,EDT,N.Y.C.,61761,60.22,3.92,-1.08,1
6/19/24 23:00,EDT,N.Y.C.,61761,54.62,3.83,0.25,1
6/20/24 0:00,EDT,N.Y.C.,61761,38.39,2.88,0,1
6/20/24 1:00,EDT,N.Y.C.,61761,34.34,2.04,0,1
6/20/24 2:00,EDT,N.Y.C.,61761,33.46,1.95,0,1
6/20/24 3:00,EDT,N.Y.C.,61761,32.05,1.61,0,1
6/20/24 4:00,EDT,N.Y.C.,61761,32.1,1.61,0,1
6/20/24 5:00,EDT,N.Y.C.,61761,32.24,1.62,0,1
6/20/24 6:00,EDT,N.Y.C.,61761,31.07,1.7,0,1
6/20/24 7:00,EDT,N.Y.C.,61761,41.81,3.03,0,1
6/20/24 8:00,EDT,N.Y.C.,61761,43.36,3.43,0,1
6/20/24 9:00,EDT,N.Y.C.,61761,50.66,3.68,0.18,1
6/20/24 10:00,EDT,N.Y.C.,61761,59.57,3.45,0.43,1
6/20/24 11:00,EDT,N.Y.C.,61761,69.03,3.63,0.67,1
6/20/24 12:00,EDT,N.Y.C.,61761,74.5,4.4,0.78,1
6/20/24 13:00,EDT,N.Y.C.,61761,84.93,5.01,0.78,1
6/20/24 14:00,EDT,N.Y.C.,61761,97.37,6.16,0.77,1
6/20/24 15:00,EDT,N.Y.C.,61761,108.37,7.24,-0.56,1
6/20/24 16:00,EDT,N.Y.C.,61761,139,11.01,-1.38,1
6/20/24 17:00,EDT,N.Y.C.,61761,157.81,12.56,-0.75,1
6/20/24 18:00,EDT,N.Y.C.,61761,135,9.98,-0.26,1
6/20/24 19:00,EDT,N.Y.C.,61761,99.72,6.72,-0.88,1
6/20/24 20:00,EDT,N.Y.C.,61761,82.64,5.27,-2.03,1
6/20/24 21:00,EDT,N.Y.C.,61761,74.74,4.58,-1.86,1
6/20/24 22:00,EDT,N.Y.C.,61761,53.39,3.42,0.25,1
6/20/24 23:00,EDT,N.Y.C.,61761,47.3,3.63,0.09,1
6/21/24 0:00,EDT,N.Y.C.,61761,39.79,3.25,0,1
6/21/24 1:00,EDT,N.Y.C.,61761,37.21,2.85,0,1
6/21/24 2:00,EDT,N.Y.C.,61761,34.25,2.18,0,1
6/21/24 3:00,EDT,N.Y.C.,61761,33.38,2.01,0,1
6/21/24 4:00,EDT,N.Y.C.,61761,32.44,2.01,0,1
6/21/24 5:00,EDT,N.Y.C.,61761,33.67,1.97,0,1
6/21/24 6:00,EDT,N.Y.C.,61761,36.83,2.63,0,1
6/21/24 7:00,EDT,N.Y.C.,61761,41.2,3.47,0,1
6/21/24 8:00,EDT,N.Y.C.,61761,45.76,4.13,0.05,1
6/21/24 9:00,EDT,N.Y.C.,61761,51.56,4.4,0.2,1
6/21/24 10:00,EDT,N.Y.C.,61761,54.87,4.78,0.23,1
6/21/24 11:00,EDT,N.Y.C.,61761,65.28,5.8,-2.03,1
6/21/24 12:00,EDT,N.Y.C.,61761,69.7,6.71,-0.89,1
6/21/24 13:00,EDT,N.Y.C.,61761,74.74,7.28,-0.11,1
6/21/24 14:00,EDT,N.Y.C.,61761,81.89,8.51,0.6,1
6/21/24 15:00,EDT,N.Y.C.,61761,100.07,10.7,-3.05,1
6/21/24 16:00,EDT,N.Y.C.,61761,105.42,11.01,0.6,1
6/21/24 17:00,EDT,N.Y.C.,61761,124.93,12.84,0.59,1
6/21/24 18:00,EDT,N.Y.C.,61761,109.04,10.73,0.15,1
6/21/24 19:00,EDT,N.Y.C.,61761,79.04,6.97,0.58,1
6/21/24 20:00,EDT,N.Y.C.,61761,69.47,6.07,-0.77,1
6/21/24 21:00,EDT,N.Y.C.,61761,73.63,5.02,-12.24,1
6/21/24 22:00,EDT,N.Y.C.,61761,56.39,4.63,-3.01,1
6/21/24 23:00,EDT,N.Y.C.,61761,44.32,3.9,-1.04,1
6/22/24 0:00,EDT,N.Y.C.,61761,39.89,2.93,-3.24,1
6/22/24 1:00,EDT,N.Y.C.,61761,32.04,2.54,-0.01,1
6/22/24 2:00,EDT,N.Y.C.,61761,29.97,2.3,0,1
6/22/24 3:00,EDT,N.Y.C.,61761,29.58,2.16,0,1
6/22/24 4:00,EDT,N.Y.C.,61761,29.32,2.02,0,1
6/22/24 5:00,EDT,N.Y.C.,61761,29.38,2.05,0,1
6/22/24 6:00,EDT,N.Y.C.,61761,29.46,2.23,0,1
6/22/24 7:00,EDT,N.Y.C.,61761,29.89,2.47,0,1
6/22/24 8:00,EDT,N.Y.C.,61761,33.74,2.87,0,1
6/22/24 9:00,EDT,N.Y.C.,61761,39.59,3.2,-3.01,1
6/22/24 10:00,EDT,N.Y.C.,61761,42.39,3.9,-3.32,1
6/22/24 11:00,EDT,N.Y.C.,61761,44.04,4.24,-2.56,1
6/22/24 12:00,EDT,N.Y.C.,61761,46.59,4.68,-1.16,1
6/22/24 13:00,EDT,N.Y.C.,61761,52.18,4.63,-6.55,1
6/22/24 14:00,EDT,N.Y.C.,61761,55,4.83,-7.76,1
6/22/24 15:00,EDT,N.Y.C.,61761,61,5.87,-6.59,1
6/22/24 16:00,EDT,N.Y.C.,61761,65.39,6.44,-5.25,1
6/22/24 17:00,EDT,N.Y.C.,61761,81,6.94,-12.65,1
6/22/24 18:00,EDT,N.Y.C.,61761,81,6.53,-14.07,1
6/22/24 19:00,EDT,N.Y.C.,61761,59.12,4.99,-4.7,1
6/22/24 20:00,EDT,N.Y.C.,61761,52.17,4.28,-5.47,1
6/22/24 21:00,EDT,N.Y.C.,61761,48.47,4.11,-6.3,1
6/22/24 22:00,EDT,N.Y.C.,61761,41.6,3.81,-2.52,1
6/22/24 23:00,EDT,N.Y.C.,61761,37.25,3.06,-2.69,1
6/23/24 0:00,EDT,N.Y.C.,61761,34.29,3.12,-0.02,1
6/23/24 1:00,EDT,N.Y.C.,61761,29.91,2.49,0,1
6/23/24 2:00,EDT,N.Y.C.,61761,29.08,2.28,0,1
6/23/24 3:00,EDT,N.Y.C.,61761,28.28,2.24,0,1
6/23/24 4:00,EDT,N.Y.C.,61761,28.15,2.23,0,1
6/23/24 5:00,EDT,N.Y.C.,61761,27.47,2.13,0,1
6/23/24 6:00,EDT,N.Y.C.,61761,27.88,2.18,0,1
6/23/24 7:00,EDT,N.Y.C.,61761,29.04,2.35,0,1
6/23/24 8:00,EDT,N.Y.C.,61761,29.9,2.54,0,1
6/23/24 9:00,EDT,N.Y.C.,61761,35.61,3.1,-4.34,1
6/23/24 10:00,EDT,N.Y.C.,61761,41.01,3.91,-3.96,1
6/23/24 11:00,EDT,N.Y.C.,61761,50,4.08,-11.65,1
6/23/24 12:00,EDT,N.Y.C.,61761,52.14,4.54,-12.44,1
6/23/24 13:00,EDT,N.Y.C.,61761,55,4.96,-11.87,1
6/23/24 14:00,EDT,N.Y.C.,61761,56.56,5.07,-12.45,1
6/23/24 15:00,EDT,N.Y.C.,61761,58.48,4.9,-15.58,1
6/23/24 16:00,EDT,N.Y.C.,61761,61.62,5.88,-9.85,1
6/23/24 17:00,EDT,N.Y.C.,61761,64,6.8,-3.25,1
6/23/24 18:00,EDT,N.Y.C.,61761,63.85,6.81,-2.59,1
6/23/24 19:00,EDT,N.Y.C.,61761,57.76,5.92,-3.72,1
6/23/24 20:00,EDT,N.Y.C.,61761,52.46,5.03,-4.74,1
6/23/24 21:00,EDT,N.Y.C.,61761,50.58,4.99,-4.98,1
6/23/24 22:00,EDT,N.Y.C.,61761,43.59,4.22,-3.85,1
6/23/24 23:00,EDT,N.Y.C.,61761,40.15,3.71,-2.43,1
6/24/24 0:00,EDT,N.Y.C.,61761,32.28,3.13,-0.23,1
6/24/24 1:00,EDT,N.Y.C.,61761,29.85,2.56,0,1
6/24/24 2:00,EDT,N.Y.C.,61761,28.03,2.36,0,1
6/24/24 3:00,EDT,N.Y.C.,61761,27,2.27,0,1
6/24/24 4:00,EDT,N.Y.C.,61761,26.69,2.2,0,1
6/24/24 5:00,EDT,N.Y.C.,61761,28.28,2.17,0,1
6/24/24 6:00,EDT,N.Y.C.,61761,31.38,2.7,0,1
6/24/24 7:00,EDT,N.Y.C.,61761,35.07,3.19,0,1
6/24/24 8:00,EDT,N.Y.C.,61761,37.51,3.66,0,1
6/24/24 9:00,EDT,N.Y.C.,61761,40.45,3.74,-2.97,1
6/24/24 10:00,EDT,N.Y.C.,61761,42.63,4.1,-4.06,1
6/24/24 11:00,EDT,N.Y.C.,61761,44.45,4.05,-6.03,1
6/24/24 12:00,EDT,N.Y.C.,61761,46.25,4.35,-6.84,1
6/24/24 13:00,EDT,N.Y.C.,61761,46.3,4.6,-5.21,1
6/24/24 14:00,EDT,N.Y.C.,61761,47.09,4.61,-5.88,1
6/24/24 15:00,EDT,N.Y.C.,61761,47.96,5.02,-4,1
6/24/24 16:00,EDT,N.Y.C.,61761,56.68,5.84,-4.51,1
6/24/24 17:00,EDT,N.Y.C.,61761,63.77,5.81,-9.14,1
6/24/24 18:00,EDT,N.Y.C.,61761,55.02,5.22,-4.01,1
6/24/24 19:00,EDT,N.Y.C.,61761,52.02,4.74,-6.01,1
6/24/24 20:00,EDT,N.Y.C.,61761,45.77,4.45,-0.15,1
6/24/24 21:00,EDT,N.Y.C.,61761,41.47,3.85,-1.98,1
6/24/24 22:00,EDT,N.Y.C.,61761,39.63,3.3,-2.67,1
6/24/24 23:00,EDT,N.Y.C.,61761,36.77,2.86,-3.88,1
6/25/24 0:00,EDT,N.Y.C.,61761,27.54,1.73,0,1
6/25/24 1:00,EDT,N.Y.C.,61761,25.61,1.61,0,1
6/25/24 2:00,EDT,N.Y.C.,61761,23.24,1.42,0,1
6/25/24 3:00,EDT,N.Y.C.,61761,22.46,1.33,0,1
6/25/24 4:00,EDT,N.Y.C.,61761,22.2,1.32,0,1
6/25/24 5:00,EDT,N.Y.C.,61761,23.23,1.44,0,1
6/25/24 6:00,EDT,N.Y.C.,61761,26.12,1.55,0,1
6/25/24 7:00,EDT,N.Y.C.,61761,28.05,1.93,0,1
6/25/24 8:00,EDT,N.Y.C.,61761,29.15,2.13,0,1
6/25/24 9:00,EDT,N.Y.C.,61761,29.82,2.26,0,1
6/25/24 10:00,EDT,N.Y.C.,61761,32.25,2.75,-0.89,1
6/25/24 11:00,EDT,N.Y.C.,61761,38.93,3.05,-5.09,1
6/25/24 12:00,EDT,N.Y.C.,61761,39.39,3.45,-2.12,1
6/25/24 13:00,EDT,N.Y.C.,61761,42.2,3.68,-4.46,1
6/25/24 14:00,EDT,N.Y.C.,61761,44.47,4.05,-6.08,1
6/25/24 15:00,EDT,N.Y.C.,61761,56.02,4.77,-14.25,1
6/25/24 16:00,EDT,N.Y.C.,61761,52.77,5.39,-5.28,1
6/25/24 17:00,EDT,N.Y.C.,61761,57.66,5.84,-3.54,1
6/25/24 18:00,EDT,N.Y.C.,61761,55.63,5.22,-4.6,1
6/25/24 19:00,EDT,N.Y.C.,61761,51.07,4.63,-4.77,1
6/25/24 20:00,EDT,N.Y.C.,61761,51.23,4.54,-7.53,1
6/25/24 21:00,EDT,N.Y.C.,61761,41.2,3.53,-2.07,1
6/25/24 22:00,EDT,N.Y.C.,61761,39.39,3.14,-2.12,1
6/25/24 23:00,EDT,N.Y.C.,61761,32.27,2.5,0,1
6/26/24 0:00,EDT,N.Y.C.,61761,30.93,2.53,0,1
6/26/24 1:00,EDT,N.Y.C.,61761,28.16,2.13,0,1
6/26/24 2:00,EDT,N.Y.C.,61761,26.12,2.02,0,1
6/26/24 3:00,EDT,N.Y.C.,61761,25.73,1.97,0,1
6/26/24 4:00,EDT,N.Y.C.,61761,25.74,1.95,0,1
6/26/24 5:00,EDT,N.Y.C.,61761,26.06,1.91,0,1
6/26/24 6:00,EDT,N.Y.C.,61761,28.68,2.03,0,1
6/26/24 7:00,EDT,N.Y.C.,61761,32.15,2.46,0,1
6/26/24 8:00,EDT,N.Y.C.,61761,34.72,2.84,0,1
6/26/24 9:00,EDT,N.Y.C.,61761,39.67,3.55,-2.03,1
6/26/24 10:00,EDT,N.Y.C.,61761,45.1,4.17,-4.68,1
6/26/24 11:00,EDT,N.Y.C.,61761,46.9,4.44,-5.17,1
6/26/24 12:00,EDT,N.Y.C.,61761,49.51,4.85,-4.53,1
6/26/24 13:00,EDT,N.Y.C.,61761,54.54,5.13,-4.36,1
6/26/24 14:00,EDT,N.Y.C.,61761,54.63,5.29,-3.27,1
6/26/24 15:00,EDT,N.Y.C.,61761,68.02,6.04,-10.8,1
6/26/24 16:00,EDT,N.Y.C.,61761,68.12,6.46,-7.32,1
6/26/24 17:00,EDT,N.Y.C.,61761,69.9,7.23,-0.35,1
6/26/24 18:00,EDT,N.Y.C.,61761,68,6.65,-4,1
6/26/24 19:00,EDT,N.Y.C.,61761,66.26,5.37,-12.1,1
6/26/24 20:00,EDT,N.Y.C.,61761,47.02,4.28,0.01,1
6/26/24 21:00,EDT,N.Y.C.,61761,43.22,4.08,-1.05,1
6/26/24 22:00,EDT,N.Y.C.,61761,40.01,3.48,-1.76,1
6/26/24 23:00,EDT,N.Y.C.,61761,37.04,2.89,-3.1,1
6/27/24 0:00,EDT,N.Y.C.,61761,28.51,2.47,0,1
6/27/24 1:00,EDT,N.Y.C.,61761,26.74,2.22,-0.08,1
6/27/24 2:00,EDT,N.Y.C.,61761,25.09,2.03,-0.27,1
6/27/24 3:00,EDT,N.Y.C.,61761,23.35,1.87,0,1
6/27/24 4:00,EDT,N.Y.C.,61761,23.23,1.8,0,1
6/27/24 5:00,EDT,N.Y.C.,61761,23.66,1.83,0,1
6/27/24 6:00,EDT,N.Y.C.,61761,27.57,2.18,0,1
6/27/24 7:00,EDT,N.Y.C.,61761,28.16,2.25,0,1
6/27/24 8:00,EDT,N.Y.C.,61761,29.28,2.44,0,1
6/27/24 9:00,EDT,N.Y.C.,61761,29.98,2.65,0,1
6/27/24 10:00,EDT,N.Y.C.,61761,32.32,2.89,-1.91,1
6/27/24 11:00,EDT,N.Y.C.,61761,32.32,2.77,-2.87,1
6/27/24 12:00,EDT,N.Y.C.,61761,38.34,2.79,-8.71,1
6/27/24 13:00,EDT,N.Y.C.,61761,36.93,3.01,-6.02,1
6/27/24 14:00,EDT,N.Y.C.,61761,39.64,3.31,-6.78,1
6/27/24 15:00,EDT,N.Y.C.,61761,45.06,3.66,-9.53,1
6/27/24 16:00,EDT,N.Y.C.,61761,46.24,4.15,-6.01,1
6/27/24 17:00,EDT,N.Y.C.,61761,47.13,4.97,-1.78,1
6/27/24 18:00,EDT,N.Y.C.,61761,45.22,4.72,-0.84,1
6/27/24 19:00,EDT,N.Y.C.,61761,41.69,4.13,-1.6,1
6/27/24 20:00,EDT,N.Y.C.,61761,39.77,3.44,-2.67,1
6/27/24 21:00,EDT,N.Y.C.,61761,32.32,2.77,-1.31,1
6/27/24 22:00,EDT,N.Y.C.,61761,32.32,2.72,-1.58,1
6/27/24 23:00,EDT,N.Y.C.,61761,28.15,2.56,0,1
6/28/24 0:00,EDT,N.Y.C.,61761,26.95,1.83,0,1
6/28/24 1:00,EDT,N.Y.C.,61761,24.16,1.45,0,1
6/28/24 2:00,EDT,N.Y.C.,61761,22.53,1.45,0,1
6/28/24 3:00,EDT,N.Y.C.,61761,21.47,1.37,0,1
6/28/24 4:00,EDT,N.Y.C.,61761,21.46,1.33,0,1
6/28/24 5:00,EDT,N.Y.C.,61761,21.95,1.38,0,1
6/28/24 6:00,EDT,N.Y.C.,61761,25.1,1.6,0,1
6/28/24 7:00,EDT,N.Y.C.,61761,25.5,1.73,0,1
6/28/24 8:00,EDT,N.Y.C.,61761,25.57,1.94,0,1
6/28/24 9:00,EDT,N.Y.C.,61761,25.25,1.78,-0.03,1
6/28/24 10:00,EDT,N.Y.C.,61761,25.25,1.91,0,1
6/28/24 11:00,EDT,N.Y.C.,61761,25.69,2.03,-0.03,1
6/28/24 12:00,EDT,N.Y.C.,61761,26.66,2.2,0,1
6/28/24 13:00,EDT,N.Y.C.,61761,27.79,2.36,-0.11,1
6/28/24 14:00,EDT,N.Y.C.,61761,28.11,2.63,-0.15,1
6/28/24 15:00,EDT,N.Y.C.,61761,29.99,2.73,-0.22,1
6/28/24 16:00,EDT,N.Y.C.,61761,36.14,3.24,-2,1
6/28/24 17:00,EDT,N.Y.C.,61761,38.67,3.66,-1.11,1
6/28/24 18:00,EDT,N.Y.C.,61761,38.46,3.33,-1.81,1
6/28/24 19:00,EDT,N.Y.C.,61761,37.53,3.17,-2.04,1
6/28/24 20:00,EDT,N.Y.C.,61761,32.44,2.71,0,1
6/28/24 21:00,EDT,N.Y.C.,61761,28.1,2.06,0,1
6/28/24 22:00,EDT,N.Y.C.,61761,26.81,1.85,0,1
6/28/24 23:00,EDT,N.Y.C.,61761,25.32,1.63,0,1
6/29/24 0:00,EDT,N.Y.C.,61761,24.87,1.31,-4.51,1
6/29/24 1:00,EDT,N.Y.C.,61761,22.17,1.03,-5.28,1
6/29/24 2:00,EDT,N.Y.C.,61761,19.72,1.06,-2.85,1
6/29/24 3:00,EDT,N.Y.C.,61761,18.88,1.03,-2.06,1
6/29/24 4:00,EDT,N.Y.C.,61761,19.01,1.04,-2.17,1
6/29/24 5:00,EDT,N.Y.C.,61761,18.27,1.06,-1.41,1
6/29/24 6:00,EDT,N.Y.C.,61761,19.78,1.06,-2.93,1
6/29/24 7:00,EDT,N.Y.C.,61761,20.42,1.2,-3.37,1
6/29/24 8:00,EDT,N.Y.C.,61761,21.34,1.5,-1.7,1
6/29/24 9:00,EDT,N.Y.C.,61761,23.17,1.76,-0.01,1
6/29/24 10:00,EDT,N.Y.C.,61761,23.98,1.92,0,1
6/29/24 11:00,EDT,N.Y.C.,61761,25.02,2.07,0,1
6/29/24 12:00,EDT,N.Y.C.,61761,25.87,2.22,0,1
6/29/24 13:00,EDT,N.Y.C.,61761,25.92,2.27,0,1
6/29/24 14:00,EDT,N.Y.C.,61761,26.37,2.46,0,1
6/29/24 15:00,EDT,N.Y.C.,61761,27.38,2.76,0,1
6/29/24 16:00,EDT,N.Y.C.,61761,34.35,3.02,-5.49,1
6/29/24 17:00,EDT,N.Y.C.,61761,38.05,3.04,-8.75,1
6/29/24 18:00,EDT,N.Y.C.,61761,37.05,3.01,-7.61,1
6/29/24 19:00,EDT,N.Y.C.,61761,35.33,2.82,-6.13,1
6/29/24 20:00,EDT,N.Y.C.,61761,32.39,2.76,-2.79,1
6/29/24 21:00,EDT,N.Y.C.,61761,30.2,2.54,-1.79,1
6/29/24 22:00,EDT,N.Y.C.,61761,27.3,2.32,0,1
6/29/24 23:00,EDT,N.Y.C.,61761,26.61,1.95,0,1
6/30/24 0:00,EDT,N.Y.C.,61761,29.44,2.42,-0.66,1
6/30/24 1:00,EDT,N.Y.C.,61761,26.72,2.03,-1.08,1
6/30/24 2:00,EDT,N.Y.C.,61761,26.37,1.8,-1.79,1
6/30/24 3:00,EDT,N.Y.C.,61761,25.25,1.5,-4.06,1
6/30/24 4:00,EDT,N.Y.C.,61761,23.63,1.38,-3.55,1
6/30/24 5:00,EDT,N.Y.C.,61761,23.63,1.39,-3.44,1
6/30/24 6:00,EDT,N.Y.C.,61761,24.45,1.46,-4.04,1
6/30/24 7:00,EDT,N.Y.C.,61761,25.1,1.53,-4.62,1
6/30/24 8:00,EDT,N.Y.C.,61761,26.83,2.05,-2.06,1
6/30/24 9:00,EDT,N.Y.C.,61761,28.02,2.14,-2.31,1
6/30/24 10:00,EDT,N.Y.C.,61761,28.89,2.35,-2.77,1
6/30/24 11:00,EDT,N.Y.C.,61761,30.68,2.57,-4.53,1
6/30/24 12:00,EDT,N.Y.C.,61761,34.87,2.69,-8.55,1
6/30/24 13:00,EDT,N.Y.C.,61761,34.64,2.73,-8.33,1
6/30/24 14:00,EDT,N.Y.C.,61761,39.33,2.77,-12.82,1
6/30/24 15:00,EDT,N.Y.C.,61761,42.18,2.56,-17.7,1
6/30/24 16:00,EDT,N.Y.C.,61761,53.35,2.79,-27.13,1
6/30/24 17:00,EDT,N.Y.C.,61761,52.62,2.91,-24.99,1
6/30/24 18:00,EDT,N.Y.C.,61761,48.76,2.98,-20.3,1
6/30/24 19:00,EDT,N.Y.C.,61761,44.94,2.89,-16.49,1
6/30/24 20:00,EDT,N.Y.C.,61761,43.86,2.74,-15.76,1
