n_der,scenarios,rho,eps,seed_count,centralized_expected_profit,admm_expected_profit,optimality_gap,relative_gap,centralized_runtime_seconds,admm_runtime_seconds,admm_iterations,communication_scalars,max_balance_error,mean_abs_balance_error,price_rmse,experiment_wall_seconds
10,100,1.0,1e-08,1,6137952.368386685,5968774.655208784,169177.71317790076,0.0275625653351832,7.560959699912928,292.3004103000276,200.0,9600000.0,0.9995893359336208,0.0286283517254053,28.787021714978334,300.2233631999697
30,100,1.0,1e-08,1,21204700.78427817,20327989.57966449,876711.2046136744,0.0413451344365913,26.96950500004459,862.3084676999133,200.0,28800000.0,1.711018344325009,0.0888178025636322,27.595921111334835,890.3237643000903
