centralized_expected_profit,admm_expected_profit,optimality_gap,relative_gap,centralized_runtime_seconds,admm_runtime_seconds,admm_iterations,admm_converged,communication_scalars,max_balance_error,mean_abs_balance_error,price_rmse,n_der,scenarios,seed,rho,eps,python_version,selected_files_json,experiment_wall_seconds
6137952.368386685,5968774.655208784,169177.71317790076,0.02756256533518325,7.560959699912928,292.3004103000276,200,False,9600000,0.9995893359336208,0.02862835172540533,28.787021714978334,10,100,1,1.0,1e-08,3.12.2,"[""1033.csv"", ""1818.csv"", ""2502.csv"", ""2503.csv"", ""2634.csv"", ""2698.csv"", ""2816.csv"", ""545.csv"", ""665.csv"", ""690.csv""]",300.22336319996975
21204700.78427817,20327989.579664495,876711.2046136744,0.041345134436591324,26.96950500004459,862.3084676999133,200,False,28800000,1.711018344325009,0.0888178025636322,27.595921111334835,30,100,1,1.0,1e-08,3.12.2,"[""1033.csv"", ""1818.csv"", ""2502.csv"", ""2503.csv"", ""2634.csv"", ""2698.csv"", ""2816.csv"", ""545.csv"", ""665.csv"", ""690.csv"", ""1034.csv"", ""1045.csv"", ""1085.csv"", ""1130.csv"", ""1137.csv"", ""1146.csv"", ""1149.csv"", ""1150.csv"", ""1155.csv"", ""1157.csv"", ""1161.csv"", ""1164.csv"", ""1182.csv"", ""1184.csv"", ""1395.csv"", ""1397.csv"", ""1404.csv"", ""1406.csv"", ""1665.csv"", ""1666.csv""]",890.3237643000903
