t,s,P_DA,P_RT,P_PN,P_IN
0,0,105.16499999999999,52.94090827057007,210.32999999999998,201.06209210296151
0,1,105.16499999999999,24.722253529111512,210.32999999999998,203.0633947927582
0,2,105.16499999999999,60.76288128927376,210.32999999999998,201.22680944796593
0,3,105.16499999999999,52.89462988981532,210.32999999999998,203.1445909684007
0,4,105.16499999999999,51.86553779491098,210.32999999999998,201.37021864515697
0,5,105.16499999999999,45.669966680939524,210.32999999999998,201.272827630735
0,6,105.16499999999999,37.020939402049656,210.32999999999998,201.16313924042316
0,7,105.16499999999999,65.55295194197751,210.32999999999998,201.9136086775844
0,8,105.16499999999999,43.558728862549565,210.32999999999998,203.63445866331503
0,9,105.16499999999999,41.29972910613256,210.32999999999998,201.0514529161098
0,10,105.16499999999999,65.68114409149369,210.32999999999998,201.1564161994778
0,11,105.16499999999999,59.35078214116214,210.32999999999998,201.5241526282797
0,12,105.16499999999999,32.19920031894104,210.32999999999998,201.64261222269596
0,13,105.16499999999999,58.2797557189909,210.32999999999998,203.12185769358763
0,14,105.16499999999999,35.63028388687251,210.32999999999998,201.11822519811088
0,15,105.16499999999999,76.98056917038635,210.32999999999998,201.16185155113993
0,16,105.16499999999999,81.7040037762904,210.32999999999998,201.40402480061624
0,17,105.16499999999999,56.948795683063395,210.32999999999998,203.14741355695506
0,18,105.16499999999999,81.19382662022821,210.32999999999998,203.2756353910008
0,19,105.16499999999999,28.418914460506297,210.32999999999998,203.12019299378355
0,20,105.16499999999999,57.70639148229192,210.32999999999998,201.02874519426473
0,21,105.16499999999999,27.430809491265272,210.32999999999998,200.99613055343272
0,22,105.16499999999999,52.39916129236104,210.32999999999998,201.2376919322092
0,23,105.16499999999999,29.580876829153546,210.32999999999998,201.34966111288765
0,24,105.16499999999999,31.688598828023267,210.32999999999998,201.4374421603478
0,25,105.16499999999999,64.00286095911879,210.32999999999998,203.17164664620378
0,26,105.16499999999999,38.491047968964786,210.32999999999998,201.01164974869823
0,27,105.16499999999999,30.29756352580762,210.32999999999998,203.11727891062623
0,28,105.16499999999999,38.098406859295224,210.32999999999998,203.12019832812874
0,29,105.16499999999999,47.01126128065628,210.32999999999998,202.12936121974488
0,30,105.16499999999999,55.12869771211622,210.32999999999998,202.32424047228213
0,31,105.16499999999999,36.82100533060945,210.32999999999998,203.10103444403725
0,32,105.16499999999999,67.00739780742772,210.32999999999998,201.24948117564298
0,33,105.16499999999999,56.18034446512081,210.32999999999998,201.42944456161476
0,34,105.16499999999999,57.70574668368876,210.32999999999998,203.0827725429848
0,35,105.16499999999999,49.561963306065365,210.32999999999998,201.29783174804135
0,36,105.16499999999999,77.5518879303063,210.32999999999998,201.3222462021284
0,37,105.16499999999999,62.85082910568765,210.32999999999998,203.2080650674842
0,38,105.16499999999999,34.10664451053754,210.32999999999998,203.12501783123577
0,39,105.16499999999999,71.16004924973868,210.32999999999998,203.1985260797876
0,40,105.16499999999999,89.31321704883744,210.32999999999998,201.15850186704813
0,41,105.16499999999999,57.345959984810925,210.32999999999998,203.19457576746882
0,42,105.16499999999999,84.1499980742657,210.32999999999998,201.22725177881895
0,43,105.16499999999999,46.44611340890329,210.32999999999998,202.09258603921154
0,44,105.16499999999999,61.96587160355518,210.32999999999998,203.1692435468923
0,45,105.16499999999999,52.359499093318504,210.32999999999998,201.3570868021467
0,46,105.16499999999999,52.99268157973986,210.32999999999998,202.70657197145573
0,47,105.16499999999999,76.37665601447586,210.32999999999998,201.2596427961924
0,48,105.16499999999999,59.795466643147805,210.32999999999998,201.378105180209
0,49,105.16499999999999,88.56941163985803,210.32999999999998,201.26524238449855
0,50,105.16499999999999,60.38754535158235,210.32999999999998,201.08369891127387
0,51,105.16499999999999,28.58747171755153,210.32999999999998,201.36509140898497
0,52,105.16499999999999,48.14780895612717,210.32999999999998,201.2652127186716
0,53,105.16499999999999,81.48897312895225,210.32999999999998,203.23633646823876
0,54,105.16499999999999,50.89575217001387,210.32999999999998,201.32886087661115
0,55,105.16499999999999,24.810070007780133,210.32999999999998,201.13204812100744
0,56,105.16499999999999,39.94752245232034,210.32999999999998,202.0067034597293
0,57,105.16499999999999,27.55865756375622,210.32999999999998,202.7384570384042
0,58,105.16499999999999,91.32954486102568,210.32999999999998,203.33816209450987
0,59,105.16499999999999,89.72811549103531,210.32999999999998,203.2812744030096
0,60,105.16499999999999,78.0075013709999,210.32999999999998,201.22361443893172
0,61,105.16499999999999,64.35187500029804,210.32999999999998,203.22027216421225
0,62,105.16499999999999,75.57845474167301,210.32999999999998,203.20936965020405
0,63,105.16499999999999,34.58331183144974,210.32999999999998,203.18857365857735
0,64,105.16499999999999,43.102389762068384,210.32999999999998,203.09970887522533
0,65,105.16499999999999,59.00153368009249,210.32999999999998,201.08523152646245
0,66,105.16499999999999,47.47906172315744,210.32999999999998,201.16082981888135
0,67,105.16499999999999,26.081527243150152,210.32999999999998,201.0346219311792
0,68,105.16499999999999,90.59332879809372,210.32999999999998,201.34789292362655
0,69,105.16499999999999,53.30975496890875,210.32999999999998,201.09803724068138
0,70,105.16499999999999,57.62067269717827,210.32999999999998,201.09588540153763
0,71,105.16499999999999,45.20247539774856,210.32999999999998,202.5675111306824
0,72,105.16499999999999,40.812349143888916,210.32999999999998,200.8275899277541
0,73,105.16499999999999,49.56177297917925,210.32999999999998,201.19565959984928
0,74,105.16499999999999,80.19294878540222,210.32999999999998,202.85398279053842
0,75,105.16499999999999,73.63700581459815,210.32999999999998,201.3296698218803
0,76,105.16499999999999,49.03332481993736,210.32999999999998,202.4770564060164
0,77,105.16499999999999,23.833934861454207,210.32999999999998,201.08083742654844
