t,s,P_DA,P_RT,P_PN,P_IN
0,0,105.16499999999999,51.63529854945126,210.32999999999998,203.13479877237364
0,1,105.16499999999999,72.50689599534103,210.32999999999998,201.2815109079479
0,2,105.16499999999999,22.946024487622996,210.32999999999998,201.71330174919908
0,3,105.16499999999999,43.74300703735172,210.32999999999998,201.34300985715618
0,4,105.16499999999999,33.03708145033073,210.32999999999998,203.11457268582856
0,5,105.16499999999999,29.29238452438687,210.32999999999998,203.0224941007412
0,6,105.16499999999999,35.755549998148304,210.32999999999998,203.08880428055085
0,7,105.16499999999999,46.71772920646047,210.32999999999998,203.1262005215146
0,8,105.16499999999999,50.24149394131282,210.32999999999998,200.85520193165172
0,9,105.16499999999999,60.01653726450732,210.32999999999998,201.08421629840439
0,10,105.16499999999999,51.784798634693445,210.32999999999998,201.54996574330895
0,11,105.16499999999999,70.09116480161049,210.32999999999998,201.22338610533495
0,12,105.16499999999999,37.00742532175529,210.32999999999998,202.70442941583718
0,13,105.16499999999999,83.36533239893103,210.32999999999998,203.25642354857624
0,14,105.16499999999999,24.82281632490357,210.32999999999998,200.89200400346442
0,15,105.16499999999999,69.07601453811358,210.32999999999998,202.44096285178497
0,16,105.16499999999999,51.654759118461804,210.32999999999998,202.96020024351566
0,17,105.16499999999999,61.384093557663704,210.32999999999998,202.9084933278667
0,18,105.16499999999999,32.59880543261792,210.32999999999998,200.88187429099494
0,19,105.16499999999999,36.5704011474972,210.32999999999998,200.87324831788322
0,20,105.16499999999999,78.04096016940855,210.32999999999998,203.27272147068567
0,21,105.16499999999999,89.5685528076665,210.32999999999998,201.2719896069512
0,22,105.16499999999999,44.50626989931699,210.32999999999998,203.12565455039353
0,23,105.16499999999999,70.57996185433696,210.32999999999998,201.2179189316039
0,24,105.16499999999999,83.2464014595545,210.32999999999998,203.13350266313114
0,25,105.16499999999999,84.50002968389077,210.32999999999998,201.3790437916752
0,26,105.16499999999999,28.790425458528226,210.32999999999998,201.32250250280467
0,27,105.16499999999999,25.625687724825987,210.32999999999998,201.08537043851115
0,28,105.16499999999999,34.62494272134066,210.32999999999998,201.19163962560575
0,29,105.16499999999999,83.36705737368554,210.32999999999998,201.63884192754705
0,30,105.16499999999999,29.705838260387743,210.32999999999998,201.83914275999183
0,31,105.16499999999999,51.9164483106169,210.32999999999998,202.52582933992142
0,32,105.16499999999999,88.85480607679057,210.32999999999998,203.28764595185893
0,33,105.16499999999999,59.627635842572424,210.32999999999998,201.25458219890504
0,34,105.16499999999999,70.54930489344048,210.32999999999998,201.1328637176318
0,35,105.16499999999999,44.65019210080399,210.32999999999998,203.13919426244294
0,36,105.16499999999999,70.17934553021637,210.32999999999998,201.2497305289513
0,37,105.16499999999999,80.37247004394824,210.32999999999998,203.23997991713884
0,38,105.16499999999999,24.19665180406045,210.32999999999998,203.06951060015456
0,39,105.16499999999999,74.5589309552299,210.32999999999998,201.13858400254668
0,40,105.16499999999999,90.98609721559103,210.32999999999998,201.60481345947838
0,41,105.16499999999999,74.42277049387323,210.32999999999998,203.22672754157875
0,42,105.16499999999999,42.23675615176247,210.32999999999998,203.1056045515154
0,43,105.16499999999999,77.25198583698156,210.32999999999998,202.71297454482777
0,44,105.16499999999999,30.041595905559973,210.32999999999998,201.02289657828786
0,45,105.16499999999999,53.759705676511594,210.32999999999998,201.11572332095977
0,46,105.16499999999999,85.46266414777278,210.32999999999998,201.70824345629543
0,47,105.16499999999999,43.14305336656256,210.32999999999998,200.92965801168486
0,48,105.16499999999999,42.741258815021894,210.32999999999998,201.08416057082178
0,49,105.16499999999999,31.88600002108814,210.32999999999998,200.82856571577304
0,50,105.16499999999999,24.270880623636412,210.32999999999998,200.98088655659794
0,51,105.16499999999999,69.65185551858703,210.32999999999998,201.04790696617337
0,52,105.16499999999999,37.50122869509699,210.32999999999998,203.12767016057566
0,53,105.16499999999999,41.211604224190864,210.32999999999998,201.14549089762278
0,54,105.16499999999999,56.76549610879072,210.32999999999998,201.75461849359374
0,55,105.16499999999999,26.610268654707596,210.32999999999998,203.06291156359796
0,56,105.16499999999999,62.44574772783763,210.32999999999998,203.2144768840609
0,57,105.16499999999999,33.03520172060299,210.32999999999998,200.94564704667513
0,58,105.16499999999999,63.490897049787336,210.32999999999998,203.2259342408648
0,59,105.16499999999999,71.09164859803114,210.32999999999998,203.2189999559247
0,60,105.16499999999999,29.980242462786702,210.32999999999998,201.41456696768373
0,61,105.16499999999999,51.43119369473324,210.32999999999998,203.22530408018332
0,62,105.16499999999999,70.7229267924114,210.32999999999998,203.1923588162608
0,63,105.16499999999999,51.43967725904099,210.32999999999998,202.40287345316656
0,64,105.16499999999999,26.375674225512483,210.32999999999998,200.69355553868533
0,65,105.16499999999999,59.8155764596266,210.32999999999998,203.15760891069644
0,66,105.16499999999999,68.61682492906773,210.32999999999998,201.07715825293747
0,67,105.16499999999999,58.36997084446295,210.32999999999998,203.07376505843075
0,68,105.16499999999999,87.93993335171615,210.32999999999998,203.30972636997967
0,69,105.16499999999999,63.301623120969,210.32999999999998,203.1743466304553
0,70,105.16499999999999,85.10527019950442,210.32999999999998,203.25070110506022
0,71,105.16499999999999,32.39840158713649,210.32999999999998,201.40595936520555
0,72,105.16499999999999,32.52238068725858,210.32999999999998,201.09034136712518
0,73,105.16499999999999,78.49835062954428,210.32999999999998,201.5077629566811
0,74,105.16499999999999,50.30407124963189,210.32999999999998,201.11688497541058
0,75,105.16499999999999,34.31691388388021,210.32999999999998,203.55318996917262
0,76,105.16499999999999,86.76415737840979,210.32999999999998,201.48845789627234
0,77,105.16499999999999,46.869474226001024,210.32999999999998,203.1245893356236
0,78,105.16499999999999,74.60488444002824,210.32999999999998,201.6420362849418
0,79,105.16499999999999,72.89731428605306,210.32999999999998,201.2147840875484
0,80,105.16499999999999,83.72238688612487,210.32999999999998,203.24866238545226
0,81,105.16499999999999,65.85582095118947,210.32999999999998,201.38065943211726
0,82,105.16499999999999,74.61385309012674,210.32999999999998,202.97557054741424
0,83,105.16499999999999,46.9474053810211,210.32999999999998,201.2470676946029
0,84,105.16499999999999,41.51309637217624,210.32999999999998,203.10859653528914
0,85,105.16499999999999,84.58808155104487,210.32999999999998,201.1867868521412
0,86,105.16499999999999,52.39701856650631,210.32999999999998,203.17791169929276
0,87,105.16499999999999,89.33310216141385,210.32999999999998,202.92169394985285
0,88,105.16499999999999,68.59252328080076,210.32999999999998,201.08908397431034
0,89,105.16499999999999,65.71981007311062,210.32999999999998,201.07247523120552
0,90,105.16499999999999,30.83433618864723,210.32999999999998,203.0783149498345
0,91,105.16499999999999,88.27674592063397,210.32999999999998,203.17191223014567
0,92,105.16499999999999,53.898615051196394,210.32999999999998,201.06493489015702
0,93,105.16499999999999,62.73972371964274,210.32999999999998,203.02062225913767
0,94,105.16499999999999,51.0238681622007,210.32999999999998,201.31496360463572
0,95,105.16499999999999,39.249037861665364,210.32999999999998,201.36474724608163
0,96,105.16499999999999,85.10372911851888,210.32999999999998,203.17308518597093
0,97,105.16499999999999,62.41559881716823,210.32999999999998,203.2056601152319
0,98,105.16499999999999,23.13567385524234,210.32999999999998,201.10921036152521
0,99,105.16499999999999,65.40664876816433,210.32999999999998,203.0784313954284
1,0,92.625,37.348356889826285,185.25,180.4861281102013
1,1,92.625,48.689797166215904,185.25,173.60254681587324
1,2,92.625,68.9991450977394,185.25,176.05080137801178
1,3,92.625,39.08142636704432,185.25,174.34945343971205
1,4,92.625,70.2776923434517,185.25,180.61061701320475
1,5,92.625,54.139555626976914,185.25,180.334874825892
1,6,92.625,19.75875722447029,185.25,180.4631779251382
1,7,92.625,71.46054718248338,185.25,180.54007261705655
1,8,92.625,57.961482532830594,185.25,172.42480290054806
1,9,92.625,75.3022136278637,185.25,173.22445065867532
1,10,92.625,28.61622717883596,185.25,174.98145218058852
1,11,92.625,26.623979824569517,185.25,173.36260440370233
1,12,92.625,71.63927228054824,185.25,179.28407373314218
1,13,92.625,58.29656742104531,185.25,180.52022457429402
1,14,92.625,22.598397202962293,185.25,172.84354770532073
1,15,92.625,61.61529856478861,185.25,178.00606533806877
1,16,92.625,61.52549746964721,185.25,179.95621868266
1,17,92.625,71.09765075929994,185.25,179.69811580658643
1,18,92.625,59.12881795500197,185.25,172.82323869810918
1,19,92.625,25.89595781542251,185.25,172.61038938798887
1,20,92.625,19.988451025460844,185.25,180.61633357435073
1,21,92.625,20.3467158076921,185.25,173.00750415107947
1,22,92.625,20.465300816093343,185.25,180.50950639439301
1,23,92.625,32.79658323310426,185.25,173.34565126455544
1,24,92.625,67.53265590966426,185.25,180.1328393614257
1,25,92.625,49.356032454255384,185.25,173.6824166208477
1,26,92.625,50.14778229439284,185.25,174.5061604088579
1,27,92.625,66.51419735031362,185.25,173.72446606215792
1,28,92.625,25.89043195215438,185.25,173.8714895062314
1,29,92.625,34.66251273343439,185.25,174.69792080315173
1,30,92.625,52.01171310304493,185.25,176.3765632891624
1,31,92.625,73.73312899619562,185.25,178.55026125194772
1,32,92.625,50.61228897345757,185.25,180.52681075776457
1,33,92.625,19.918684004840383,185.25,173.69163772113262
1,34,92.625,64.17146027061685,185.25,173.12615515031183
1,35,92.625,32.04750929217016,185.25,180.5589126731944
1,36,92.625,64.53774219297975,185.25,173.59552454211362
1,37,92.625,40.81257323634693,185.25,180.49384844874982
1,38,92.625,67.73150884719081,185.25,180.5300179276119
1,39,92.625,61.14325579725235,185.25,173.03655741750316
1,40,92.625,50.341222338727526,185.25,174.39512728115463
1,41,92.625,26.585468778774068,185.25,180.5213108277696
1,42,92.625,22.25418774026449,185.25,180.4661447892228
1,43,92.625,25.73028940135568,185.25,178.76516264579888
1,44,92.625,21.384632107384796,185.25,173.2761908617218
1,45,92.625,24.94655205015069,185.25,173.27034127253148
1,46,92.625,31.63638453162953,185.25,174.90764704157968
1,47,92.625,59.2116786824215,185.25,172.84614299450746
1,48,92.625,50.537972505010224,185.25,173.41356094315674
1,49,92.625,19.573975076055838,185.25,172.4889732481063
1,50,92.625,22.93647362313654,185.25,173.1948238917355
1,51,92.625,73.60187245080968,185.25,172.86341197391246
1,52,92.625,51.0123960258958,185.25,180.59620013854817
1,53,92.625,30.367850804675356,185.25,173.61031982295526
1,54,92.625,33.142614549733054,185.25,175.67594752799405
1,55,92.625,60.956746175210675,185.25,180.48557211674037
1,56,92.625,29.922838744399524,185.25,180.624521619394
1,57,92.625,51.762696368372886,185.25,173.0311130546729
1,58,92.625,73.75713690250448,185.25,180.6921113142474
1,59,92.625,66.78571239883581,185.25,180.57697690476013
1,60,92.625,32.43648178952166,185.25,174.78649860864655
1,61,92.625,46.80599777895722,185.25,180.7797921203202
1,62,92.625,53.94689980483611,185.25,180.47997714808017
1,63,92.625,65.77569452865878,185.25,178.1232984206962
1,64,92.625,27.736298391991806,185.25,172.0604673713991
1,65,92.625,19.91466116013451,185.25,180.46532200291034
1,66,92.625,22.826001690826143,185.25,172.8009954357319
1,67,92.625,46.38583735510119,185.25,180.23471279097382
1,68,92.625,53.17578604337958,185.25,180.61724780464797
1,69,92.625,51.05489392513458,185.25,180.50549573478364
1,70,92.625,36.82305798994374,185.25,180.45610188922495
1,71,92.625,74.80949921138746,185.25,174.86508982259375
1,72,92.625,51.67137617003944,185.25,173.59139833243523
1,73,92.625,40.3757261419589,185.25,174.32245397027773
1,74,92.625,50.041745705087244,185.25,173.4133113231148
1,75,92.625,61.04211696912207,185.25,181.9372168222778
1,76,92.625,56.73550922134242,185.25,174.08032294524455
1,77,92.625,33.85530203086915,185.25,180.49484841373976
1,78,92.625,22.61733580454392,185.25,174.89346538662406
1,79,92.625,39.80659906973011,185.25,173.29965938435456
1,80,92.625,54.499322213066634,185.25,180.48636244221666
1,81,92.625,30.757235842226464,185.25,174.08441268680804
1,82,92.625,61.46208043052341,185.25,179.73323805456545
1,83,92.625,22.62874706168118,185.25,173.8929592517031
1,84,92.625,33.59473437573066,185.25,180.48960967831954
1,85,92.625,64.40471926353985,185.25,172.9703863182963
1,86,92.625,29.809929892020584,185.25,180.60924185594232
1,87,92.625,55.05070252353321,185.25,179.30434460878547
1,88,92.625,48.554671270543274,185.25,172.9310210915121
1,89,92.625,71.19857584717653,185.25,173.0354099431573
1,90,92.625,33.7634680409429,185.25,180.47744135780883
1,91,92.625,22.596185539263388,185.25,180.1334121594375
1,92,92.625,60.46102145278104,185.25,173.1900770183402
1,93,92.625,62.56120388557507,185.25,180.0328062457035
1,94,92.625,70.23698704056086,185.25,174.24157347983862
1,95,92.625,71.60399424501166,185.25,174.60964765691355
1,96,92.625,19.652952072281316,185.25,180.18792743065396
1,97,92.625,32.1260459856358,185.25,180.6043784858443
1,98,92.625,53.76709201654009,185.25,173.79106157384757
1,99,92.625,72.56853330666098,185.25,180.20331404249384
2,0,86.025,69.53797512190162,172.05,171.0447457409086
2,1,86.025,48.21768976337052,172.05,158.29799584753655
2,2,86.025,67.66505415097056,172.05,163.23680809003903
2,3,86.025,52.81810740162801,172.05,160.04057340206234
2,4,86.025,39.18917127007778,172.05,171.1524712228674
2,5,86.025,44.38933569530971,172.05,170.79150631612592
2,6,86.025,50.79966667697165,172.05,171.03766843778757
2,7,86.025,47.83274062482425,172.05,171.0386604329415
2,8,86.025,68.23799066943559,172.05,155.69597674876135
2,9,86.025,67.83447340909085,172.05,157.11330874470502
2,10,86.025,39.452904290305696,172.05,161.37291060175934
2,11,86.025,70.24697059919423,172.05,158.1553337634368
2,12,86.025,27.483903442747533,172.05,169.0363358266395
2,13,86.025,24.903614037534005,172.05,171.03301574406464
2,14,86.025,25.377651957989144,172.05,156.92249699033732
2,15,86.025,45.45509814537625,172.05,166.89475468307197
2,16,86.025,19.22550423347883,172.05,170.16407116806005
2,17,86.025,69.41846343668486,172.05,169.72335761914857
2,18,86.025,62.87079533042129,172.05,156.54736332239224
2,19,86.025,18.87303167198004,172.05,156.3457623666139
2,20,86.025,27.605294067878678,172.05,171.2534829368345
2,21,86.025,36.04987366537983,172.05,157.25511045091875
2,22,86.025,25.156480391499194,172.05,171.10273023986235
2,23,86.025,61.9159200513673,172.05,158.0038190957302
2,24,86.025,36.73647570240881,172.05,170.40611027365665
2,25,86.025,68.9924765111905,172.05,158.55088650416178
2,26,86.025,49.59169757450624,172.05,160.24811013835787
2,27,86.025,65.67269258479823,172.05,158.42441317328348
2,28,86.025,63.82535611579314,172.05,159.225756533013
2,29,86.025,67.11167837633054,172.05,160.81664582106617
2,30,86.025,42.9747263747563,172.05,163.96478935141428
2,31,86.025,47.65931113168512,172.05,167.78183602285597
2,32,86.025,61.32607869476853,172.05,171.06723230521678
2,33,86.025,33.53900928258599,172.05,158.75517050448357
2,34,86.025,44.62028868183578,172.05,156.9879472108607
