"RTD End Time Stamp","Zone Name","Zone PTID","RTD Zonal LBMP","RTD Zonal Losses","RTD Zonal Congestion","RTD Zonal Price Version"
"2022/07/01 00:05:00","MHK VL","61756","57.69","1.74","0","1"
"2022/07/01 00:10:00","MHK VL","61756","56.88","1.66","0","1"
"2022/07/01 00:15:00","MHK VL","61756","59.59","1.62","0","1"
"2022/07/01 00:20:00","MHK VL","61756","55.41","1.51","0","1"
"2022/07/01 00:25:00","MHK VL","61756","54.33","1.48","0","1"
"2022/07/01 00:30:00","MHK VL","61756","53.68","1.46","0","1"
"2022/07/01 00:35:00","MHK VL","61756","53.94","1.47","0","1"
"2022/07/01 00:40:00","MHK VL","61756","51.65","1.36","0","1"
"2022/07/01 00:45:00","MHK VL","61756","53.06","1.34","0","1"
"2022/07/01 00:50:00","MHK VL","61756","51.63","1.36","0","1"
"2022/07/01 00:55:00","MHK VL","61756","51.63","1.36","0","1"
"2022/07/01 01:00:00","MHK VL","61756","49.57","1.25","0","1"
"2022/07/01 01:05:00","MHK VL","61756","49.69","1.21","0","1"
"2022/07/01 01:10:00","MHK VL","61756","49.53","1.21","0","1"
"2022/07/01 01:15:00","MHK VL","61756","49.58","1.25","0","1"
"2022/07/01 01:20:00","MHK VL","61756","50","1.27","0","1"
"2022/07/01 01:25:00","MHK VL","61756","49.19","1.24","0","1"
"2022/07/01 01:30:00","MHK VL","61756","49.1","1.2","0","1"
"2022/07/01 01:35:00","MHK VL","61756","49.27","1.2","0","1"
"2022/07/01 01:40:00","MHK VL","61756","49","1.2","0","1"
"2022/07/01 01:45:00","MHK VL","61756","48.86","1.19","0","1"
"2022/07/01 01:50:00","MHK VL","61756","48.83","1.19","0","1"
"2022/07/01 01:55:00","MHK VL","61756","45.73","1.12","0","1"
"2022/07/01 02:00:00","MHK VL","61756","53.17","1.3","0","1"
"2022/07/01 02:05:00","MHK VL","61756","51.8","1.21","0","1"
"2022/07/01 02:10:00","MHK VL","61756","50.92","1.24","0","1"
"2022/07/01 02:15:00","MHK VL","61756","49.78","1.21","0","1"
"2022/07/01 02:20:00","MHK VL","61756","49.78","1.21","0","1"
"2022/07/01 02:25:00","MHK VL","61756","49.48","1.21","0","1"
"2022/07/01 02:30:00","MHK VL","61756","49.14","1.15","0","1"
"2022/07/01 02:35:00","MHK VL","61756","48.79","1.14","0","1"
"2022/07/01 02:40:00","MHK VL","61756","48.63","1.09","0","1"
"2022/07/01 02:45:00","MHK VL","61756","48.67","1.1","0","1"
"2022/07/01 02:50:00","MHK VL","61756","48.63","1.09","0","1"
"2022/07/01 02:55:00","MHK VL","61756","48.52","1.14","0","1"
"2022/07/01 03:00:00","MHK VL","61756","48.88","1.14","0","1"
"2022/07/01 03:05:00","MHK VL","61756","49.14","1.15","0","1"
"2022/07/01 03:10:00","MHK VL","61756","48.96","1.15","0","1"
"2022/07/01 03:15:00","MHK VL","61756","48.63","1.09","0","1"
"2022/07/01 03:20:00","MHK VL","61756","48.34","1.09","0","1"
"2022/07/01 03:25:00","MHK VL","61756","48.1","1.03","0","1"
"2022/07/01 03:30:00","MHK VL","61756","48.33","1.04","0","1"
"2022/07/01 03:35:00","MHK VL","61756","48.42","1.04","0","1"
"2022/07/01 03:40:00","MHK VL","61756","48.14","1.03","0","1"
"2022/07/01 03:45:00","MHK VL","61756","48","1.03","0","1"
"2022/07/01 03:50:00","MHK VL","61756","48","1.03","0","1"
"2022/07/01 03:55:00","MHK VL","61756","48.01","1.03","0","1"
"2022/07/01 04:00:00","MHK VL","61756","47.97","1.03","0","1"
"2022/07/01 04:05:00","MHK VL","61756","48.09","1.03","0","1"
"2022/07/01 04:10:00","MHK VL","61756","48.06","0.99","0","1"
"2022/07/01 04:15:00","MHK VL","61756","47.91","0.99","0","1"
"2022/07/01 04:20:00","MHK VL","61756","48.05","0.99","0","1"
"2022/07/01 04:25:00","MHK VL","61756","47.92","0.99","0","1"
"2022/07/01 04:30:00","MHK VL","61756","48","0.99","0","1"
"2022/07/01 04:35:00","MHK VL","61756","48.06","0.99","0","1"
"2022/07/01 04:40:00","MHK VL","61756","48.06","0.99","0","1"
"2022/07/01 04:45:00","MHK VL","61756","48.05","0.99","0","1"
"2022/07/01 04:50:00","MHK VL","61756","48.05","0.99","0","1"
"2022/07/01 04:55:00","MHK VL","61756","47.41","1.02","0","1"
"2022/07/01 05:00:00","MHK VL","61756","47.9","1.03","0","1"
"2022/07/01 05:05:00","MHK VL","61756","49.86","1.07","0","1"
"2022/07/01 05:10:00","MHK VL","61756","48.88","1.05","0","1"
"2022/07/01 05:15:00","MHK VL","61756","48.93","1.1","0","1"
"2022/07/01 05:20:00","MHK VL","61756","49.19","1.11","0","1"
"2022/07/01 05:25:00","MHK VL","61756","48.88","1.1","0","1"
"2022/07/01 05:30:00","MHK VL","61756","48.77","1.05","0","1"
"2022/07/01 05:35:00","MHK VL","61756","48.93","1.1","0","1"
"2022/07/01 05:40:00","MHK VL","61756","48.86","1.1","0","1"
"2022/07/01 05:45:00","MHK VL","61756","49.46","1.11","0","1"
"2022/07/01 05:50:00","MHK VL","61756","50.1","1.13","0","1"
"2022/07/01 05:55:00","MHK VL","61756","52.92","1.19","0","1"
"2022/07/01 06:00:00","MHK VL","61756","41.55","0.89","0","1"
"2022/07/01 06:05:00","MHK VL","61756","46.78","1.01","0","1"
"2022/07/01 06:10:00","MHK VL","61756","47.05","1.06","0","1"
"2022/07/01 06:15:00","MHK VL","61756","46.97","1.06","0","1"
"2022/07/01 06:20:00","MHK VL","61756","47.17","1.06","0","1"
"2022/07/01 06:25:00","MHK VL","61756","47.23","1.15","0","1"
"2022/07/01 06:30:00","MHK VL","61756","47.2","1.1","0","1"
"2022/07/01 06:35:00","MHK VL","61756","47.26","1.11","0","1"
"2022/07/01 06:40:00","MHK VL","61756","47.25","1.15","0","1"
"2022/07/01 06:45:00","MHK VL","61756","47.53","1.16","0","1"
"2022/07/01 06:50:00","MHK VL","61756","48.96","1.24","0","1"
"2022/07/01 06:55:00","MHK VL","61756","50.43","1.28","0","1"
"2022/07/01 07:00:00","MHK VL","61756","44.26","1.12","0","1"
"2022/07/01 07:05:00","MHK VL","61756","46.03","1.16","0","1"
"2022/07/01 07:10:00","MHK VL","61756","47.51","1.2","0","1"
"2022/07/01 07:15:00","MHK VL","61756","46.63","1.14","0","1"
"2022/07/01 07:20:00","MHK VL","61756","47.32","1.2","0","1"
"2022/07/01 07:25:00","MHK VL","61756","47.5","1.2","0","1"
"2022/07/01 07:30:00","MHK VL","61756","47.75","1.26","0","1"
"2022/07/01 07:35:00","MHK VL","61756","48.12","1.27","0","1"
"2022/07/01 07:40:00","MHK VL","61756","48.52","1.28","0","1"
"2022/07/01 07:45:00","MHK VL","61756","48.87","1.33","0","1"
"2022/07/01 07:50:00","MHK VL","61756","49.6","1.4","0","1"
"2022/07/01 07:55:00","MHK VL","61756","52.56","1.48","0","1"
"2022/07/01 08:00:00","MHK VL","61756","47.79","1.35","0","1"
"2022/07/01 08:05:00","MHK VL","61756","48.47","1.37","0","1"
"2022/07/01 08:10:00","MHK VL","61756","49.73","1.4","0","1"
"2022/07/01 08:15:00","MHK VL","61756","49.17","1.43","0","1"
"2022/07/01 08:20:00","MHK VL","61756","49.61","1.44","0","1"
"2022/07/01 08:25:00","MHK VL","61756","53.31","1.6","0","1"
"2022/07/01 08:30:00","MHK VL","61756","53.31","1.6","0","1"
"2022/07/01 08:35:00","MHK VL","61756","53.41","1.61","0","1"
"2022/07/01 08:40:00","MHK VL","61756","53.55","1.61","0","1"
"2022/07/01 08:45:00","MHK VL","61756","53.26","1.6","0","1"
"2022/07/01 08:50:00","MHK VL","61756","52.93","1.64","0","1"
"2022/07/01 08:55:00","MHK VL","61756","53.75","1.67","0","1"
"2022/07/01 09:00:00","MHK VL","61756","49.75","1.54","0","1"
"2022/07/01 09:05:00","MHK VL","61756","52.79","1.64","0","1"
"2022/07/01 09:10:00","MHK VL","61756","52.86","1.59","0","1"
"2022/07/01 09:15:00","MHK VL","61756","49.54","1.49","0","1"
"2022/07/01 09:20:00","MHK VL","61756","51.83","1.61","0","1"
"2022/07/01 09:25:00","MHK VL","61756","53.17","1.65","0","1"
"2022/07/01 09:30:00","MHK VL","61756","53.46","1.66","0","1"
"2022/07/01 09:35:00","MHK VL","61756","63.18","1.96","0","1"
"2022/07/01 09:40:00","MHK VL","61756","63.25","1.96","0","1"
"2022/07/01 09:45:00","MHK VL","61756","63.11","2.08","0","1"
"2022/07/01 09:50:00","MHK VL","61756","59.6","1.96","0","1"
"2022/07/01 09:55:00","MHK VL","61756","63.38","2.09","0","1"
"2022/07/01 10:00:00","MHK VL","61756","63.68","2.15","0","1"
"2022/07/01 10:05:00","MHK VL","61756","63.62","2.21","0","1"
"2022/07/01 10:10:00","MHK VL","61756","66.51","2.19","0","1"
"2022/07/01 10:15:00","MHK VL","61756","64.19","2.11","0","1"
"2022/07/01 10:20:00","MHK VL","61756","69.55","2.29","0","1"
"2022/07/01 10:25:00","MHK VL","61756","69.48","2.22","0","1"
"2022/07/01 10:30:00","MHK VL","61756","67.03","2.21","0","1"
"2022/07/01 10:35:00","MHK VL","61756","66.96","2.14","0","1"
"2022/07/01 10:40:00","MHK VL","61756","69.49","2.22","0","1"
"2022/07/01 10:43:54","MHK VL","61756","72.14","2.3","0","1"
"2022/07/01 10:45:00","MHK VL","61756","74.25","2.37","0","1"
"2022/07/01 10:46:00","MHK VL","61756","74.25","2.37","0","1"
"2022/07/01 10:50:00","MHK VL","61756","75.47","2.41","0","1"
"2022/07/01 10:55:00","MHK VL","61756","75.47","2.41","0","1"
"2022/07/01 11:00:00","MHK VL","61756","76.53","2.22","-8.98","1"
"2022/07/01 11:05:00","MHK VL","61756","80.79","2.43","-8.98","1"
"2022/07/01 11:10:00","MHK VL","61756","84.5","2.62","-9.11","1"
"2022/07/01 11:15:00","MHK VL","61756","76.68","2.34","-9.11","1"
"2022/07/01 11:20:00","MHK VL","61756","76.54","2.28","-9.11","1"
"2022/07/01 11:25:00","MHK VL","61756","76.62","2.34","-9.11","1"
"2022/07/01 11:30:00","MHK VL","61756","81.97","2.6","-9.11","1"
"2022/07/01 11:35:00","MHK VL","61756","73.31","2.54","0","1"
"2022/07/01 11:40:00","MHK VL","61756","73.24","2.54","0","1"
"2022/07/01 11:45:00","MHK VL","61756","73.39","2.48","0","1"
"2022/07/01 11:50:00","MHK VL","61756","75.33","2.61","0","1"
"2022/07/01 11:55:00","MHK VL","61756","75.26","2.54","0","1"
"2022/07/01 12:00:00","MHK VL","61756","75.27","2.61","0","1"
"2022/07/01 12:05:00","MHK VL","61756","79.67","2.92","0","1"
"2022/07/01 12:10:00","MHK VL","61756","83.14","2.97","0","1"
"2022/07/01 12:15:00","MHK VL","61756","86.88","3.1","0","1"
"2022/07/01 12:20:00","MHK VL","61756","87.97","3.14","0","1"
"2022/07/01 12:25:00","MHK VL","61756","88.36","3.23","0","1"
"2022/07/01 12:30:00","MHK VL","61756","88.26","3.23","0","1"
"2022/07/01 12:35:00","MHK VL","61756","88.48","3.24","0","1"
"2022/07/01 12:40:00","MHK VL","61756","88.26","3.15","0","1"
"2022/07/01 12:45:00","MHK VL","61756","88.4","3.16","0","1"
"2022/07/01 12:50:00","MHK VL","61756","89.38","3.19","0","1"
"2022/07/01 12:55:00","MHK VL","61756","90.13","3.22","0","1"
"2022/07/01 13:00:00","MHK VL","61756","87.33","3.2","0","1"
"2022/07/01 13:05:00","MHK VL","61756","89.32","3.27","0","1"
"2022/07/01 13:10:00","MHK VL","61756","87.31","3.27","0","1"
"2022/07/01 13:15:00","MHK VL","61756","81.33","2.78","-9.04","1"
"2022/07/01 13:20:00","MHK VL","61756","79.93","3","0","1"
"2022/07/01 13:25:00","MHK VL","61756","88.13","3.39","0","1"
"2022/07/01 13:30:00","MHK VL","61756","88.66","3.41","0","1"
"2022/07/01 13:35:00","MHK VL","61756","88.13","3.39","0","1"
"2022/07/01 13:40:00","MHK VL","61756","89.12","3.26","0","1"
"2022/07/01 13:45:00","MHK VL","61756","81.1","2.97","0","1"
"2022/07/01 13:50:00","MHK VL","61756","78.35","2.87","0","1"
"2022/07/01 13:55:00","MHK VL","61756","78.36","2.94","0","1"
"2022/07/01 14:00:00","MHK VL","61756","78.29","2.94","-0.01","1"
"2022/07/01 14:05:00","MHK VL","61756","82.13","2.81","-9.06","1"
"2022/07/01 14:10:00","MHK VL","61756","76.91","2.62","-10.36","1"
"2022/07/01 14:15:00","MHK VL","61756","88.86","3.06","-9.37","1"
"2022/07/01 14:20:00","MHK VL","61756","79.76","2.99","0","1"
"2022/07/01 14:25:00","MHK VL","61756","80.1","3.08","0","1"
"2022/07/01 14:30:00","MHK VL","61756","87.7","3.29","0","1"
"2022/07/01 14:35:00","MHK VL","61756","88.42","3.4","0","1"
"2022/07/01 14:40:00","MHK VL","61756","97.16","3.38","-9.37","1"
"2022/07/01 14:45:00","MHK VL","61756","98.4","3.43","-9.37","1"
"2022/07/01 14:50:00","MHK VL","61756","102.22","3.57","-9.37","1"
"2022/07/01 14:55:00","MHK VL","61756","103.9","3.72","-9.37","1"
"2022/07/01 15:00:00","MHK VL","61756","101.55","3.63","-9.37","1"
"2022/07/01 15:00:06","MHK VL","61756","92.79","3.66","0","1"
"2022/07/01 15:01:36","MHK VL","61756","95.2","3.84","-1.91","1"
"2022/07/01 15:05:00","MHK VL","61756","93.56","3.69","0","1"
"2022/07/01 15:10:00","MHK VL","61756","93.56","3.69","0","1"
"2022/07/01 15:15:00","MHK VL","61756","92.25","3.63","0","1"
"2022/07/01 15:15:36","MHK VL","61756","88.56","3.49","0","1"
"2022/07/01 15:17:06","MHK VL","61756","92.42","3.72","0","1"
"2022/07/01 15:20:00","MHK VL","61756","93.2","3.76","0","1"
"2022/07/01 15:25:00","MHK VL","61756","93.2","3.76","0","1"
"2022/07/01 15:30:00","MHK VL","61756","93.56","3.74","-0.8","1"
"2022/07/01 15:35:00","MHK VL","61756","92.85","3.83","0","1"
"2022/07/01 15:40:00","MHK VL","61756","94.07","3.88","-0.01","1"
"2022/07/01 15:45:00","MHK VL","61756","105.65","4.07","-6.93","1"
"2022/07/01 15:50:00","MHK VL","61756","107.5","3.97","-9.03","1"
"2022/07/01 15:55:00","MHK VL","61756","98.38","3.96","0","1"
"2022/07/01 16:00:00","MHK VL","61756","97.5","3.84","0","1"
"2022/07/01 16:05:00","MHK VL","61756","95.73","3.77","0","1"
"2022/07/01 16:10:00","MHK VL","61756","96.17","4.05","0","1"
"2022/07/01 16:15:00","MHK VL","61756","97.98","4.12","0","1"
"2022/07/01 16:20:00","MHK VL","61756","97.95","4.12","0","1"
"2022/07/01 16:25:00","MHK VL","61756","100.01","4.23","-1.96","1"
"2022/07/01 16:30:00","MHK VL","61756","100.89","4.26","-2.08","1"
"2022/07/01 16:35:00","MHK VL","61756","101.14","4.17","-2.02","1"
"2022/07/01 16:40:00","MHK VL","61756","104.04","4.29","-2.23","1"
"2022/07/01 16:40:18","MHK VL","61756","98.69","4.16","0","1"
"2022/07/01 16:41:30","MHK VL","61756","121.91","5.01","-3.02","1"
"2022/07/01 16:45:00","MHK VL","61756","110.99","4.57","-2.54","1"
"2022/07/01 16:50:00","MHK VL","61756","110.99","4.57","-2.54","1"
"2022/07/01 16:55:00","MHK VL","61756","103.42","4.26","0","1"
"2022/07/01 17:00:00","MHK VL","61756","98.6","4.06","0","1"
"2022/07/01 17:05:00","MHK VL","61756","97.22","3.92","0","1"
"2022/07/01 17:10:00","MHK VL","61756","97.09","4.09","0","1"
"2022/07/01 17:10:18","MHK VL","61756","97.49","4.1","0","1"
"2022/07/01 17:11:30","MHK VL","61756","99.46","4.19","0","1"
"2022/07/01 17:15:00","MHK VL","61756","99.46","4.19","0","1"
"2022/07/01 17:20:00","MHK VL","61756","99.46","4.19","0","1"
"2022/07/01 17:25:00","MHK VL","61756","99.86","4.2","0","1"
"2022/07/01 17:30:00","MHK VL","61756","100.8","4.15","0","1"
"2022/07/01 17:35:00","MHK VL","61756","112.09","4.52","0","1"
"2022/07/01 17:40:00","MHK VL","61756","101.55","4.18","0","1"
"2022/07/01 17:45:00","MHK VL","61756","97.31","4.01","0","1"
"2022/07/01 17:50:00","MHK VL","61756","97.22","4.01","0","1"
"2022/07/01 17:55:00","MHK VL","61756","99.49","4.19","0","1"
"2022/07/01 18:00:00","MHK VL","61756","99.05","4.17","0","1"
"2022/07/01 18:05:00","MHK VL","61756","99.91","4.21","0","1"
"2022/07/01 18:10:00","MHK VL","61756","99.82","4.2","0","1"
"2022/07/01 18:15:00","MHK VL","61756","100.6","4.24","0","1"
"2022/07/01 18:20:00","MHK VL","61756","101.81","4.29","0","1"
"2022/07/01 18:25:00","MHK VL","61756","100.6","4.24","0","1"
"2022/07/01 18:30:00","MHK VL","61756","98.67","4.25","0","1"
"2022/07/01 18:35:00","MHK VL","61756","93.54","4.03","0","1"
"2022/07/01 18:40:00","MHK VL","61756","93.48","4.03","0","1"
"2022/07/01 18:45:00","MHK VL","61756","93.44","3.93","0","1"
"2022/07/01 18:45:24","MHK VL","61756","98.48","4.24","0","1"
"2022/07/01 18:47:56","MHK VL","61756","99.61","4.38","0","1"
"2022/07/01 18:50:00","MHK VL","61756","98.48","4.24","0","1"
"2022/07/01 18:55:00","MHK VL","61756","98.48","4.24","0","1"
"2022/07/01 19:00:00","MHK VL","61756","101.25","4.26","0","1"
"2022/07/01 19:05:00","MHK VL","61756","101.17","4.26","0","1"
"2022/07/01 19:10:00","MHK VL","61756","101.33","4.46","0","1"
"2022/07/01 19:15:00","MHK VL","61756","99.7","4.39","0","1"
"2022/07/01 19:20:00","MHK VL","61756","93.73","4.04","0","1"
"2022/07/01 19:25:00","MHK VL","61756","92.35","3.98","0","1"
"2022/07/01 19:30:00","MHK VL","61756","87.12","3.67","0","1"
"2022/07/01 19:35:00","MHK VL","61756","79.58","3.35","0","1"
"2022/07/01 19:40:00","MHK VL","61756","75.36","3.17","0","1"
"2022/07/01 19:45:00","MHK VL","61756","75.69","3.12","0","1"
"2022/07/01 19:50:00","MHK VL","61756","70.97","2.92","0","1"
"2022/07/01 19:55:00","MHK VL","61756","70.9","2.86","0","1"
"2022/07/01 20:00:00","MHK VL","61756","79.51","3.28","0","1"
"2022/07/01 20:05:00","MHK VL","61756","70.82","2.92","0","1"
"2022/07/01 20:10:00","MHK VL","61756","70.75","2.79","0","1"
"2022/07/01 20:15:00","MHK VL","61756","70.63","2.72","0","1"
"2022/07/01 20:20:00","MHK VL","61756","70.69","2.79","0","1"
"2022/07/01 20:25:00","MHK VL","61756","70.69","2.79","0","1"
"2022/07/01 20:30:00","MHK VL","61756","70.56","2.72","0","1"
"2022/07/01 20:35:00","MHK VL","61756","75.23","2.9","0","1"
"2022/07/01 20:40:00","MHK VL","61756","70.43","2.71","0","1"
"2022/07/01 20:45:00","MHK VL","61756","70.37","2.77","0","1"
"2022/07/01 20:50:00","MHK VL","61756","70.31","2.77","0","1"
"2022/07/01 20:55:00","MHK VL","61756","70.25","2.77","0","1"
"2022/07/01 21:00:00","MHK VL","61756","81.55","3.29","0","1"
"2022/07/01 21:05:00","MHK VL","61756","80.73","3.25","0","1"
"2022/07/01 21:10:00","MHK VL","61756","81.07","3.27","0","1"
"2022/07/01 21:15:00","MHK VL","61756","79.22","3.12","0","1"
"2022/07/01 21:20:00","MHK VL","61756","72.56","2.86","0","1"
"2022/07/01 21:25:00","MHK VL","61756","70.58","2.72","0","1"
"2022/07/01 21:30:00","MHK VL","61756","63.43","2.38","-1.58","1"
"2022/07/01 21:35:00","MHK VL","61756","70.6","2.72","0","1"
"2022/07/01 21:40:00","MHK VL","61756","70.6","2.72","0","1"
"2022/07/01 21:45:00","MHK VL","61756","82.88","3.19","0","1"
"2022/07/01 21:50:00","MHK VL","61756","78.79","3.03","0","1"
"2022/07/01 21:55:00","MHK VL","61756","77.63","2.99","0","1"
"2022/07/01 22:00:00","MHK VL","61756","78.78","2.95","0","1"
"2022/07/01 22:05:00","MHK VL","61756","67.05","2.51","0","1"
"2022/07/01 22:10:00","MHK VL","61756","64.67","2.49","0","1"
"2022/07/01 22:15:00","MHK VL","61756","64.43","2.36","0","1"
"2022/07/01 22:20:00","MHK VL","61756","64.49","2.36","0","1"
"2022/07/01 22:25:00","MHK VL","61756","56.48","2.12","0","1"
"2022/07/01 22:30:00","MHK VL","61756","56.85","2.08","0","1"
"2022/07/01 22:35:00","MHK VL","61756","57.05","2.09","0","1"
"2022/07/01 22:40:00","MHK VL","61756","55.5","2.03","0","1"
"2022/07/01 22:45:00","MHK VL","61756","56.37","2.06","0","1"
"2022/07/01 22:50:00","MHK VL","61756","56.37","2.06","0","1"
"2022/07/01 22:55:00","MHK VL","61756","56.43","2.07","0","1"
"2022/07/01 23:00:00","MHK VL","61756","60.91","2.17","0","1"
"2022/07/01 23:05:00","MHK VL","61756","64.55","2.3","-0.15","1"
"2022/07/01 23:10:00","MHK VL","61756","65.63","2.31","-1.03","1"
"2022/07/01 23:15:00","MHK VL","61756","72.18","2.39","-1.35","1"
"2022/07/01 23:20:00","MHK VL","61756","70.68","2.35","-1.28","1"
"2022/07/01 23:25:00","MHK VL","61756","67.03","2.23","-1.1","1"
"2022/07/01 23:30:00","MHK VL","61756","65.69","2.19","-1.04","1"
"2022/07/01 23:35:00","MHK VL","61756","58.11","1.94","-0.67","1"
"2022/07/01 23:40:00","MHK VL","61756","57.55","2","0","1"
"2022/07/01 23:45:00","MHK VL","61756","57.56","1.95","0","1"
"2022/07/01 23:50:00","MHK VL","61756","57.31","1.89","0","1"
"2022/07/01 23:55:00","MHK VL","61756","57.19","1.82","0","1"
"2022/07/02 00:00:00","MHK VL","61756","74.31","2.37","0","1"
"2022/07/02 00:05:00","MHK VL","61756","67.74","2.1","0","1"
"2022/07/02 00:10:00","MHK VL","61756","63.63","2.09","0","1"
"2022/07/02 00:15:00","MHK VL","61756","62.05","1.98","0","1"
"2022/07/02 00:20:00","MHK VL","61756","63.24","2.02","0","1"
"2022/07/02 00:25:00","MHK VL","61756","63.05","2.07","0","1"
"2022/07/02 00:30:00","MHK VL","61756","73.79","2.43","0","1"
"2022/07/02 00:35:00","MHK VL","61756","76.8","2.45","0","1"
"2022/07/02 00:40:00","MHK VL","61756","73.56","2.35","0","1"
"2022/07/02 00:45:00","MHK VL","61756","76.73","2.45","0","1"
"2022/07/02 00:50:00","MHK VL","61756","75.21","2.33","0","1"
"2022/07/02 00:55:00","MHK VL","61756","73.33","2.34","0","1"
"2022/07/02 01:00:00","MHK VL","61756","84.67","2.62","0","1"
"2022/07/02 01:05:00","MHK VL","61756","77.35","2.4","0","1"
"2022/07/02 01:10:00","MHK VL","61756","77.37","2.55","0","1"
"2022/07/02 01:15:00","MHK VL","61756","76.87","2.45","0","1"
"2022/07/02 01:20:00","MHK VL","61756","74.33","2.37","0","1"
"2022/07/02 01:25:00","MHK VL","61756","74.13","2.3","0","1"
"2022/07/02 01:30:00","MHK VL","61756","73.99","2.23","0","1"
"2022/07/02 01:35:00","MHK VL","61756","70.8","2.06","0","1"
"2022/07/02 01:40:00","MHK VL","61756","63.52","1.79","0","1"
"2022/07/02 01:45:00","MHK VL","61756","52.77","1.44","0","1"
"2022/07/02 01:50:00","MHK VL","61756","61.93","1.68","0","1"
"2022/07/02 01:55:00","MHK VL","61756","61.02","1.72","0","1"
"2022/07/02 02:00:00","MHK VL","61756","61.08","1.72","0","1"
"2022/07/02 02:05:00","MHK VL","61756","61.13","1.72","0","1"
"2022/07/02 02:10:00","MHK VL","61756","60.8","1.54","0","1"
"2022/07/02 02:15:00","MHK VL","61756","53","1.29","0","1"
"2022/07/02 02:20:00","MHK VL","61756","47.4","1.16","0","1"
"2022/07/02 02:25:00","MHK VL","61756","44.64","1.09","0","1"
"2022/07/02 02:30:00","MHK VL","61756","56.28","1.42","0","1"
"2022/07/02 02:35:00","MHK VL","61756","54.34","1.37","0","1"
"2022/07/02 02:40:00","MHK VL","61756","54.15","1.53","0","1"
"2022/07/02 02:45:00","MHK VL","61756","54.6","1.54","0","1"
"2022/07/02 02:50:00","MHK VL","61756","58.33","1.48","0","1"
"2022/07/02 02:55:00","MHK VL","61756","56.44","1.48","0","1"
"2022/07/02 03:00:00","MHK VL","61756","58.46","1.65","0","1"
"2022/07/02 03:05:00","MHK VL","61756","59.66","1.74","0","1"
"2022/07/02 03:10:00","MHK VL","61756","58.56","1.7","0","1"
"2022/07/02 03:15:00","MHK VL","61756","57.79","1.68","0","1"
"2022/07/02 03:20:00","MHK VL","61756","56.81","1.71","0","1"
"2022/07/02 03:25:00","MHK VL","61756","57.85","1.74","0","1"
"2022/07/02 03:30:00","MHK VL","61756","59.66","1.74","0","1"
"2022/07/02 03:35:00","MHK VL","61756","59.96","1.8","0","1"
"2022/07/02 03:40:00","MHK VL","61756","59.96","1.74","0","1"
"2022/07/02 03:45:00","MHK VL","61756","59.83","1.74","0","1"
"2022/07/02 03:50:00","MHK VL","61756","59.71","1.74","0","1"
"2022/07/02 03:55:00","MHK VL","61756","59.65","1.74","0","1"
"2022/07/02 04:00:00","MHK VL","61756","55.82","1.62","0","1"
"2022/07/02 04:05:00","MHK VL","61756","28.97","0.82","0","1"
"2022/07/02 04:10:00","MHK VL","61756","18.57","0.49","0","1"
"2022/07/02 04:15:00","MHK VL","61756","54.48","1.48","0","1"
"2022/07/02 04:20:00","MHK VL","61756","54.23","1.48","0","1"
"2022/07/02 04:25:00","MHK VL","61756","54.23","1.48","0","1"
"2022/07/02 04:30:00","MHK VL","61756","54.44","1.54","0","1"
"2022/07/02 04:35:00","MHK VL","61756","54.83","1.6","0","1"
"2022/07/02 04:40:00","MHK VL","61756","54.99","1.66","0","1"
"2022/07/02 04:45:00","MHK VL","61756","54.69","1.65","0","1"
"2022/07/02 04:50:00","MHK VL","61756","54.33","1.58","0","1"
"2022/07/02 04:55:00","MHK VL","61756","54.34","1.58","0","1"
"2022/07/02 05:00:00","MHK VL","61756","54.64","1.64","0","1"
"2022/07/02 05:05:00","MHK VL","61756","54.54","1.64","0","1"
"2022/07/02 05:10:00","MHK VL","61756","54.55","1.69","0","1"
"2022/07/02 05:15:00","MHK VL","61756","54.55","1.69","0","1"
"2022/07/02 05:20:00","MHK VL","61756","54.48","1.69","0","1"
"2022/07/02 05:25:00","MHK VL","61756","54.29","1.63","0","1"
"2022/07/02 05:30:00","MHK VL","61756","54.29","1.63","0","1"
"2022/07/02 05:35:00","MHK VL","61756","54.29","1.68","0","1"
"2022/07/02 05:40:00","MHK VL","61756","54.24","1.63","0","1"
"2022/07/02 05:45:00","MHK VL","61756","54.39","1.64","0","1"
"2022/07/02 05:50:00","MHK VL","61756","54.74","1.65","0","1"
"2022/07/02 05:55:00","MHK VL","61756","54.74","1.65","0","1"
"2022/07/02 06:00:00","MHK VL","61756","45.06","1.31","0","1"
"2022/07/02 06:05:00","MHK VL","61756","45.11","1.31","0","1"
"2022/07/02 06:10:00","MHK VL","61756","45.12","1.36","0","1"
"2022/07/02 06:15:00","MHK VL","61756","44.74","1.35","0","1"
"2022/07/02 06:20:00","MHK VL","61756","44.57","1.34","0","1"
"2022/07/02 06:25:00","MHK VL","61756","44.97","1.35","0","1"
"2022/07/02 06:30:00","MHK VL","61756","44.92","1.35","0","1"
"2022/07/02 06:35:00","MHK VL","61756","44.61","1.38","0","1"
"2022/07/02 06:40:00","MHK VL","61756","45.06","1.4","0","1"
"2022/07/02 06:45:00","MHK VL","61756","44.86","1.43","0","1"
"2022/07/02 06:50:00","MHK VL","61756","44.61","1.38","0","1"
"2022/07/02 06:55:00","MHK VL","61756","45.2","1.4","0","1"
"2022/07/02 07:00:00","MHK VL","61756","50.17","1.65","0","1"
