t,s,P_DA,P_RT,P_PN,P_IN
0,0,91.143,76.09278863695494,182.286,182.286
0,1,91.143,59.24137066204666,182.286,182.286
0,2,91.143,76.31977111208886,182.286,182.286
0,3,91.143,65.96847866053935,182.286,182.286
0,4,91.143,65.28256946263951,182.286,182.286
0,5,91.143,45.9487146647808,182.286,182.286
0,6,91.143,76.46388386952295,182.286,182.286
0,7,91.143,37.52459346667145,182.286,182.286
0,8,91.143,47.42965961025105,182.286,182.286
0,9,91.143,54.727801357271794,182.286,182.286
0,10,91.143,68.56030938904748,182.286,182.286
0,11,91.143,45.20992864497076,182.286,182.286
0,12,91.143,71.91657531113884,182.286,182.286
0,13,91.143,76.7499430445536,182.286,182.286
0,14,91.143,43.8514174447194,182.286,182.286
0,15,91.143,61.25254133105808,182.286,182.286
0,16,91.143,37.63521785885615,182.286,182.286
0,17,91.143,52.792155219123046,182.286,182.286
0,18,91.143,39.04716285470366,182.286,182.286
0,19,91.143,75.67624266391539,182.286,182.286
0,20,91.143,54.78219804982263,182.286,182.286
0,21,91.143,75.3681280540624,182.286,182.286
0,22,91.143,68.8382134321777,182.286,182.286
0,23,91.143,72.04888511075148,182.286,182.286
0,24,91.143,44.225666388439244,182.286,182.286
0,25,91.143,40.283068884052376,182.286,182.286
0,26,91.143,61.38937568861071,182.286,182.286
0,27,91.143,44.01720063601255,182.286,182.286
0,28,91.143,66.71367744263219,182.286,182.286
0,29,91.143,53.67015917794676,182.286,182.286
0,30,91.143,58.46569416452907,182.286,182.286
0,31,91.143,74.91028216028549,182.286,182.286
0,32,91.143,58.21630535577263,182.286,182.286
0,33,91.143,41.61757380815548,182.286,182.286
0,34,91.143,43.625867498118254,182.286,182.286
0,35,91.143,59.159899028673834,182.286,182.286
0,36,91.143,58.3250075657825,182.286,182.286
0,37,91.143,62.869303278880075,182.286,182.286
0,38,91.143,53.39123744380606,182.286,182.286
0,39,91.143,63.358826731229286,182.286,182.286
0,40,91.143,53.206768324173,182.286,182.286
0,41,91.143,62.31959664941118,182.286,182.286
0,42,91.143,68.07949309547782,182.286,182.286
0,43,91.143,44.45882939519953,182.286,182.286
0,44,91.143,52.35077583130992,182.286,182.286
0,45,91.143,57.44706609833426,182.286,182.286
0,46,91.143,64.83853146036813,182.286,182.286
0,47,91.143,47.457649915107865,182.286,182.286
0,48,91.143,59.542779703117965,182.286,182.286
0,49,91.143,62.36032972761085,182.286,182.286
1,0,80.275,60.21446042125087,160.55,160.55
1,1,80.275,42.631231236337364,160.55,160.55
