t,s,P_DA,P_RT,P_PN,P_IN
0,0,91.143,68.23667526494219,182.286,182.286
0,1,91.143,38.107519962273706,182.286,182.286
0,2,91.143,62.7102612198948,182.286,182.286
0,3,91.143,67.332812651969,182.286,182.286
0,4,91.143,57.28545344777083,182.286,182.286
0,5,91.143,46.29823506875032,182.286,182.286
0,6,91.143,45.225093810365884,182.286,182.286
0,7,91.143,67.80354834200317,182.286,182.286
0,8,91.143,44.062908175715634,182.286,182.286
0,9,91.143,40.82061643446216,182.286,182.286
0,10,91.143,64.78605566896204,182.286,182.286
0,11,91.143,75.54539568910803,182.286,182.286
0,12,91.143,37.432990395796764,182.286,182.286
0,13,91.143,57.834803638617224,182.286,182.286
0,14,91.143,69.89454311472493,182.286,182.286
0,15,91.143,61.86238002249603,182.286,182.286
0,16,91.143,66.24703539342791,182.286,182.286
0,17,91.143,48.99092177248983,182.286,182.286
0,18,91.143,74.11557703188632,182.286,182.286
0,19,91.143,65.95883619504623,182.286,182.286
0,20,91.143,59.05319081816159,182.286,182.286
0,21,91.143,42.98145724234798,182.286,182.286
0,22,91.143,52.26105863442607,182.286,182.286
0,23,91.143,64.33541600669744,182.286,182.286
0,24,91.143,55.01046532618612,182.286,182.286
0,25,91.143,54.6965895633097,182.286,182.286
0,26,91.143,62.072759488104914,182.286,182.286
0,27,91.143,57.872776916100854,182.286,182.286
0,28,91.143,63.38259358543559,182.286,182.286
0,29,91.143,61.40126696626829,182.286,182.286
0,30,91.143,69.59758374652237,182.286,182.286
0,31,91.143,58.21433961127317,182.286,182.286
0,32,91.143,73.7492736852183,182.286,182.286
0,33,91.143,50.089201414311496,182.286,182.286
0,34,91.143,40.90569832319832,182.286,182.286
0,35,91.143,49.34513228116972,182.286,182.286
0,36,91.143,41.85003394984311,182.286,182.286
0,37,91.143,70.53923456649055,182.286,182.286
0,38,91.143,39.15700123069571,182.286,182.286
0,39,91.143,62.41477417971247,182.286,182.286
0,40,91.143,59.2555771048743,182.286,182.286
0,41,91.143,70.16212951395813,182.286,182.286
0,42,91.143,45.26060622681619,182.286,182.286
0,43,91.143,71.66998710657316,182.286,182.286
0,44,91.143,51.39045910147378,182.286,182.286
0,45,91.143,67.56739348392426,182.286,182.286
0,46,91.143,49.15492653870864,182.286,182.286
0,47,91.143,72.75727417720371,182.286,182.286
0,48,91.143,50.341113047791865,182.286,182.286
0,49,91.143,43.89853008565028,182.286,182.286
1,0,80.275,43.61085430049223,160.55,160.55
1,1,80.275,33.73829185312703,160.55,160.55
1,2,80.275,57.75859029942627,160.55,160.55
1,3,80.275,35.64275074899211,160.55,160.55
1,4,80.275,43.33307349434963,160.55,160.55
1,5,80.275,61.8240618002865,160.55,160.55
1,6,80.275,63.25557598055714,160.55,160.55
1,7,80.275,45.71614083271735,160.55,160.55
1,8,80.275,57.924212626664115,160.55,160.55
1,9,80.275,38.951182972880666,160.55,160.55
1,10,80.275,50.37290690832115,160.55,160.55
1,11,80.275,60.45645066887878,160.55,160.55
1,12,80.275,48.29936387646814,160.55,160.55
1,13,80.275,50.136208622083224,160.55,160.55
1,14,80.275,31.949801846448693,160.55,160.55
1,15,80.275,42.44399846285611,160.55,160.55
1,16,80.275,33.28117914770996,160.55,160.55
1,17,80.275,40.7366087929862,160.55,160.55
1,18,80.275,41.570446636413585,160.55,160.55
1,19,80.275,56.1979833367794,160.55,160.55
1,20,80.275,31.972164866636266,160.55,160.55
1,21,80.275,44.83103773077824,160.55,160.55
1,22,80.275,41.04912239497041,160.55,160.55
1,23,80.275,51.664280552374144,160.55,160.55
1,24,80.275,42.0863371998634,160.55,160.55
1,25,80.275,32.0757582542545,160.55,160.55
1,26,80.275,59.69995125458236,160.55,160.55
1,27,80.275,55.848406450771485,160.55,160.55
1,28,80.275,59.63991970156173,160.55,160.55
1,29,80.275,44.43546577584947,160.55,160.55
1,30,80.275,50.64379240677374,160.55,160.55
1,31,80.275,47.60311826594644,160.55,160.55
1,32,80.275,50.388257014477155,160.55,160.55
1,33,80.275,39.309072618198236,160.55,160.55
1,34,80.275,40.585134208013116,160.55,160.55
1,35,80.275,31.49154363382748,160.55,160.55
1,36,80.275,40.657469618222734,160.55,160.55
1,37,80.275,38.64423815151727,160.55,160.55
1,38,80.275,49.059285014513975,160.55,160.55
1,39,80.275,49.321023662099726,160.55,160.55
1,40,80.275,46.33766204798966,160.55,160.55
1,41,80.275,40.31862542386441,160.55,160.55
1,42,80.275,32.77406319316828,160.55,160.55
1,43,80.275,62.964870249176975,160.55,160.55
1,44,80.275,41.867167054900946,160.55,160.55
1,45,80.275,46.99512178263213,160.55,160.55
1,46,80.275,62.90748327200508,160.55,160.55
1,47,80.275,45.20345616236734,160.55,160.55
1,48,80.275,41.15957501023709,160.55,160.55
1,49,80.275,47.81208972930361,160.55,160.55
2,0,74.555,47.61774404060052,149.11,149.11
2,1,74.555,56.33399659519229,149.11,149.11
2,2,74.555,31.49855155001445,149.11,149.11
2,3,74.555,44.0273708939234,149.11,149.11
2,4,74.555,54.05900628665314,149.11,149.11
2,5,74.555,52.05702011885224,149.11,149.11
2,6,74.555,47.866957653937234,149.11,149.11
