total_x_only
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5147986034749454
1.1537325783348145
4.468186031172859
8.480075496175662
5.14820899283779
4.1076077229136345
0.0995089161398921
0.5935178075250587
0.0
0.0
0.0
0.0
0.0
0.0
0.0
