alpha
0.0
0.0
0.0
0.0
0.15229737203378113
0.0
1.2794281132348997
9.580848194173377
27.254392964926822
133.02516658324268
439.00870210645974
0.0
0.0
0.0
1151.0740987077515
0.0
590.0607120074944
0.0
0.0
409.7251084670335
109.2546112062951
10.46401828139083
0.0
0.0
