ProjectID,Date,"Hour (Eastern Time, Daylight-Adjusted)",Electricity Generated,Capacity Factor
,YYYY-MM-DD,hr,kW,%
547,2022-07-01,1,0.0,0.0
547,2022-07-01,2,0.0,0.0
547,2022-07-01,3,0.0,0.0
547,2022-07-01,4,0.0,0.0
547,2022-07-01,5,0.0,0.0
547,2022-07-01,6,1.75,0.6740101679248189
547,2022-07-01,7,18.375,7.0771067632106
547,2022-07-01,8,57.875,22.290479124942227
547,2022-07-01,9,99.75,38.41857957171469
547,2022-07-01,10,138.75,53.43937759975351
547,2022-07-01,11,166.75,64.2235402865506
547,2022-07-01,12,186.75,71.92651363426283
547,2022-07-01,13,184.125,70.9154983823756
547,2022-07-01,14,177.75,68.46017562779232
547,2022-07-01,15,170.125,65.52341703897704
547,2022-07-01,16,146.5,56.42427977199199
547,2022-07-01,17,82.0,31.58219072562009
547,2022-07-01,18,83.25,32.0636265598521
547,2022-07-01,19,27.875,10.736019103373904
547,2022-07-01,20,8.375,3.225620089354491
547,2022-07-01,21,0.0,0.0
547,2022-07-01,22,0.0,0.0
547,2022-07-01,23,0.125,0.04814358342320136
547,2022-07-02,0,0.0,0.0
547,2022-07-02,1,0.0,0.0
547,2022-07-02,2,0.0,0.0
547,2022-07-02,3,0.0,0.0
547,2022-07-02,4,0.0,0.0
547,2022-07-02,5,0.0,0.0
547,2022-07-02,6,0.625,0.24071791711600682
547,2022-07-02,7,12.375,4.766214758896934
547,2022-07-02,8,20.75,7.991834848251425
547,2022-07-02,9,57.875,22.290479124942227
547,2022-07-02,10,79.625,30.667462640579263
547,2022-07-02,11,131.25,50.55076259436143
547,2022-07-02,12,163.25,62.875519950700976
547,2022-07-02,13,81.375,31.341472808504083
547,2022-07-02,14,86.375,33.26721614543214
547,2022-07-02,15,125.875,48.480588507163766
547,2022-07-02,16,86.625,33.36350331227854
547,2022-07-02,17,87.75,33.79679556308736
547,2022-07-02,18,61.375,23.638499460791866
547,2022-07-02,19,42.0,16.176244030195654
547,2022-07-02,20,6.375,2.455322754583269
547,2022-07-02,21,0.0,0.0
547,2022-07-02,22,0.125,0.04814358342320136
547,2022-07-02,23,0.0,0.0
547,2022-07-03,0,0.0,0.0
547,2022-07-03,1,0.0,0.0
547,2022-07-03,2,0.0,0.0
547,2022-07-03,3,0.0,0.0
547,2022-07-03,4,0.125,0.04814358342320136
547,2022-07-03,5,0.0,0.0
