ProjectID,Date,"Hour (Eastern Time, Daylight-Adjusted)",Electricity Generated,Capacity Factor
,YYYY-MM-DD,hr,kW,%
625,2022-07-01,1,0.0,0.0
625,2022-07-01,2,0.0,0.0
625,2022-07-01,3,0.0,0.0
625,2022-07-01,4,0.0,0.0
625,2022-07-01,5,0.0,0.0
625,2022-07-01,6,0.0,0.0
625,2022-07-01,7,5.0,0.19228402658134383
625,2022-07-01,8,69.0,2.6535195668225446
625,2022-07-01,9,311.0,11.960066453359586
625,2022-07-01,10,714.0,27.458158995815896
625,2022-07-01,11,1193.0,45.878968742308636
625,2022-07-01,12,1559.0,59.954159488063006
625,2022-07-01,13,1637.0,62.953790302731974
625,2022-07-01,14,1552.0,59.68496185084913
625,2022-07-01,15,1266.0,48.68631553039626
625,2022-07-01,16,1043.0,40.11044794486832
625,2022-07-01,17,1212.0,46.60964804331774
625,2022-07-01,18,732.0,28.150381491508735
625,2022-07-01,19,422.0,16.22877184346542
625,2022-07-01,20,295.0,11.344757568299285
625,2022-07-01,21,136.0,5.230125523012552
625,2022-07-01,22,6.0,0.23074083189761257
625,2022-07-01,23,0.0,0.0
625,2022-07-02,0,0.0,0.0
625,2022-07-02,1,0.0,0.0
625,2022-07-02,2,0.0,0.0
625,2022-07-02,3,0.0,0.0
625,2022-07-02,4,0.0,0.0
625,2022-07-02,5,0.0,0.0
625,2022-07-02,6,0.0,0.0
625,2022-07-02,7,2.0,0.07691361063253753
625,2022-07-02,8,57.0,2.1920379030273196
625,2022-07-02,9,181.0,6.960681762244645
625,2022-07-02,10,316.0,12.15235047994093
625,2022-07-02,11,669.0,25.727602756583806
625,2022-07-02,12,1027.0,39.49513905980802
625,2022-07-02,13,1355.0,52.10897120354417
625,2022-07-02,14,1231.0,47.34032734432685
625,2022-07-02,15,1120.0,43.071621954221015
625,2022-07-02,16,859.0,33.03439576667487
625,2022-07-02,17,1012.0,38.91828698006399
625,2022-07-02,18,809.0,31.11155550086143
625,2022-07-02,19,881.0,33.88044548363278
625,2022-07-02,20,402.0,15.459635737140044
625,2022-07-02,21,65.0,2.4996923455574698
625,2022-07-02,22,4.0,0.15382722126507506
625,2022-07-02,23,0.0,0.0
625,2022-07-03,0,0.0,0.0
625,2022-07-03,1,0.0,0.0
625,2022-07-03,2,0.0,0.0
625,2022-07-03,3,0.0,0.0
625,2022-07-03,4,0.0,0.0
625,2022-07-03,5,0.0,0.0
625,2022-07-03,6,0.0,0.0
625,2022-07-03,7,2.0,0.07691361063253753
625,2022-07-03,8,56.0,2.1535810977110508
625,2022-07-03,9,146.0,5.61469357617524
625,2022-07-03,10,322.0,12.383091311838543
625,2022-07-03,11,488.0,18.766920994339156
625,2022-07-03,12,1032.0,39.687423086389366
625,2022-07-03,13,1404.0,53.99335466404135
625,2022-07-03,14,1255.0,48.2632906719173
625,2022-07-03,15,1721.0,66.18416194929854
625,2022-07-03,16,1718.0,66.06879153334974
625,2022-07-03,17,1646.0,63.29990155057838
625,2022-07-03,18,1328.0,51.07063746000492
625,2022-07-03,19,869.0,33.41896381983756
625,2022-07-03,20,348.0,13.38296825006153
625,2022-07-03,21,66.0,2.5381491508737386
625,2022-07-03,22,7.0,0.26919763721388135
625,2022-07-03,23,0.0,0.0
625,2022-07-04,0,0.0,0.0
625,2022-07-04,1,0.0,0.0
625,2022-07-04,2,0.0,0.0
625,2022-07-04,3,0.0,0.0
625,2022-07-04,4,0.0,0.0
625,2022-07-04,5,0.0,0.0
625,2022-07-04,6,0.0,0.0
625,2022-07-04,7,3.0,0.11537041594880629
625,2022-07-04,8,50.0,1.9228402658134383
625,2022-07-04,9,280.0,10.767905488555254
625,2022-07-04,10,873.0,33.572791041102626
625,2022-07-04,11,1348.0,51.839773566330294
625,2022-07-04,12,1672.0,64.29977848880138
625,2022-07-04,13,1719.0,66.107248338666
625,2022-07-04,14,1718.0,66.06879153334974
625,2022-07-04,15,1719.0,66.107248338666
625,2022-07-04,16,1717.0,66.03033472803347
625,2022-07-04,17,1595.0,61.338604479448676
625,2022-07-04,18,1281.0,49.263167610140286
625,2022-07-04,19,832.0,31.996062023135615
