ProjectID,Date,"Hour (Eastern Time, Daylight-Adjusted)",Electricity Generated,Capacity Factor
,YYYY-MM-DD,hr,kW,%
244,2022-07-01,1,-0.4,-0.1036001036001036
244,2022-07-01,2,0.4,0.1036001036001036
244,2022-07-01,3,0.0,0.0
244,2022-07-01,4,0.0,0.0
244,2022-07-01,5,0.0,0.0
244,2022-07-01,6,0.0,0.0
244,2022-07-01,7,0.0,0.0
244,2022-07-01,8,0.0,0.0
244,2022-07-01,9,0.0,0.0
244,2022-07-01,10,0.0,0.0
244,2022-07-01,11,0.0,0.0
244,2022-07-01,12,0.0,0.0
244,2022-07-01,13,0.0,0.0
244,2022-07-01,14,0.0,0.0
244,2022-07-01,15,0.0,0.0
244,2022-07-01,16,0.0,0.0
244,2022-07-01,17,0.0,0.0
244,2022-07-01,18,0.0,0.0
244,2022-07-01,19,0.0,0.0
244,2022-07-01,20,0.0,0.0
244,2022-07-01,21,0.0,0.0
244,2022-07-01,22,0.0,0.0
244,2022-07-01,23,0.0,0.0
244,2022-07-02,0,0.0,0.0
244,2022-07-02,1,0.0,0.0
244,2022-07-05,2,0.0,0.0
244,2022-07-05,3,0.0,0.0
244,2022-07-05,4,-0.4,-0.1036001036001036
244,2022-07-05,5,0.4,0.1036001036001036
244,2022-07-05,6,11.2,2.9008029008029004
244,2022-07-05,7,38.8,10.049210049210048
244,2022-07-05,8,92.8,24.035224035224033
244,2022-07-05,9,168.0,43.512043512043505
244,2022-07-05,10,215.6,55.84045584045584
244,2022-07-05,11,226.4,58.63765863765864
244,2022-07-05,12,262.0,67.85806785806786
244,2022-07-05,13,216.0,55.94405594405594
244,2022-07-05,14,87.2,22.584822584822582
244,2022-07-05,15,38.8,10.049210049210048
244,2022-07-05,16,28.8,7.459207459207459
244,2022-07-05,17,26.8,6.941206941206941
244,2022-07-05,18,42.0,10.878010878010876
244,2022-07-05,19,6.0,1.554001554001554
244,2022-07-05,20,0.0,0.0
244,2022-07-05,21,0.4,0.1036001036001036
244,2022-07-05,22,0.0,0.0
244,2022-07-05,23,-0.4,-0.1036001036001036
244,2022-07-06,0,0.0,0.0
244,2022-07-06,1,0.4,0.1036001036001036
244,2022-07-06,2,0.0,0.0
244,2022-07-06,3,0.0,0.0
244,2022-07-06,4,-0.4,-0.1036001036001036
244,2022-07-06,5,0.4,0.1036001036001036
244,2022-07-06,6,12.8,3.3152033152033153
244,2022-07-06,7,38.8,10.049210049210048
