ProjectID,Date,"Hour (Eastern Time, Daylight-Adjusted)",Electricity Generated,Capacity Factor
,YYYY-MM-DD,hr,kW,%
263,2022-07-01,1,0.0,0.0
263,2022-07-01,2,0.0,0.0
263,2022-07-01,3,0.0,0.0
263,2022-07-01,4,0.0,0.0
263,2022-07-01,5,0.0,0.0
263,2022-07-01,6,1.414,0.6398190045248868
263,2022-07-01,7,10.144,4.590045248868779
263,2022-07-01,8,43.259,19.57420814479638
263,2022-07-01,9,82.233,37.209502262443436
263,2022-07-01,10,117.75,53.28054298642534
263,2022-07-01,11,141.369,63.96787330316742
263,2022-07-01,12,139.408,63.080542986425336
263,2022-07-01,13,143.318,64.84977375565612
263,2022-07-01,14,105.311,47.65203619909503
263,2022-07-01,15,123.917,56.0710407239819
263,2022-07-01,16,104.184,47.142081447963804
263,2022-07-01,17,64.752,29.299547511312213
263,2022-07-01,18,58.917,26.659276018099547
263,2022-07-01,19,16.023,7.2502262443438905
263,2022-07-01,20,8.0,3.619909502262444
263,2022-07-01,21,0.0,0.0
263,2022-07-01,22,0.0,0.0
263,2022-07-01,23,0.0,0.0
263,2022-07-02,0,0.0,0.0
263,2022-07-02,1,0.0,0.0
263,2022-07-02,2,0.0,0.0
263,2022-07-02,3,0.0,0.0
263,2022-07-02,4,0.0,0.0
263,2022-07-02,5,0.0,0.0
263,2022-07-02,6,0.0,0.0
263,2022-07-02,7,8.0,3.619909502262444
263,2022-07-02,8,28.101,12.715384615384615
263,2022-07-02,9,32.786,14.835294117647061
263,2022-07-02,10,71.582,32.39004524886877
263,2022-07-02,11,104.753,47.39954751131222
263,2022-07-02,12,109.387,49.49638009049774
263,2022-07-02,13,122.242,55.31312217194571
263,2022-07-02,14,89.808,40.637104072398195
263,2022-07-02,15,103.174,46.68506787330317
263,2022-07-02,16,67.564,30.57194570135746
263,2022-07-02,17,51.896,23.482352941176472
263,2022-07-02,18,48.676,22.02533936651584
263,2022-07-02,19,28.874,13.065158371040722
263,2022-07-02,20,2.157,0.9760180995475114
263,2022-07-02,21,0.0,0.0
263,2022-07-02,22,0.0,0.0
263,2022-07-02,23,0.0,0.0
263,2022-07-03,0,0.0,0.0
263,2022-07-03,1,0.0,0.0
263,2022-07-03,2,0.0,0.0
263,2022-07-03,3,0.0,0.0
263,2022-07-03,4,0.0,0.0
263,2022-07-03,5,0.0,0.0
263,2022-07-03,6,0.0,0.0
263,2022-07-03,7,7.0,3.167420814479638
263,2022-07-03,8,15.621,7.068325791855204
263,2022-07-03,9,23.686,10.717647058823529
263,2022-07-03,10,45.592,20.629864253393666
263,2022-07-03,11,116.462,52.69773755656109
263,2022-07-03,12,160.729,72.72805429864255
263,2022-07-03,13,166.37,75.28054298642533
263,2022-07-03,14,167.097,75.60950226244344
263,2022-07-03,15,158.641,71.78325791855204
263,2022-07-03,16,139.174,62.97466063348417
263,2022-07-03,17,106.325,48.11085972850679
263,2022-07-03,18,67.508,30.546606334841623
263,2022-07-03,19,25.796,11.672398190045248
263,2022-07-03,20,2.0,0.904977375565611
263,2022-07-03,21,0.0,0.0
263,2022-07-03,22,0.0,0.0
263,2022-07-03,23,0.0,0.0
