ProjectID,Date,"Hour (Eastern Time, Daylight-Adjusted)",Electricity Generated,Capacity Factor
,YYYY-MM-DD,hr,kW,%
153,2022-07-01,1,0.0,0.0
153,2022-07-01,2,0.0,0.0
153,2022-07-01,3,0.0,0.0
153,2022-07-01,4,0.0,0.0
153,2022-07-01,5,0.0,0.0
153,2022-07-01,6,1.0,0.1691017316017316
153,2022-07-01,7,31.5,5.326704545454546
153,2022-07-01,8,108.5,18.34753787878788
153,2022-07-01,9,201.5,34.073998917748916
153,2022-07-01,10,279.5,47.26393398268398
153,2022-07-01,11,345.0,58.3400974025974
153,2022-07-01,12,391.0,66.11877705627705
153,2022-07-01,13,337.5,57.07183441558441
153,2022-07-01,14,331.5,56.05722402597403
153,2022-07-01,15,357.0,60.36931818181818
153,2022-07-01,16,274.0,46.333874458874455
153,2022-07-01,17,188.5,31.875676406926406
153,2022-07-01,18,175.5,29.6773538961039
153,2022-07-01,19,80.5,13.612689393939393
153,2022-07-01,20,35.5,6.003111471861472
153,2022-07-01,21,2.5,0.422754329004329
153,2022-07-01,22,0.0,0.0
153,2022-07-01,23,0.0,0.0
153,2022-07-02,0,0.0,0.0
153,2022-07-02,1,0.0,0.0
153,2022-07-02,2,0.0,0.0
153,2022-07-02,3,0.0,0.0
153,2022-07-02,4,0.0,0.0
153,2022-07-02,5,0.0,0.0
153,2022-07-02,6,0.0,0.0
153,2022-07-02,7,17.0,2.8747294372294374
153,2022-07-02,8,32.0,5.411255411255411
153,2022-07-02,9,104.0,17.586580086580085
153,2022-07-02,10,177.0,29.93100649350649
153,2022-07-02,11,277.0,46.84117965367965
153,2022-07-02,12,373.0,63.074945887445885
153,2022-07-02,13,249.5,42.19088203463203
153,2022-07-02,14,328.5,55.54991883116883
153,2022-07-02,15,229.0,38.72429653679654
153,2022-07-02,16,119.5,20.207656926406926
153,2022-07-02,17,159.0,26.887175324675322
153,2022-07-02,18,149.0,25.19615800865801
153,2022-07-02,19,141.5,23.92789502164502
153,2022-07-02,20,36.5,6.172213203463203
153,2022-07-02,21,1.5,0.2536525974025974
153,2022-07-02,22,0.0,0.0
153,2022-07-02,23,0.0,0.0
153,2022-07-03,0,0.0,0.0
153,2022-07-03,1,0.0,0.0
153,2022-07-03,2,0.0,0.0
153,2022-07-03,3,0.0,0.0
153,2022-07-03,4,0.0,0.0
153,2022-07-03,5,0.0,0.0
153,2022-07-03,6,1.0,0.1691017316017316
153,2022-07-03,7,12.5,2.113771645021645
153,2022-07-03,8,38.5,6.510416666666667
153,2022-07-03,9,51.0,8.624188311688313
153,2022-07-03,10,108.0,18.26298701298701
153,2022-07-03,11,262.0,44.304653679653676
153,2022-07-03,12,400.0,67.64069264069263
153,2022-07-03,13,437.5,73.98200757575756
153,2022-07-03,14,415.0,70.17721861471861
153,2022-07-03,15,404.0,68.31709956709958
153,2022-07-03,16,375.5,63.49770021645021
153,2022-07-03,17,316.5,53.520698051948045
153,2022-07-03,18,233.0,39.40070346320346
153,2022-07-03,19,138.0,23.33603896103896
153,2022-07-03,20,46.0,7.778679653679653
153,2022-07-03,21,2.0,0.3382034632034632
153,2022-07-03,22,0.0,0.0
153,2022-07-03,23,0.0,0.0
153,2022-07-04,0,0.0,0.0
153,2022-07-04,1,0.0,0.0
153,2022-07-04,2,0.0,0.0
153,2022-07-04,3,0.0,0.0
153,2022-07-04,4,0.0,0.0
153,2022-07-04,5,0.0,0.0
153,2022-07-04,6,1.5,0.2536525974025974
153,2022-07-04,7,30.0,5.073051948051948
153,2022-07-04,8,121.0,20.461309523809522
153,2022-07-04,9,226.5,38.3015422077922
153,2022-07-04,10,312.5,52.84429112554112
153,2022-07-04,11,373.0,63.074945887445885
153,2022-07-04,12,415.5,70.26176948051948
153,2022-07-04,13,425.5,71.9527867965368
153,2022-07-04,14,419.0,70.85362554112554
153,2022-07-04,15,397.0,67.13338744588745
153,2022-07-04,16,358.5,60.62297077922077
153,2022-07-04,17,310.0,52.42153679653679
153,2022-07-04,18,223.0,37.70968614718615
153,2022-07-04,19,136.0,22.9978354978355
153,2022-07-04,20,42.5,7.186823593073593
153,2022-07-04,21,1.0,0.1691017316017316
153,2022-07-04,22,0.0,0.0
153,2022-07-04,23,0.0,0.0
153,2022-07-05,0,0.0,0.0
153,2022-07-05,1,0.0,0.0
153,2022-07-05,2,0.0,0.0
153,2022-07-05,3,0.0,0.0
153,2022-07-05,4,0.0,0.0
153,2022-07-05,5,0.0,0.0
153,2022-07-05,6,0.5,0.0845508658008658
153,2022-07-05,7,18.5,3.1283820346320343
153,2022-07-05,8,66.5,11.245265151515152
153,2022-07-05,9,161.5,27.309929653679653
153,2022-07-05,10,285.5,48.27854437229437
153,2022-07-05,11,357.0,60.36931818181818
153,2022-07-05,12,411.0,69.50081168831169
153,2022-07-05,13,436.5,73.81290584415584
153,2022-07-05,14,339.5,57.410037878787875
153,2022-07-05,15,158.0,26.718073593073594
153,2022-07-05,16,95.5,16.14921536796537
153,2022-07-05,17,37.0,6.256764069264069
153,2022-07-05,18,19.5,3.2974837662337664
153,2022-07-05,19,44.0,7.440476190476191
153,2022-07-05,20,21.0,3.5511363636363633
153,2022-07-05,21,0.0,0.0
153,2022-07-05,22,0.0,0.0
153,2022-07-05,23,0.0,0.0
153,2022-07-06,0,0.0,0.0
153,2022-07-06,1,0.0,0.0
153,2022-07-06,2,0.0,0.0
153,2022-07-06,3,0.0,0.0
153,2022-07-06,4,0.0,0.0
153,2022-07-06,5,0.0,0.0
153,2022-07-06,6,1.5,0.2536525974025974
153,2022-07-06,7,24.5,4.142992424242424
153,2022-07-06,8,83.0,14.035443722943722
153,2022-07-06,9,174.0,29.4237012987013
153,2022-07-06,10,255.5,43.20549242424242
153,2022-07-06,11,302.0,51.068722943722946
153,2022-07-06,12,310.0,52.42153679653679
153,2022-07-06,13,320.5,54.19710497835498
153,2022-07-06,14,249.5,42.19088203463203
153,2022-07-06,15,249.0,42.10633116883117
153,2022-07-06,16,310.0,52.42153679653679
153,2022-07-06,17,225.5,38.132440476190474
153,2022-07-06,18,246.0,41.59902597402597
153,2022-07-06,19,132.5,22.405979437229437
153,2022-07-06,20,46.0,7.778679653679653
153,2022-07-06,21,2.0,0.3382034632034632
153,2022-07-06,22,0.0,0.0
153,2022-07-06,23,0.0,0.0
153,2022-07-07,0,0.0,0.0
153,2022-07-07,1,0.0,0.0
