ProjectID,Date,"Hour (Eastern Time, Daylight-Adjusted)",Electricity Generated,Capacity Factor
,YYYY-MM-DD,hr,kW,%
2373,2022-07-18,1,0.0,0.0
2373,2022-07-18,2,0.0,0.0
2373,2022-07-18,3,0.0,0.0
2373,2022-07-18,4,0.0,0.0
2373,2022-07-18,5,0.0,0.0
2373,2022-07-18,6,2.0,0.028956550695681132
2373,2022-07-18,7,157.0,2.2730892296109686
2373,2022-07-18,8,339.0,4.9081353429179515
2373,2022-07-18,9,409.0,5.921614617266791
2373,2022-07-18,10,609.0,8.817269686834903
2373,2022-07-18,11,543.0,7.861703513877427
2373,2022-07-18,12,356.0,5.154266023831242
2373,2022-07-18,13,224.0,3.243133677916287
2373,2022-07-18,14,1045.0,15.129797738493393
2373,2022-07-18,15,1345.0,19.473280342845563
2373,2022-07-18,16,1045.0,15.129797738493393
2373,2022-07-18,17,539.0,7.803790412486065
2373,2022-07-18,18,740.0,10.71392375740202
2373,2022-07-18,19,461.0,6.674484935354501
2373,2022-07-18,20,128.0,1.8532192445235924
2373,2022-07-18,21,3.0,0.043434826043521696
2373,2022-07-18,22,0.0,0.0
2373,2022-07-18,23,0.0,0.0
2373,2022-07-19,0,0.0,0.0
