ProjectID,Date,"Hour (Eastern Time, Daylight-Adjusted)",Electricity Generated,Capacity Factor
,YYYY-MM-DD,hr,kW,%
1667,2022-07-18,1,0.0,0.0
1667,2022-07-18,2,0.0,0.0
1667,2022-07-18,3,0.0,0.0
1667,2022-07-18,4,0.0,0.0
1667,2022-07-18,5,0.0,0.0
1667,2022-07-18,6,0.0,0.0
1667,2022-07-18,7,8.0,0.13354388752933793
1667,2022-07-18,8,62.0,1.0349651283523689
1667,2022-07-18,9,194.0,3.238439272586445
1667,2022-07-18,10,231.0,3.856079752409632
1667,2022-07-18,11,395.0,6.59372944676106
1667,2022-07-18,12,770.0,12.853599174698774
1667,2022-07-18,13,1389.0,23.186557472281297
1667,2022-07-18,14,1964.0,32.78502438845246
1667,2022-07-18,15,1412.0,23.570496148928143
1667,2022-07-18,16,894.0,14.923529431403512
1667,2022-07-18,17,1371.0,22.886083725340285
1667,2022-07-18,18,985.0,16.442591152049733
1667,2022-07-18,19,968.0,16.158810391049887
1667,2022-07-18,20,434.0,7.244755898466583
1667,2022-07-18,21,244.0,4.073088569644807
1667,2022-07-18,22,1.0,0.016692985941167242
1667,2022-07-18,23,0.0,0.0
1667,2022-07-19,0,0.0,0.0
