ProjectID,Date,"Hour (Eastern Time, Daylight-Adjusted)",Electricity Generated,Capacity Factor
,YYYY-MM-DD,hr,kW,%
1084,2022-07-01,1,0.256,0.023238925199709513
1084,2022-07-01,2,0.0,0.0
1084,2022-07-01,3,0.0,0.0
1084,2022-07-01,4,0.0,0.0
1084,2022-07-01,5,0.0,0.0
1084,2022-07-01,6,10.428,0.9466230936819173
1084,2022-07-01,7,73.623,6.6832788671023975
1084,2022-07-01,8,222.532,20.200798838053743
1084,2022-07-01,9,403.86,36.66122004357299
1084,2022-07-01,10,543.946,49.37781408859841
1084,2022-07-01,11,673.065,61.098856209150334
1084,2022-07-01,12,747.95,67.89669571532318
1084,2022-07-01,13,721.457,65.49173928830791
1084,2022-07-01,14,577.769,52.448166303558466
1084,2022-07-01,15,563.675,51.16875453885258
1084,2022-07-01,16,637.651,57.88407770515613
1084,2022-07-01,17,517.472,46.97458242556282
1084,2022-07-01,18,317.997,28.866830065359483
1084,2022-07-01,19,114.075,10.355392156862745
1084,2022-07-01,20,28.746,2.6094771241830066
1084,2022-07-01,21,1.531,0.13897966594045025
1084,2022-07-01,22,0.0,0.0
1084,2022-07-01,23,0.0,0.0
1084,2022-07-02,0,0.0,0.0
1084,2022-07-02,1,0.0,0.0
1084,2022-07-02,2,0.0,0.0
1084,2022-07-02,3,0.512,0.04647785039941903
1084,2022-07-02,4,0.0,0.0
1084,2022-07-02,5,0.0,0.0
1084,2022-07-02,6,4.193,0.38062817719680464
1084,2022-07-02,7,37.857,3.4365468409586057
1084,2022-07-02,8,100.703,9.14152142338417
1084,2022-07-02,9,286.299,25.989379084967318
1084,2022-07-02,10,400.379,36.34522512708788
1084,2022-07-02,11,578.12,52.480029048656505
1084,2022-07-02,12,572.201,51.94271968046479
1084,2022-07-02,13,571.276,51.85875090777051
1084,2022-07-02,14,404.569,36.72558097312999
1084,2022-07-02,15,539.333,48.959059549745824
1084,2022-07-02,16,641.123,58.199255628177205
1084,2022-07-02,17,273.553,24.83233478576616
1084,2022-07-02,18,319.212,28.977124183006538
1084,2022-07-02,19,195.076,17.708424110384897
1084,2022-07-02,20,33.868,3.07443718228032
1084,2022-07-02,21,1.214,0.11020334059549745
1084,2022-07-02,22,0.0,0.0
1084,2022-07-02,23,0.0,0.0
1084,2022-07-03,0,0.256,0.023238925199709513
1084,2022-07-03,1,0.0,0.0
1084,2022-07-03,2,0.0,0.0
1084,2022-07-03,3,0.0,0.0
1084,2022-07-03,4,0.0,0.0
1084,2022-07-03,5,0.0,0.0
1084,2022-07-03,6,8.199,0.744281045751634
1084,2022-07-03,7,51.192,4.647058823529412
1084,2022-07-03,8,83.21,7.553558460421206
1084,2022-07-03,9,130.265,11.82507262164125
1084,2022-07-03,10,312.153,28.336328976034864
1084,2022-07-03,11,460.337,41.788035584604216
1084,2022-07-03,12,742.313,67.38498547567175
1084,2022-07-03,13,810.338,73.56009440813362
1084,2022-07-03,14,800.701,72.68527596223674
1084,2022-07-03,15,762.476,69.21532316630356
1084,2022-07-03,16,689.489,62.5897785039942
1084,2022-07-03,17,562.981,51.105755265069
1084,2022-07-03,18,384.833,34.93400508351489
1084,2022-07-03,19,204.067,18.524600580973132
1084,2022-07-03,20,52.799,4.792937545388526
1084,2022-07-03,21,1.865,0.16929920116194627
1084,2022-07-03,22,0.256,0.023238925199709513
1084,2022-07-03,23,0.0,0.0
1084,2022-07-04,0,0.0,0.0
1084,2022-07-04,1,0.0,0.0
1084,2022-07-04,2,0.0,0.0
1084,2022-07-04,3,0.0,0.0
1084,2022-07-04,4,0.0,0.0
1084,2022-07-04,5,0.512,0.04647785039941903
1084,2022-07-04,6,8.511,0.77260348583878
1084,2022-07-04,7,71.146,6.458424110384896
1084,2022-07-04,8,243.076,22.06572258533043
1084,2022-07-04,9,431.893,39.205973129992735
1084,2022-07-04,10,588.043,53.38080973129993
1084,2022-07-04,11,710.758,64.52051561365288
1084,2022-07-04,12,790.027,71.71632171387074
1084,2022-07-04,13,790.116,71.72440087145971
1084,2022-07-04,14,729.933,66.26116557734206
1084,2022-07-04,15,759.704,68.96368917937545
1084,2022-07-04,16,662.587,60.14769426289035
1084,2022-07-04,17,491.636,44.62926652142339
1084,2022-07-04,18,345.989,31.407861292665213
1084,2022-07-04,19,196.07,17.79865649963689
1084,2022-07-04,20,49.141,4.460875090777052
1084,2022-07-04,21,1.64,0.14887436456063907
1084,2022-07-04,22,0.0,0.0
1084,2022-07-04,23,0.0,0.0
1084,2022-07-05,0,0.0,0.0
1084,2022-07-05,1,0.0,0.0
1084,2022-07-05,2,0.256,0.023238925199709513
1084,2022-07-05,3,0.0,0.0
1084,2022-07-05,4,0.0,0.0
1084,2022-07-05,5,0.0,0.0
1084,2022-07-05,6,8.644,0.7846768336964417
1084,2022-07-05,7,60.92,5.530137981118374
1084,2022-07-05,8,155.449,14.111201888162675
1084,2022-07-05,9,328.475,29.817992011619467
1084,2022-07-05,10,490.885,44.5610929557008
1084,2022-07-05,11,676.115,61.375726216412495
1084,2022-07-05,12,691.483,62.77078794480755
1084,2022-07-05,13,619.667,56.25154320987655
1084,2022-07-05,14,403.631,36.64043209876544
1084,2022-07-05,15,228.149,20.71069353667393
1084,2022-07-05,16,160.982,14.613471314451706
1084,2022-07-05,17,83.943,7.620098039215686
1084,2022-07-05,18,42.775,3.882988380537401
1084,2022-07-05,19,48.149,4.370824255628178
1084,2022-07-05,20,26.02,2.362018881626725
1084,2022-07-05,21,0.825,0.07489106753812635
1084,2022-07-05,22,0.256,0.023238925199709513
1084,2022-07-05,23,0.0,0.0
1084,2022-07-06,0,0.0,0.0
1084,2022-07-06,1,0.0,0.0
1084,2022-07-06,2,0.0,0.0
1084,2022-07-06,3,0.0,0.0
1084,2022-07-06,4,0.0,0.0
1084,2022-07-06,5,0.256,0.023238925199709513
1084,2022-07-06,6,14.257,1.294208424110385
1084,2022-07-06,7,74.083,6.725036310820625
1084,2022-07-06,8,202.496,18.381989832970227
1084,2022-07-06,9,349.247,31.70361292665215
1084,2022-07-06,10,480.58,43.625635439360934
1084,2022-07-06,11,495.12,44.94553376906318
1084,2022-07-06,12,457.957,41.571986201888166
